DOI,Title,Journal,pH,Subspecies,Species,CarbonSource,TargetMolecule,TiterUnits,FinalTiter,InitialTiter,Temperature,Medium,CultureSystem,Oxygen,FinalYield,GeneMutation,GeneName,Overexpress,Knocked out,others gene,DOI_replaced,SMILES,InChIKey
10.1002/bit.22918,Metabolic Engineering of Escherichia coli for the Production of Cadaverine: A Five Carbon Diamine,Biotechnology and Bioengineering,6.8,W3110,Escherichia coli,Glucose,Cadaverine,g/L,9.61,0.0,37.0,R/2,,Aerobic,,"[del, del, oe,plasmid,mrna_secondarystructure, del, del, del, integrated,oe, del]","[puuP, lacI, cadA, speE, patA, speG, dapA, puuA]","['cada', 'dapa']","['puup', 'laci', 'spee', 'speg', 'puua']",[],10.1002.bit.22918,C(CCN)CCN,VHRGRCVQAFMJIZ-UHFFFAOYSA-N
10.1073/pnas.0702609104,Metabolic engineering of Escherichia coli for the production of L-valine based on transcriptome analysis and in silico gene knockout simulation,PNAS,6.0,W3110,Escherichia coli,Glucose,L-valine,g/L,7.55,0.0,31.0,NM1,bioreactor,Aerobic,0.378,"[oe,plasmid, oe,plasmid, oe,plasmid, nuc_snps, del, del, del, oe,plasmid, del, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, del, del]","[ilvE, lrp, ilvB, ilvH, ilvA, panB, leuA, ilvD, aceF, ilvC, ygaZ, ygaH, ilvN, mdh, pfkA]","['ilve', 'lrp', 'ilvb', 'ilvd', 'ilvc', 'ygaz', 'ygah', 'ilvn']","['ilva', 'panb', 'leua', 'acef', 'mdh', 'pfka']",['ilvH'],10.1073.pnas.0702609104,CC(C)C(C(=O)O)N,KZSNJWFQEVHDMF-BYPYZUCNSA-N
10.1016/j.ymben.2010.06.002,Metabolic engineering of Escherichia coli for the production of succinate from glycerol,Metabolic Engineering,7.0,MG1655,Escherichia coli,Glycerol,succinate,g/L,8.0,2.0,37.0,MOPS,nbflask,Microaerobic,0.69,"[del, del, del, del, oe,plasmid]","[ldhA, poxB, pta, adhE, pyruvate_carboxylase]",['pyruvate_carboxylase'],"['ldhA', 'poxB', 'pta', 'adhE']",[],10.1016.j.ymben.2010.06.002,C(CC(=O)[O-])C(=O)[O-],KDYFGRWQOYBRFD-UHFFFAOYSA-L
10.1016/j.ymben.2011.08.001,Metabolic engineering of Escherichia coli for a-farnesene production,Metabolic Engineering,,DH5alpha,Escherichia coli,"Amino Acids,Glycerol",a-farnesene,mg/L,380.0,1.2,29.0,2xYT,,Aerobic,,"[oe,plasmid, del, oe,plasmid, oe,plasmid, oe,plasmid, codonoptimized,oe,plasmid,protein_fusion, oe,plasmid, oe,plasmid]","[idi, None, mvaS, mevalonate kinase, mevalonate kinase, alpha-farnesene synthase, mvaE, mvaD]",['idi'],[],[],10.1016.j.ymben.2011.08.001,CC(=CCCC(=CCC=C(C)C=C)C)C,CXENHBSYCFFKJS-VDQVFBMKSA-N
10.1016/j.ijhydene.2014.06.054,Metabolic engineering of Escherichia coli strains for co-production of hydrogen and ethanol from glucose,Hydrogen Energy,7.0,BW25113,Escherichia coli,Glucose,H2;ethanol,,,,37.0,M9,bottle,Anaerobic,1.42,"[del, del, del, del, del, del, del, del, del, del, del]","[frdB, hyaB, pta, ldhA, frdA, ackA, hyaA, hycA, hybC, hybB, pfkA]",[],"['frdB', 'hyaB', 'pta', 'ldhA', 'frdA', 'ackA', 'hyaA', 'hycA', 'hybC', 'hybB', 'pfkA']",[],10.1016.j.ijhydene.2014.06.054,,
10.1038/nbt.2461,Metabolic engineering of Escherichia coli using synthetic small regulatory RNAs,Nature Biotechnology,,W3110,Escherichia coli,Glucose,Cadaverine,g/L,12.6,9.6,37.0,Minimal,bflask,Aerobic,,"[antisense,rep, del, del, oe,plasmid,mrna_secondarystructure, del, del, del, del, oe]","[murE, puuP, lacI, cadA, speE, patA, speG, puuA, dapA]","['cadA', 'dapA']","['puuP', 'lacI', 'speE', 'patA', 'speG', 'puuA']",['murE'],10.1038.nbt.2461,C(CCN)CCN,VHRGRCVQAFMJIZ-UHFFFAOYSA-N
10.1128/AEM.02708-07,Minimal Escherichia coli Cell for the Most Efficient Production of Ethanol from Hexoses and Pentoses,Applied and Environmental Microbiology,6.5,MG1655,Escherichia coli,"Glucose,Xylose",ethanol,g/L,38.81,0.0,37.0,LB,bioreactor,Aerobic,,"[del, oe,plasmid, del, del, del, del, del, del, del, oe,plasmid]","[ldhA, pdc, maeA, poxB, frdA, zwf, maeB, ndh, pta, adhB]","['pdc', 'adhB']","['ldhA', 'maeA', 'poxB', 'frdA', 'zwf', 'maeB', 'ndh', 'pta']",[],10.1128.AEM.02708-07,CCO,LFQSCWFLJHTTHZ-UHFFFAOYSA-N
10.1128/AEM.06017-11,Modular Engineering of L-Tyrosine Production in Escherichia coli,Applied and Environmental Microbiology,,MG1655,Escherichia coli,Glucose,Shikimate,mg/L,759.0,79.0,37.0,MOPS,nbflask,Aerobic,,"[oe,plasmid, aa_snps,oe,plasmid, oe,plasmid, oe,plasmid, codonoptimized,oe,plasmid, oe,plasmid]","[tktA, aroG, aroD, aroE, aroB, ppsA]","['tktA', 'aroG', 'aroD', 'aroE', 'aroB', 'ppsA']",[],[],10.1128.AEM.06017-11,C1C(C(C(C=C1C(=O)O)O)O)O,JXOHGGNKMLTUBP-HSUXUTPPSA-N
10.1073/pnas.1003366107,Native-sized recombinant spider silk protein produced in metabolically engineered Escherichia coli results in a strong fiber,PNAS,6.8,BL21(DE3),Escherichia coli,Glucose,Silk,,,,30.0,R/2,bioreactor,Aerobic,,"[oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, del, del, del, del]","[glyY, glyX, glyV, glyA, MaSp1, gcvT, gcvH, gcvP, None]","['glyY', 'glyX', 'glyV', 'glyA', 'MaSp1']","['gcvT', 'gcvH', 'gcvP', 'None']",[],10.1073.pnas.1003366107,,
10.1007/s00253-007-1246-8,Production of isopropanol by metabolically engineered Escherichia coli,Applied Microbiology and Biotechnology,7.0,JM109,Escherichia coli,Glucose,isopropanol,mM,227.0,0.0,37.0,SD8,flask,Aerobic,51.0,"[oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid]","[thl, ctfA, ctfB, AF157307, acetoacetate decarboxylase]","['thl', 'ctfa', 'af157307']",[],[],10.1007.s00253-007-1246-8,CC(C)O,KFZMGEQAYNKOFK-UHFFFAOYSA-N
10.1016/j.ymben.2010.02.003,Quantitative analysis and engineering of fatty acid biosynthesis in E. coli,Metabolic Engineering,,BL21(DE3),Escherichia coli,Amino Acids,Fatty Acids,mg/L,,27.0,30.0,LB,flask,Aerobic,,"[oe,plasmid,truncated, del, integrated,oe, amplified,integrated,oe, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid]","[tesA, fadD, sfp, acpP, accC, accD, accA, accB, plant thioesterase]","['tesa', 'sfp', 'acpp', 'accd', 'acca', 'accb']",['fadd'],[],10.1016.j.ymben.2010.02.003,,
10.1073/pnas.1206346109,"Rational, combinatorial, and genomic approaches for engineering L-tyrosine production in Escherichia coli",PNAS,7.0,K-12,Escherichia coli,Glucose,L-tyrosine,mg/L,893.0,400.0,37.0,MOPS,bioreactor,Aerobic,,"[aa_snps,amplified,integrated,oe, del, aa_snps,oe,plasmid, aa_snps,amplified,integrated,oe, aa_snps,integrated, del]","[tyrA, tyrR, rpoA, aroG, hisH, pheA]","['tyra', 'rpoa', 'arog']","['tyrr', 'phea']",['hisH'],10.1073.pnas.1206346109,C1=CC(=CC=C1CC(C(=O)O)N)O,OUYCCCASQSFEME-QMMMGPOBSA-N
10.1128/AEM.00382-11,Redesigning Escherichia coli Metabolism for Anaerobic Production of Isobutanol,Applied and Environmental Microbiology,6.0,BL21(DE3),Escherichia coli,Glucose,isobutanol,g/L,1.72,0.0,37.0,Minimal,bioreactor,Anaerobic,0.41,"[oe,plasmid, del, oe,plasmid, oe,plasmid, del, oe,plasmid, del, del, del, del, del, oe,plasmid]","[ilvD, pta, kivD, acetolactate synthase, ldhA, ilvC, poxB, frdA, zwf, mdh, ndh, adhE]","['ilvD', 'kivD', 'acetolactate synthase', 'ilvC', 'adhE']","['pta', 'ldhA', 'poxB', 'frdA', 'zwf', 'mdh', 'ndh']",[],10.1128.AEM.00382-11,CC(C)CO,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N
10.1007/s10529-008-9821-3,Re-engineering Escherichia coli for ethanol production,Biotechnology Letters,6.5,W,Escherichia coli,Xylose,Ethanol,g/L,45.0,18.0,37.0,NBS,bioreactor,Anaerobic,,"[del, integrated,oe, integrated,oe, del, del, del, del, integrated,oe, integrated,oe, integrated,oe, integrated,oe]","[None, pdc, cellulase, ldhA, ackA, focA, adhE, casA, adhA, casB, adhB]","['pdc', 'cellulase', 'casA', 'adhA', 'casB', 'adhB']","['None', 'ldhA', 'ackA', 'focA', 'adhE']",[],10.1007.s10529-008-9821-3,CCO,LFQSCWFLJHTTHZ-UHFFFAOYSA-N
10.1038/nbt.1555,Stabilized gene duplication enables long-term selection-free heterologous pathway expression,Nature Biotechnology,,MG1655,Escherichia coli,Glycerol,Lycopene,ppm,,8000.0,30.0,MR,flask,aerobic,,"[amplified,integrated,oe, amplified,integrated,oe, amplified,integrated,oe, del, amplified,integrated,oe, oe,plasmid, oe,plasmid, oe,plasmid]","[idi, ispD, ispF, recA, dxs, crtE, crtB, crtI]","['idi', 'ispd', 'ispf', 'dxs', 'crte']",['reca'],[],10.1038.nbt.1555,CC(=CCCC(=CC=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC=C(C)CCC=C(C)C)C)C)C)C,OAIJSZIZWZSQBC-GYZMGTAESA-N
10.1073/pnas.1106958108,Synthesis of three advanced biofuels from ionic liquid-pretreated switchgrass using engineered Escherichia coli,PNAS,7.0,MG1655,Escherichia coli,Switchgrass,Fatty Acids,mg/L,70.0,0.0,37.0,MOPS,testtube,Aerobic,,"[del, oe,plasmid, oe,plasmid, oe,plasmid,truncated, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid,protein_fusion, oe,plasmid,protein_fusion, del, oe,plasmid, amplified,oe,plasmid]","[fadE, pdc, adhB, tesA, beta-glucosidase, cel3A, gly43F, Cel7, Xyn10B, None, fadD, atfA]","['pdc', 'adhB', 'tesA', 'beta-glucosidase', 'cel3A', 'gly43F', 'Cel7', 'Xyn10B', 'fadD', 'atfA']","['fadE', 'None']",[],10.1073.pnas.1106958108,,
10.1038/nbt.1557,Synthetic protein scaffolds provide modular control over metabolic flux,Nature Biotechnology,7.0,K-12,Escherichia coli,Glucose,Glucaric Acid,g/L,1.7,0.85,30.0,LB,bflask,Aerobic,,"[scaffold_binder,oe,plasmid, scaffold_binder,oe,plasmid, scaffold_binder,oe,plasmid, scaffold_bindee]","[myo-inositol oxygenase, Ino1, udh, ProteinBindingDomainPolymer]","['myo-inositol oxygenase', 'Ino1', 'udh']",[],['ProteinBindingDomainPolymer'],10.1038.nbt.1557,C(C(C(C(=O)O)O)O)(C(C(=O)O)O)O,DSLZVSRJTYRBFB-LLEIAEIESA-N
10.1038/msb4100196,Systems metabolic engineering of Escherichia coli for L-threonine production,Molecular Systems Biology,6.5,W3110,Escherichia coli,Glucose,L-threonine,g/L,82.4,0.0,31.0,TPM2,bioreactor,Aerobic,0.393,"[del, integrated,oe, oe,plasmid, aa_snps, oe,plasmid, del, del, integrated,oe, del, del, aa_snps,integrated,oe, integrated,oe, integrated,oe, del, del, oe,plasmid, nuc_snps]","[lacI, ppc, rhtB, ilvA, rhtC, lysA, thrL, acs, iclR, tdh, thrA, thrB, thrC, tdcC, metA, rhtA, lysC]","['ppc', 'rhtB', 'rhtC', 'acs', 'thrA', 'thrB', 'thrC', 'rhtA']","['lacI', 'lysA', 'thrL', 'iclR', 'tdh', 'tdcC', 'metA']","['ilvA', 'lysC']",10.1038.msb4100196,CC(C(C(=O)O)N)O,AYFVYJQAPQTCCC-GBXIJSLDSA-N
10.1016/j.ymben.2012.08.006,A dynamic metabolite valve for the control of central carbon metabolism,Metabolic Engineering,7.0,DH10B,Escherichia coli,Glucose,Biomass,,,,37.0,M9,flask,Aerobic,,[antisense],[glk],[],[],['glk'],10.1016.j.ymben.2012.08.006,,
10.1016/j.ymben.2012.08.001,A modified pathway for the production of acetone in Escherichia coli,Metabolic Engineering,7.0,HB101,Escherichia coli,Glucose,acetone,mM,122.0,0.0,37.0,LB,flask,Aerobic,,"[oe,plasmid, oe,plasmid, oe,plasmid]","[thioesterase, acetoacetate decarboxylase, thiolase]",[],[],[],10.1016.j.ymben.2012.08.001,CC(=O)C,CSCPPACGZOOCGX-UHFFFAOYSA-N
doi:10.1002/bit.22660,A Process for Microbial Hydrocarbon Synthesis: Overproduction of Fatty Acids in Escherichia coli and Catalytic Conversion to Alkanes,Biotechnology and Bioengineering,,MG1655,Escherichia coli,Glycerol,Fatty Acids,g/L,0.44,0.063,37.0,LB,nbflask,Aerobic,,"[oe,plasmid, oe,plasmid, oe,plasmid, del, oe,plasmid, del, del, del, oe,plasmid]","[accC, accD, accA, araD, accB, araB, araA, fadD, acyl-ACP thioesterase]","['accC', 'accD', 'accA', 'accB', 'acyl-ACP thioesterase']","['araD', 'araB', 'araA', 'fadD']",[],doi:10.1002.bit.22660,,
10.1016/j.ymben.2012.07.002,A selection platform for carbon chain elongation using the CoA-dependent pathway to produce linear higher alcohols,Metabolic Engineering,,BW25113,Escherichia coli,Glucose,n-hexanol,mg/L,280.0,30.0,30.0,TB,tube,Aerobic,,"[del, del, del, del, del, oe,plasmid, aa_snps,oe,plasmid, oe,plasmid]","[frdB, frdC, ldhA, pta, adhE, crt1, hydroxybutyryl-coA dehydrogenase, acyl-CoA hydrolase]",['crt1'],"['frdb', 'ldha', 'adhe']",[],10.1016.j.ymben.2012.07.002,CCCCCCO,ZSIAUFGUXNUGDI-UHFFFAOYSA-N
10.1016/j.ymben.2012.11.008,Activating transhydrogenase and NAD kinase in combination for improving isobutanol production,Metabolic Engineering,,MG1655,Escherichia coli,Glucose,isobutanol,g/L,,0.0,37.0,NBS,flask,Two-Stage,0.62,"[integrated,oe, del, del, del, integrated,oe, integrated,oe, amplified,integrated,oe, del, del, del, integrated,oe, del, del, integrated,oe, integrated,oe, del, del, del]","[pntB, pflB, adhE, pta, adhA, kivD, acetolactate synthase, frdB, frdC, frdD, ilvD, ldhA, tdcE, nadK, pntA, tdcD, ackA, frdA]","['adha', 'kivd', 'ilvd', 'pnta']","['pflb', 'adhe', 'pta', 'frdb', 'frdc', 'ldha', 'tdce', 'tdcd', 'acka']",[],10.1016.j.ymben.2012.11.008,CC(C)CO,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N
10.1007/s10295-010-0920-5,Adaptive evolution of nontransgenic Escherichia coli KC01 for improved ethanol tolerance and homoethanol fermentation from xylose,Journal of Industrial Microbiology and Biotechnology,,B,Escherichia coli,Xylose,ethanol,g/L,23.5,15.9,35.0,LB,testtube,Aerobic,94.0,"[del, del, integrated,oe, del, integrated,oe, del, del, integrated,oe]","[frdB, frdC, aceF, ldhA, aceE, ackA, pflB, lpd]","['aceF', 'aceE', 'lpd']","['frdB', 'frdC', 'ldhA', 'ackA', 'pflB']",[],10.1007.s10295-010-0920-5,CCO,LFQSCWFLJHTTHZ-UHFFFAOYSA-N
10.1016/j.ymben.2012.06.001,An engineered E.coli strain for the production of glycoglycerolipids,Metabolic Engineering,7.0,BL21(DE3),Escherichia coli,Glucose,glycoglycerolipids,mg/gDCW,6.0,0.0,37.0,M9,bioreactor,Aerobic,,"[oe,plasmid, oe,plasmid]","[plsC, MG517]","['plsc', 'mg517']",[],[],10.1016.j.ymben.2012.06.001,,
10.1016/j.bbrc.2009.12.013,An evolved Escherichia coli strain for producing hydrogen and ethanol from glycerol,Biochemical and Biophysical Research Communications,,BW25113,Escherichia coli,Glycerol,ethanol,mmol/L-h,0.68,0.034,37.0,MOPS,,Anaerobic,,[del],[frdC],[],['frdc'],[],10.1016.j.bbrc.2009.12.013,,
doi:10.1186/1475-2859-11-93,An inverse metabolic engineering approach for the design of an improved host platform for over-expression of recombinant proteins in Escherichia coli,Microbial Cell Factories,,BL21(DE3),Escherichia coli,Glucose,GFP,AU/g CDW,347.0,49.0,37.0,M9,nbflask,Aerobic,,[antisense],[ribB],[],[],['ribB'],doi:10.1186.1475-2859-11-93,,
10.1186/1475-2859-11-153,Artificial biosynthesis of phenylpropanoic acids in a tyrosine overproducing Escherichia coli strain,Microbial Cell Factories,,C41(DE3),Escherichia coli,Glucose,,mg/L,974.0,0.0,26.0,M9,,Aerobic,,"[aa_snps,codonoptimized,oe,plasmid, del, aa_snps,codonoptimized,oe,plasmid, oe,plasmid]","[tyrA, tyrR, aroG, tyrosine ammonia-lyase]","['tyra', 'arog']",['tyrr'],[],10.1186.1475-2859-11-153,,
10.1186/1475-2859-9-96,Biosynthesis of chiral 3-hydroxyvalerate from single propionate-unrelated carbon sources in metabolically engineered E. coli,Microbial Cell Factories,,MG1655(DE3),Escherichia coli,"Glucose,Glycerol",,g/L,0.5,0.0,30.0,LB,flask,Aerobic,,"[del, del, del, del, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, del, oe,plasmid, del, oe,plasmid, oe,plasmid, del, del, oe,plasmid]","[tdh, endA, atoD, pta, bktB, phaB, ilvA, ptb, buk1, atoA, thrA, poxB, thrB, thrC, metA, ackA, tesB]","['bktb', 'phab', 'ilva', 'ptb', 'thra', 'tesb']","['tdh', 'enda', 'atod', 'pta', 'poxb', 'meta', 'acka']",[],10.1186.1475-2859-9-96,,
10.1016/j.biortech.2012.02.119,Biosynthesis of long chain hydroxyfatty acids from glucose by engineered Escherichia coli,Bioresource Technology,,BL21(DE3),Escherichia coli,Glucose,,mg/L,,0.0,30.0,M9,flask,Aerobic,,"[oe,plasmid,truncated, del, oe,plasmid]","[tesA, fadD, Cytochrome P450 BM3]",['tesa'],['fadd'],[],10.1016.j.biortech.2012.02.119,,
10.1007/s00253-011-3530-x,Biosynthesis of polyhydroxyalkanoates containing 2-hydroxybutyrate from unrelated carbon source by metabolically engineered Escherichia coli,Applied Microbiology and Biotechnology,,XL1-Blue,Escherichia coli,Glucose,,,,,30.0,MR,,Aerobic,,"[del, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, aa_snps,nuc_snps,oe,plasmid]","[ldhA, cimA, leuB, leuC, leuD, phaC, phaA, phaB, panE, PCT540]","['cima', 'leub', 'phac', 'phaa', 'phab', 'pane', 'pct540']",['ldha'],[],10.1007.s00253-011-3530-x,C1=CC(=CC=C1C(=O)O)O,FJKROLUGYXJWQN-UHFFFAOYSA-N
10.1002/bit.24925,Butyrate Production in Engineered Escherichia coli With Synthetic Scaffolds,Biotechnology and Bioengineering,,MG1655(DE3),Escherichia coli,Glucose,butyrate,g/L,4.3,0.0,37.0,TB,testtube,Microaerobic,,"[oe,plasmid, scaffold_bindee, del, del, oe,plasmid, del, del, scaffold_binder,oe,plasmid, scaffold_binder,oe,plasmid, scaffold_binder,oe,plasmid]","[atoB, ProteinBindingDomainPolymer, ldhA, frdA, tesB, adhE, pta, crt, hbd, ter]","['atoB', 'tesB', 'crt', 'hbd', 'ter']","['ldhA', 'frdA', 'adhE', 'pta']",['ProteinBindingDomainPolymer'],10.1002.bit.24925,CCCC(=O)[O-],FERIUCNNQQJTOY-UHFFFAOYSA-M
10.1002/bit.24988,Caffeic Acid Production Enhancement by Engineering a Phenylalanine Over-Producing Escherichia coli Strain,Biotechnology and Bioengineering,,ATCC31884,Escherichia coli,"Glucose,Glycerol",caffeic acid,g/L,3.82,0.0,37.0,M9,nbflask,aerobic,,"[mutated, mutated, oe,plasmid, codonoptimized,oe,plasmid, del, mutated, mutated, mutated, mutated, mutated, mutated, oe,plasmid]","[aroH, malT, hpaC, tyrosine ammonia-lyase, None, aroF, tyrR, aroG, tnaA, pheA, lacY, hpaB]","['hpaC', 'tyrosine ammonia-lyase', 'hpaB']",['None'],"['aroH', 'malT', 'aroF', 'tyrR', 'aroG', 'tnaA', 'pheA', 'lacY']",10.1002.bit.24988,C1=CC(=C(C=C1C=CC(=O)O)O)O,QAIPRVGONGVQAS-DUXPYHPUSA-N
10.1016/j.ymben.2007.12.001,Combinatorial pathway analysis for improved L-tyrosine production in Escherichia coli: Identification of enzymatic bottlenecks by systematic gene overexpression,Metabolic Engineering,,K-12,Escherichia coli,Glucose,L-tyrosine,g/L,,0.0,37.0,MOPS,flask,Aerobic,,"[aa_snps,oe,plasmid, aa_snps,oe,plasmid, oe,plasmid, oe,plasmid]","[tyrA, aroG, aroK, ydiB]","['tyra', 'arog', 'arok', 'ydib']",[],[],10.1016.j.ymben.2007.12.001,C1=CC(=CC=C1CC(C(=O)O)N)O,OUYCCCASQSFEME-QMMMGPOBSA-N
10.1016/j.ymben.2010.11.002,Comprehensive engineering of Escherichia coli for enhanced expression of IgG antibodies,Metabolic Engineering,,DH10B,Escherichia coli,Glucose,Antibodies,mg/L,4.0,1.0,37.0,NU,flask,Aerobic,,"[oe,plasmid]",[IgG],['igg'],[],[],10.1016.j.ymben.2010.11.002,,
10.1007/s00253-011-3725-1,Computational identification of gene over-expression targets for metabolic engineering of taxadiene production,Applied Microbiology and Biotechnology,,JM109(DE3),Escherichia coli,Glycerol,Taxadiene,mg/L,,0.0,22.0,LB,tube,Aerobic,,"[oe,plasmid, del, del, oe,plasmid, oe,plasmid, oe,plasmid, del, oe,plasmid, oe,plasmid]","[idi, lacI, ytjC, ispD, ispF, mdh, gdhA, dxs, GGPPS]","['idi', 'ispd', 'ispf', 'mdh', 'dxs', 'ggpps']",[],[],10.1007.s00253-011-3725-1,CC1=C2CCC3(CCC=C(C3CC(C2(C)C)CC1)C)C,FRJSECSOXKQMOD-HQRMLTQVSA-N
10.1002/bit.25261,Constraint-Based Modeling of Heterologous Pathways: Application and Experimental Demonstration for Overproduction of Fatty Acids in Escherichia coli,Biotechnology and Bioengineering,,MG1655,Escherichia coli,Glucose,Fatty Acids,mg/L,140.0,20.0,37.0,MOPS,bflask,Aerobic,0.174,"[del, oe,plasmid,truncated]","[fadE, tesA]",['tesA'],['fadE'],[],10.1002.bit.25261,,
10.1016/j.ymben.2009.01.002,Construction of a synthetic YdbK-dependent pyruvate:H2 pathway in Escherichia coli BL21(DE3),Metabolic Engineering,,MG1655,Escherichia coli,"Glucose, starch",H2,,,,30.0,MOPS,bottle,Anaerobic,,"[del, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid]","[iscR, pfo, hydG, hydE, hydrogenase, M11214, hydA]","['pfo', 'hydg', 'hyde', 'm11214', 'hyda']",['iscr'],[],10.1016.j.ymben.2009.01.002,[HH],UFHFLCQGNIYNRP-UHFFFAOYSA-N
10.1038/nbt1083,Construction of lycopene-overproducing E. coli strains by combining systematic and combinatorial gene knockout targets,Nature Biotechnology,,K12,Escherichia coli,Glucose,lycopene,ppm,18000.0,10000.0,37.0,M9,nbflask,Aerobic,,"[integrated,oe, oe,plasmid, del, integrated,oe, integrated,oe, del, del, integrated,oe, oe,plasmid, oe,plasmid]","[idi, crtB, aceE, ispD, ispF, gdhA, fdhF, dxs, crtI, crtE]","['idi', 'crtB', 'ispD', 'ispF', 'dxs', 'crtI', 'crtE']","['aceE', 'gdhA', 'fdhF']",[],10.1038.nbt1083,CC(=CCCC(=CC=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC=C(C)CCC=C(C)C)C)C)C)C,OAIJSZIZWZSQBC-GYZMGTAESA-N
10.1006/mben.2000.0163,Co-overexpression of RspAB Improves Recombinant Protein Production in Escherichia coli,Metabolic Engineering,,MG1655,Escherichia coli,Glucose,proteins,lacZ kU/ml,78.0,25.0,30.0,M9,bioreactor,Aerobic,,"[oe,plasmid, oe,plasmid]","[rspA, rspB]","['rspA', 'rspB']",[],[],10.1006.mben.2000.0163,,
10.1128/AEM.05358-11,Coproduction of Acetaldehyde and Hydrogen during Glucose Fermentation by Escherichia coli,Applied and Environmental Microbiology,,MG1655,Escherichia coli,Glucose,acetalaldehyde,mM,8.56,4.91,37.0,NCE,testtube,Aerobic,86.0,"[del, del, del, del, del, oe,plasmid]","[frdC, ldhA, ackA, pta, adhE, acetaldehyde dehydrogenase]",['acetaldehyde dehydrogenase'],"['frdC', 'ldhA', 'ackA', 'pta', 'adhE']",[],10.1128.AEM.05358-11,,
10.1002/bit.25226,Correlation Analysis of Targeted Proteins and Metabolites to Assess and Engineer Microbial Isopentenol Production,Biotechnology and Bioengineering,,DH10B,Escherichia coli,Glucose,isopentanol,g/L,1.5,0.0,37.0,EZRich,nbflask,Aerobic,46.0,"[oe,plasmid, oe,plasmid, codonoptimized,oe,plasmid, oe,plasmid, codonoptimized,oe,plasmid, codonoptimized,oe,plasmid, codonoptimized,oe,plasmid]","[nudB, atoB, mevalonate kinase, diphosphomevalonate decarboxylase, PMVK, mvaS, mvaA]","['nudB', 'atoB', 'mevalonate kinase', 'diphosphomevalonate decarboxylase', 'PMVK', 'mvaS', 'mvaA']",[],[],10.1002.bit.25226,CC(C)CCO,PHTQWCKDNZKARW-UHFFFAOYSA-N
10.1371/journal.pone.0020265,De novo Biosynthesis of Biodiesel by Escherichia coli in Optimized Fed-Batch Cultivation,PLoS ONE,7.5,BL21(DE3),Escherichia coli,Amino Acids,FAEE,mg/L,922.3,0.0,25.0,LB,bioreactor,Aerobic,,"[oe,plasmid, oe,plasmid, del, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid,truncated, oe,plasmid, oe,plasmid, oe,plasmid]","[accC, fadD, fadE, accD, accA, accB, tesA, adhB, pdc, atfA]","['accC', 'fadD', 'accD', 'accA', 'accB', 'tesA', 'adhB', 'pdc', 'atfA']",['fadE'],[],10.1371.journal.pone.0020265,,
10.1007/s00253-012-4308-5,De novo creation of MG1655-derived E. coli strains specifically designed for plasmid DNA production,Applied Microbiology and Biotechnology,,MG1655,Escherichia coli,"Glucose, glycerol",,mg/gDCW,19.1,0.8,37.0,Rich,flask,Aerobic,,"[del, del, del]","[recA, endA, pgi]",[],"['reca', 'enda', 'pgi']",[],10.1007.s00253-012-4308-5,,
10.1186/1475-2859-10-97,Dehydratase mediated 1-propanol production in metabolically engineered Escherichia coli,Microbial Cell Factory,,BW25113,Escherichia coli,Glucose,1-propanol,g/L,0.25,0.0,30.0,M9,bottle,anaerobic,,"[oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid]","[ydjG, mgsA, ppdA, ppdC, ppdB, budC]","['ydjg', 'mgsa', 'ppda', 'budc']",[],[],10.1186.1475-2859-10-97,CCCO,BDERNNFJNOPAEC-UHFFFAOYSA-N
10.1016/j.biortech.2012.05.100,Deletion of the aroK gene is essential for high shikimic acid accumulation through the shikimate pathway in E. coli,Bioresource Technology,7.8,DH5alpha(DE3),Escherichia coli,Glycerol,Shikimic acid,g/L,1.85,1.23,37.0,M9,bioreactor,Aerobic,,"[del, del, integrated,oe, aa_snps,oe,plasmid, del, oe,plasmid, del, del, del, oe,plasmid, oe,plasmid, oe,plasmid]","[aroL, ydiB, T7 RNA polymerase, aroF, aroK, tktA, ptsI, crr, ptsH, aroE, aroB, glk]","['T7 RNA polymerase', 'aroF', 'tktA', 'aroE', 'aroB', 'glk']","['aroL', 'ydiB', 'aroK', 'ptsI', 'crr', 'ptsH']",[],10.1016.j.biortech.2012.05.100,C1C(C(C(C=C1C(=O)O)O)O)O,JXOHGGNKMLTUBP-HSUXUTPPSA-N
