paper number,Title,doi,strain,strain type,product,product titer,medium,carbon source,carbon source concentration,vessel and feed mode,ph,time,temperature,parent strain,knock out gene,overexpress gene,heterologous gene,Check,feedback,Check type
42.0,Transforming yeast peroxisomes into microfactories for the efficient production of high-value isoprenoids,10.1073.pnas.2013968117,PERLim09,Saccharomyces cerevisiae,(R)-(+)-limonene ((R)-(+)-limonene),4.2 mg/L,Glucose-based media,Glucose,Not specified,Batch cultivation,Not specified,Not specified,Not specified,EGY48,,ClLimS;ClLimS-SKL;ERG12-SKL;ERG19-SKL;ERG20(N127W)-SKL;ERG8-SKL;EfmvaE;EfmvaE-SKL;EfmvaS;EfmvaS-SKL;Erg12p;Erg19p;Erg20p;Erg20p(N127W);Erg8p;IDI1-SKL;Idi1p,ClLimS (Citrus limon),,,yes
42.0,Transforming yeast peroxisomes into microfactories for the efficient production of high-value isoprenoids,10.1073.pnas.2013968117,PERLim05,Saccharomyces cerevisiae,(R)-(+)-limonene ((R)-(+)-limonene),141 mg/L,Galactose-based media,Galactose,Not specified,Batch cultivation,Not specified,Not specified,Not specified,EGY48,,ClLimS;EfmvaE;EfmvaS;Erg12p;Erg19p;Erg20p;Erg20p(N127W);Erg8p;Idi1p,,,,yes
42.0,Transforming yeast peroxisomes into microfactories for the efficient production of high-value isoprenoids,10.1073.pnas.2013968117,PERLim05Δgal80,Saccharomyces cerevisiae,(R)-(+)-limonene ((R)-(+)-limonene),131.2 mg/L,Glucose-based media,Glucose,Not specified,Batch cultivation,Not specified,Not specified,Not specified,EGY48Δgal80,GAL80,ClLimS;EfmvaE;EfmvaS;Erg12p;Erg19p;Erg20p;Erg20p(N127W);Erg8p;Idi1p,,,,yes
42.0,Transforming yeast peroxisomes into microfactories for the efficient production of high-value isoprenoids,10.1073.pnas.2013968117,CYTLim02Δgal80,Saccharomyces cerevisiae,(R)-(+)-limonene ((R)-(+)-limonene),1.66 mg/L,Glucose-based media,Glucose,Not specified,Batch cultivation,Not specified,Not specified,Not specified,EGY48Δgal80,GAL80,ClLimS;EfmvaE;EfmvaS;Erg12p;Erg19p;Erg20p;Erg20p(N127W);Erg8p;Idi1p,,,,yes
42.0,Transforming yeast peroxisomes into microfactories for the efficient production of high-value isoprenoids,10.1073.pnas.2013968117,CYTLim02,Saccharomyces cerevisiae,(R)-(+)-limonene ((R)-(+)-limonene),1.13 mg/L,Galactose-based media,Galactose,Not specified,Batch cultivation,Not specified,Not specified,Not specified,EGY48,,ClLimS;EfmvaE;EfmvaS;Erg12p;Erg19p;Erg20p;Erg20p(N127W);Erg8p;Idi1p,,,,yes
42.0,Transforming yeast peroxisomes into microfactories for the efficient production of high-value isoprenoids,10.1073.pnas.2013968117,CYTLim01,Saccharomyces cerevisiae,(R)-(+)-limonene ((R)-(+)-limonene),0.32 mg/L,Glucose-based media,Glucose,Not specified,Batch cultivation,Not specified,Not specified,Not specified,EGY48,,ClLimS,,,,yes
,,,,,,,,,,,,,,,,,,,,
43.0,De Novo High-Titer Production of Delta-Tocotrienol in Recombinant Saccharomyces cerevisiae,10.1021.acs.jafc.0c00294,VE02,Saccharomyces cerevisiae,GGOH (Geranylgeraniol),132 ± 2 mg/L,YPD,Glucose,Not specified,Shake flask,,72 h,30 °C,S. cerevisiae BY4742;VE01,,ggpps;ggppssa;hpd;hpt;thmg1;vte1,ggppssa (Sulfolobus acidocaldarius DSM 639);hpd (Pseudomonas putida KT2440);hpt (Synechocystis sp. PCC 6803);thmg1 (S. cerevisiae S288C);vte1 (A. thaliana),,,yes
,,,,,,,,,,,,,,,,,,,,
44.0,Overproduction of geraniol by enhanced precursor supply in Saccharomyces cerevisiae,10.1016.j.jbiotec.2013.10.017,JN05,Saccharomyces cerevisiae,geraniol (Geraniol),1.57 mg L^-1,YNB,glucose,2%,"shake flask, batch",6,48 h,30°C,JN04,,GES1;coGES1;tHMG1,,,,yes
44.0,Overproduction of geraniol by enhanced precursor supply in Saccharomyces cerevisiae,10.1016.j.jbiotec.2013.10.017,JN07,Saccharomyces cerevisiae,geraniol (Geraniol),0.98 mg L^-1,YNB,glucose,2%,"shake flask, batch",6,48 h,30°C,JN04,,GES1;IDI1;coGES1,,,,yes
44.0,Overproduction of geraniol by enhanced precursor supply in Saccharomyces cerevisiae,10.1016.j.jbiotec.2013.10.017,JN07,Saccharomyces cerevisiae,geraniol (Geraniol),0.98 mg L^-1,YNB,glucose,2%,"shake flask, batch",6,48 h,30°C,JN04,,GES1;IDI1;coGES1,,,,yes
44.0,Overproduction of geraniol by enhanced precursor supply in Saccharomyces cerevisiae,10.1016.j.jbiotec.2013.10.017,JN03,Saccharomyces cerevisiae,geraniol (Geraniol),0.73 mg L^-1,YNB,glucose,2%,"shake flask, batch",6,48 h,30°C,JN02,,GES1;coGES1,,,,yes
44.0,Overproduction of geraniol by enhanced precursor supply in Saccharomyces cerevisiae,10.1016.j.jbiotec.2013.10.017,JN05,Saccharomyces cerevisiae,geraniol (Geraniol),1.57 mg L^-1,YNB,glucose,2%,"shake flask, batch",6,48 h,30°C,JN04,,GES1;coGES1;tHMG1,,,,yes
44.0,Overproduction of geraniol by enhanced precursor supply in Saccharomyces cerevisiae,10.1016.j.jbiotec.2013.10.017,JN03,Saccharomyces cerevisiae,geraniol (Geraniol),0.73 mg L^-1,YNB,glucose,2%,"shake flask, batch",6,48 h,30°C,JN02,,GES1;coGES1,,,,yes
44.0,Overproduction of geraniol by enhanced precursor supply in Saccharomyces cerevisiae,10.1016.j.jbiotec.2013.10.017,JN06,Saccharomyces cerevisiae,geraniol (Geraniol),1.62 mg L^-1,YNB,glucose,2%,"shake flask, batch",6,48 h,30°C,JN04,,GES1;IDI1;coGES1,,,,yes
44.0,Overproduction of geraniol by enhanced precursor supply in Saccharomyces cerevisiae,10.1016.j.jbiotec.2013.10.017,JN10,Saccharomyces cerevisiae,geraniol (Geraniol),36.04 mg L^-1,YNB,glucose,2%,"shake flask, batch",6,48 h,30°C,JN09,,ERG20;GES1;IDI1;MAF1;coGES1;tHMG1,,,,yes
44.0,Overproduction of geraniol by enhanced precursor supply in Saccharomyces cerevisiae,10.1016.j.jbiotec.2013.10.017,JN10,Saccharomyces cerevisiae,geraniol (Geraniol),36.04 mg L^-1,YNB,glucose,2%,"shake flask, batch",6,48 h,30°C,JN09,,ERG20;GES1;IDI1;MAF1;coGES1;tHMG1,,,,yes
44.0,Overproduction of geraniol by enhanced precursor supply in Saccharomyces cerevisiae,10.1016.j.jbiotec.2013.10.017,JN08,Saccharomyces cerevisiae,geraniol (Geraniol),6.77 mg L^-1,YNB,glucose,2%,"shake flask, batch",6,48 h,30°C,JN04,,GES1;IDI1;coGES1;tHMG1,,,,yes
44.0,Overproduction of geraniol by enhanced precursor supply in Saccharomyces cerevisiae,10.1016.j.jbiotec.2013.10.017,JN08,Saccharomyces cerevisiae,geraniol (Geraniol),6.77 mg L^-1,YNB,glucose,2%,"shake flask, batch",6,48 h,30°C,JN04,,GES1;IDI1;coGES1;tHMG1,,,,yes
44.0,Overproduction of geraniol by enhanced precursor supply in Saccharomyces cerevisiae,10.1016.j.jbiotec.2013.10.017,JN02,Saccharomyces cerevisiae,geraniol (Geraniol),0.52 mg L^-1,YNB,glucose,2%,"shake flask, batch",6,48 h,30°C,CEN.PK2-1C,,GES1,,,,yes
44.0,Overproduction of geraniol by enhanced precursor supply in Saccharomyces cerevisiae,10.1016.j.jbiotec.2013.10.017,JN06,Saccharomyces cerevisiae,geraniol (Geraniol),1.62 mg L^-1,YNB,glucose,2%,"shake flask, batch",6,48 h,30°C,JN04,,GES1;IDI1;coGES1,,,,yes
44.0,Overproduction of geraniol by enhanced precursor supply in Saccharomyces cerevisiae,10.1016.j.jbiotec.2013.10.017,JN02,Saccharomyces cerevisiae,geraniol (Geraniol),0.52 mg L^-1,YNB,glucose,2%,"shake flask, batch",6,48 h,30°C,CEN.PK2-1C,,GES1,,,,yes
44.0,Overproduction of geraniol by enhanced precursor supply in Saccharomyces cerevisiae,10.1016.j.jbiotec.2013.10.017,JN08,Saccharomyces cerevisiae,geraniol (Geraniol),6.77 mg L^-1,YNB,glucose,2%,"shake flask, batch",6,48 h,30°C,JN04,,GES1;IDI1;coGES1;tHMG1,,,,yes
44.0,Overproduction of geraniol by enhanced precursor supply in Saccharomyces cerevisiae,10.1016.j.jbiotec.2013.10.017,JN03,Saccharomyces cerevisiae,geraniol (Geraniol),0.73 mg L^-1,YNB,glucose,2%,"shake flask, batch",6,48 h,30°C,JN02,,GES1;coGES1,,,,yes
44.0,Overproduction of geraniol by enhanced precursor supply in Saccharomyces cerevisiae,10.1016.j.jbiotec.2013.10.017,JN10,Saccharomyces cerevisiae,geraniol (Geraniol),36.04 mg L^-1,YNB,glucose,2%,"shake flask, batch",6,48 h,30°C,JN09,,ERG20;GES1;IDI1;MAF1;coGES1;tHMG1,,,,yes
44.0,Overproduction of geraniol by enhanced precursor supply in Saccharomyces cerevisiae,10.1016.j.jbiotec.2013.10.017,JN10,Saccharomyces cerevisiae,geraniol (Geraniol),36.04 mg L^-1,YNB,glucose,2%,"shake flask, batch",6,48 h,30°C,JN09,,ERG20;GES1;IDI1;MAF1;coGES1;tHMG1,,,,yes
44.0,Overproduction of geraniol by enhanced precursor supply in Saccharomyces cerevisiae,10.1016.j.jbiotec.2013.10.017,JN06,Saccharomyces cerevisiae,geraniol (Geraniol),1.62 mg L^-1,YNB,glucose,2%,"shake flask, batch",6,48 h,30°C,JN04,,GES1;IDI1;coGES1,,,,yes
44.0,Overproduction of geraniol by enhanced precursor supply in Saccharomyces cerevisiae,10.1016.j.jbiotec.2013.10.017,JN06,Saccharomyces cerevisiae,geraniol (Geraniol),1.62 mg L^-1,YNB,glucose,2%,"shake flask, batch",6,48 h,30°C,JN04,,GES1;IDI1;coGES1,,,,yes
44.0,Overproduction of geraniol by enhanced precursor supply in Saccharomyces cerevisiae,10.1016.j.jbiotec.2013.10.017,JN05,Saccharomyces cerevisiae,geraniol (Geraniol),1.57 mg L^-1,YNB,glucose,2%,"shake flask, batch",6,48 h,30°C,JN04,,GES1;coGES1;tHMG1,,,,yes
44.0,Overproduction of geraniol by enhanced precursor supply in Saccharomyces cerevisiae,10.1016.j.jbiotec.2013.10.017,JN05,Saccharomyces cerevisiae,geraniol (Geraniol),1.57 mg L^-1,YNB,glucose,2%,"shake flask, batch",6,48 h,30°C,JN04,,GES1;coGES1;tHMG1,,,,yes
44.0,Overproduction of geraniol by enhanced precursor supply in Saccharomyces cerevisiae,10.1016.j.jbiotec.2013.10.017,JN07,Saccharomyces cerevisiae,geraniol (Geraniol),0.98 mg L^-1,YNB,glucose,2%,"shake flask, batch",6,48 h,30°C,JN04,,GES1;IDI1;coGES1,,,,yes
44.0,Overproduction of geraniol by enhanced precursor supply in Saccharomyces cerevisiae,10.1016.j.jbiotec.2013.10.017,JN07,Saccharomyces cerevisiae,geraniol (Geraniol),0.98 mg L^-1,YNB,glucose,2%,"shake flask, batch",6,48 h,30°C,JN04,,GES1;IDI1;coGES1,,,,yes
44.0,Overproduction of geraniol by enhanced precursor supply in Saccharomyces cerevisiae,10.1016.j.jbiotec.2013.10.017,JN03,Saccharomyces cerevisiae,geraniol (Geraniol),0.73 mg L^-1,YNB,glucose,2%,"shake flask, batch",6,48 h,30°C,JN02,,GES1;coGES1,,,,yes
44.0,Overproduction of geraniol by enhanced precursor supply in Saccharomyces cerevisiae,10.1016.j.jbiotec.2013.10.017,JN08,Saccharomyces cerevisiae,geraniol (Geraniol),6.77 mg L^-1,YNB,glucose,2%,"shake flask, batch",6,48 h,30°C,JN04,,GES1;IDI1;coGES1;tHMG1,,,,yes
44.0,Overproduction of geraniol by enhanced precursor supply in Saccharomyces cerevisiae,10.1016.j.jbiotec.2013.10.017,JN02,Saccharomyces cerevisiae,geraniol (Geraniol),0.52 mg L^-1,YNB,glucose,2%,"shake flask, batch",6,48 h,30°C,CEN.PK2-1C,,GES1,,,,yes
44.0,Overproduction of geraniol by enhanced precursor supply in Saccharomyces cerevisiae,10.1016.j.jbiotec.2013.10.017,JN02,Saccharomyces cerevisiae,geraniol (Geraniol),0.52 mg L^-1,YNB,glucose,2%,"shake flask, batch",6,48 h,30°C,CEN.PK2-1C,,GES1,,,,yes
,,,,,,,,,,,,,,,,,,,,
45.0,Engineering the Saccharomyces cerevisiae isoprenoid pathway for de novo production of aromatic monoterpenes in wine,10.1016.j.ymben.2007.11.001,YR64,Saccharomyces cerevisiae,linalool (linalool),$26 mg l À1,Parellada white grape must,Glucose,0.3 g l À1,"Glass bottles, batch fermentation",Not specified,8 days,18 1C,T 73,,LIS,LIS (C. breweri),,,yes
45.0,Engineering the Saccharomyces cerevisiae isoprenoid pathway for de novo production of aromatic monoterpenes in wine,10.1016.j.ymben.2007.11.001,YR64,Saccharomyces cerevisiae,linalool (linalool),$26 mg l À1,Parellada white grape must,Glucose,0.3 g l À1,"Glass bottles, batch fermentation",Not specified,8 days,18 1C,T 73,,LIS,LIS (C. breweri),,,
45.0,Engineering the Saccharomyces cerevisiae isoprenoid pathway for de novo production of aromatic monoterpenes in wine,10.1016.j.ymben.2007.11.001,YR64,Saccharomyces cerevisiae,linalool (linalool),$26 mg l À1,Parellada white grape must,Glucose,0.3 g l À1,"Glass bottles, batch fermentation",Not specified,8 days,18 1C,T 73,,LIS,LIS (C. breweri),,,
45.0,Engineering the Saccharomyces cerevisiae isoprenoid pathway for de novo production of aromatic monoterpenes in wine,10.1016.j.ymben.2007.11.001,YR64,Saccharomyces cerevisiae,linalool (linalool),$26 mg l À1,Parellada white grape must,Glucose,0.3 g l À1,"Glass bottles, batch fermentation",Not specified,8 days,18 1C,T 73,,LIS,LIS (C. breweri),,,
,,,,,,,,,,,,,,,,,,,,
46.0,Metabolic engineering of taxadiene biosynthesis in yeast as a first step towards Taxol (Paclitaxel) production,10.1016.j.ymben.2008.03.001,CEN6,Saccharomyces cerevisiae,Geranylgeraniol (Geranylgeraniol),27.473.4 mg/l,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,CEN.PK2-1C,,T. chinensis taxadiene synthase;tHMG1;taxadiene synthase,,,产物不是单萜,yes
46.0,Metabolic engineering of taxadiene biosynthesis in yeast as a first step towards Taxol (Paclitaxel) production,10.1016.j.ymben.2008.03.001,CEN7,Saccharomyces cerevisiae,Geranylgeraniol (Geranylgeraniol),283732 mg/l,SC minimal medium agar plates,Glucose,2% w/v,500 ml baffled Erlenmeyer flasks containing 100 ml of medium shaken at 160 rpm using a EB VKS-75 controlled shaker at 28 1C,Not mentioned,48 h,28 1C,CEN.PK2-1C,,T. chinensis geranylgeranyl diphosphate synthase;T. chinensis taxadiene synthase;geranylgeranyl diphosphate synthase;tHMG1;taxadiene synthase;upc2-1,,,,yes
46.0,Metabolic engineering of taxadiene biosynthesis in yeast as a first step towards Taxol (Paclitaxel) production,10.1016.j.ymben.2008.03.001,CEN8,Saccharomyces cerevisiae,Geranylgeraniol (Geranylgeraniol),27.67 3.4 mg/l,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,CEN.PK2-1C,,S. acidocaldarius geranylgeranyl diphosphate synthase;T. chinensis taxadiene synthase;geranylgeranyl diphosphate synthase;tHMG1;taxadiene synthase;upc2-1,,,,yes
46.0,Metabolic engineering of taxadiene biosynthesis in yeast as a first step towards Taxol (Paclitaxel) production,10.1016.j.ymben.2008.03.001,CEN4,Saccharomyces cerevisiae,Geranylgeraniol (Geranylgeraniol),6.972.1 mg/l,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,CEN.PK2-1C,,T. chinensis taxadiene synthase;tHMG1;taxadiene synthase,,,,yes
46.0,Metabolic engineering of taxadiene biosynthesis in yeast as a first step towards Taxol (Paclitaxel) production,10.1016.j.ymben.2008.03.001,CEN5,Saccharomyces cerevisiae,Geranylgeraniol (Geranylgeraniol),253734 mg/l,SC minimal medium agar plates,Glucose,2% w/v,500 ml baffled Erlenmeyer flasks containing 100 ml of medium shaken at 160 rpm using a EB VKS-75 controlled shaker at 28 1C,Not mentioned,48 h,28 1C,CEN.PK2-1C,,T. chinensis geranylgeranyl diphosphate synthase;T. chinensis taxadiene synthase;geranylgeranyl diphosphate synthase;taxadiene synthase,,,,yes
46.0,Metabolic engineering of taxadiene biosynthesis in yeast as a first step towards Taxol (Paclitaxel) production,10.1016.j.ymben.2008.03.001,CEN5,Saccharomyces cerevisiae,Geranylgeraniol (Geranylgeraniol),253734 mg/l,SC minimal medium agar plates,Glucose,2% w/v,500 ml baffled Erlenmeyer flasks containing 100 ml of medium shaken at 160 rpm using a EB VKS-75 controlled shaker at 28 1C,Not mentioned,48 h,28 1C,CEN.PK2-1C,,T. chinensis geranylgeranyl diphosphate synthase;T. chinensis taxadiene synthase;geranylgeranyl diphosphate synthase;taxadiene synthase,,,,yes
46.0,Metabolic engineering of taxadiene biosynthesis in yeast as a first step towards Taxol (Paclitaxel) production,10.1016.j.ymben.2008.03.001,CEN7,Saccharomyces cerevisiae,Geranylgeraniol (Geranylgeraniol),283732 mg/l,SC minimal medium agar plates,Glucose,2% w/v,500 ml baffled Erlenmeyer flasks containing 100 ml of medium shaken at 160 rpm using a EB VKS-75 controlled shaker at 28 1C,Not mentioned,48 h,28 1C,CEN.PK2-1C,,T. chinensis geranylgeranyl diphosphate synthase;T. chinensis taxadiene synthase;geranylgeranyl diphosphate synthase;tHMG1;taxadiene synthase;upc2-1,,,,yes
46.0,Metabolic engineering of taxadiene biosynthesis in yeast as a first step towards Taxol (Paclitaxel) production,10.1016.j.ymben.2008.03.001,CEN8,Saccharomyces cerevisiae,Geranylgeraniol (Geranylgeraniol),27.67 3.4 mg/l,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,CEN.PK2-1C,,S. acidocaldarius geranylgeranyl diphosphate synthase;T. chinensis taxadiene synthase;geranylgeranyl diphosphate synthase;tHMG1;taxadiene synthase;upc2-1,,,,yes
46.0,Metabolic engineering of taxadiene biosynthesis in yeast as a first step towards Taxol (Paclitaxel) production,10.1016.j.ymben.2008.03.001,CEN6,Saccharomyces cerevisiae,Geranylgeraniol (Geranylgeraniol),27.473.4 mg/l,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,CEN.PK2-1C,,T. chinensis taxadiene synthase;tHMG1;taxadiene synthase,,,,yes
46.0,Metabolic engineering of taxadiene biosynthesis in yeast as a first step towards Taxol (Paclitaxel) production,10.1016.j.ymben.2008.03.001,CEN4,Saccharomyces cerevisiae,Geranylgeraniol (Geranylgeraniol),6.972.1 mg/l,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,CEN.PK2-1C,,T. chinensis taxadiene synthase;tHMG1;taxadiene synthase,,,,yes
,,,,,,,,,,,,,,,,,,,,
47.0,Engineering chimeric diterpene synthases and isoprenoid biosynthetic pathways enables high-level production of miltiradiene in yeast,10.1016.j.ymben.2020.03.011,BY-HZ10,yeast,GGOH (geranylgeraniol),40.3 mg L -1,YPD medium in shake flasks,Glucose,2% glucose,Shake flask,5.6,10 days,30 °C,BY-T20,ERG9;ROX1;YJL064w;YPL062w,BTS1;ERG20;HMG1;SaGGPS,SaGGPS (Sulfolobus acidocaldarius);miltiradiene synthases (not specified),,产物不是单萜,yes
47.0,Engineering chimeric diterpene synthases and isoprenoid biosynthetic pathways enables high-level production of miltiradiene in yeast,10.1016.j.ymben.2020.03.011,BY-HZ10,yeast,GGOH (geranylgeraniol),196.4 mg L -1,YPD medium in shake flasks,Glucose,2% glucose,Shake flask,5.6,10 days,30 °C,BY-T20,ERG9;ROX1;YJL064w;YPL062w,BTS1;ERG20;HMG1;SaGGPS,SaGGPS (Sulfolobus acidocaldarius);miltiradiene synthases (not specified),,,yes
47.0,Engineering chimeric diterpene synthases and isoprenoid biosynthetic pathways enables high-level production of miltiradiene in yeast,10.1016.j.ymben.2020.03.011,BY-HZ16,yeast,GGOH (geranylgeraniol),2.1 g L -1,Fed-batch fermentation in a 5-L bioreactor,Galactose,"1.8% galactose, 0.2% glucose",Fed-batch fermentation,5.6,132 h,30 °C,BY-HZ09;BY-T20,ERG9;ROX1;YJL064w;YPL062w,BTS1;Cas9;ERG20;HMG1;SaGGPS,SaGGPS (Sulfolobus acidocaldarius);miltiradiene synthases (Lamiaceae plants),,,yes
47.0,Engineering chimeric diterpene synthases and isoprenoid biosynthetic pathways enables high-level production of miltiradiene in yeast,10.1016.j.ymben.2020.03.011,BY-HZ11,yeast,GGOH (geranylgeraniol),1.96-fold higher than that of the initial strain,YPD medium in shake flasks,Glucose,2% glucose,Shake flask,5.6,10 days,30 °C,BY-T20,ROX1;YJL064w;YPL062w,BTS1;ERG20;HMG1;SaGGPS,SaGGPS (Sulfolobus acidocaldarius);miltiradiene synthases (not specified),,,yes
47.0,Engineering chimeric diterpene synthases and isoprenoid biosynthetic pathways enables high-level production of miltiradiene in yeast,10.1016.j.ymben.2020.03.011,BY-HZ16,yeast,GGOH (geranylgeraniol),557.2 mg L -1,Optimized YPD medium in shake flasks,Glucose,5% glucose,Shake flask,5.6,10 days,30 °C,BY-HZ09;BY-T20,ERG9;ROX1;YJL064w;YPL062w,BTS1;Cas9;ERG20;HMG1;SaGGPS,SaGGPS (Sulfolobus acidocaldarius);miltiradiene synthases (Lamiaceae plants),,,yes
47.0,Engineering chimeric diterpene synthases and isoprenoid biosynthetic pathways enables high-level production of miltiradiene in yeast,10.1016.j.ymben.2020.03.011,BY-HZ12,yeast,GGOH (geranylgeraniol),206.9 mg L -1,YPD medium in shake flasks,Glucose,2% glucose,Shake flask,5.6,10 days,30 °C,BY-T20,ERG9;ROX1;YJL064w;YPL062w,BTS1;ERG20;HMG1;SaGGPS,SaGGPS (Sulfolobus acidocaldarius);miltiradiene synthases (Sulfolobus acidocaldarius),,,yes
47.0,Engineering chimeric diterpene synthases and isoprenoid biosynthetic pathways enables high-level production of miltiradiene in yeast,10.1016.j.ymben.2020.03.011,BY-HZ16,yeast,GGOH (geranylgeraniol),274.7 mg L -1,YPD medium in shake flasks,Glucose,2% glucose,Shake flask,5.6,10 days,30 °C,BY-HZ09;BY-T20,ERG9;ROX1;YJL064w;YPL062w,BTS1;Cas9;ERG20;HMG1;SaGGPS,SaGGPS (Sulfolobus acidocaldarius);miltiradiene synthases (Lamiaceae plants),,,yes
47.0,Engineering chimeric diterpene synthases and isoprenoid biosynthetic pathways enables high-level production of miltiradiene in yeast,10.1016.j.ymben.2020.03.011,BY-HZ15,yeast,GGOH (geranylgeraniol),80.8 mg L -1,YPD medium in shake flasks,Glucose,2% glucose,Shake flask,5.6,10 days,30 °C,BY-T20,ROX1;YJL064w;YPL062w,BTS1;ERG20;HMG1;SaGGPS,SaGGPS (Sulfolobus acidocaldarius);miltiradiene synthases (S. cerevisiae),,,yes
47.0,Engineering chimeric diterpene synthases and isoprenoid biosynthetic pathways enables high-level production of miltiradiene in yeast,10.1016.j.ymben.2020.03.011,BY-HZ13,yeast,GGOH (geranylgeraniol),54.8 mg L -1,YPD medium in shake flasks,Glucose,2% glucose,Shake flask,5.6,10 days,30 °C,BY-T20,ROX1;YJL064w;YPL062w,BTS1;ERG20;HMG1;SaGGPS,SaGGPS (Sulfolobus acidocaldarius);miltiradiene synthases (S. cerevisiae),,,yes
47.0,Engineering chimeric diterpene synthases and isoprenoid biosynthetic pathways enables high-level production of miltiradiene in yeast,10.1016.j.ymben.2020.03.011,BY-HZ12,yeast,GGOH (geranylgeraniol),206.9 mg L -1,YPD medium in shake flasks,Glucose,2% glucose,Shake flask,5.6,10 days,30 °C,BY-T20,ERG9;ROX1;YJL064w;YPL062w,BTS1;ERG20;HMG1;SaGGPS,SaGGPS (Sulfolobus acidocaldarius);miltiradiene synthases (Sulfolobus acidocaldarius),,,yes
47.0,Engineering chimeric diterpene synthases and isoprenoid biosynthetic pathways enables high-level production of miltiradiene in yeast,10.1016.j.ymben.2020.03.011,BY-HZ16,yeast,GGOH (geranylgeraniol),557.2 mg L -1,Optimized YPD medium in shake flasks,Glucose,5% glucose,Shake flask,5.6,10 days,30 °C,BY-HZ09;BY-T20,ERG9;ROX1;YJL064w;YPL062w,BTS1;Cas9;ERG20;HMG1;SaGGPS,SaGGPS (Sulfolobus acidocaldarius);miltiradiene synthases (Lamiaceae plants),,,yes
47.0,Engineering chimeric diterpene synthases and isoprenoid biosynthetic pathways enables high-level production of miltiradiene in yeast,10.1016.j.ymben.2020.03.011,BY-HZ16,yeast,GGOH (geranylgeraniol),274.7 mg L -1,YPD medium in shake flasks,Glucose,2% glucose,Shake flask,5.6,10 days,30 °C,BY-HZ09;BY-T20,ERG9;ROX1;YJL064w;YPL062w,BTS1;Cas9;ERG20;HMG1;SaGGPS,SaGGPS (Sulfolobus acidocaldarius);miltiradiene synthases (Lamiaceae plants),,,yes
47.0,Engineering chimeric diterpene synthases and isoprenoid biosynthetic pathways enables high-level production of miltiradiene in yeast,10.1016.j.ymben.2020.03.011,BY-HZ16,yeast,GGOH (geranylgeraniol),2.1 g L -1,Fed-batch fermentation in a 5-L bioreactor,Galactose,"1.8% galactose, 0.2% glucose",Fed-batch fermentation,5.6,132 h,30 °C,BY-HZ09;BY-T20,ERG9;ROX1;YJL064w;YPL062w,BTS1;Cas9;ERG20;HMG1;SaGGPS,SaGGPS (Sulfolobus acidocaldarius);miltiradiene synthases (Lamiaceae plants),,,yes
47.0,Engineering chimeric diterpene synthases and isoprenoid biosynthetic pathways enables high-level production of miltiradiene in yeast,10.1016.j.ymben.2020.03.011,BY-HZ10,yeast,GGOH (geranylgeraniol),40.3 mg L -1,YPD medium in shake flasks,Glucose,2% glucose,Shake flask,5.6,10 days,30 °C,BY-T20,ERG9;ROX1;YJL064w;YPL062w,BTS1;ERG20;HMG1;SaGGPS,SaGGPS (Sulfolobus acidocaldarius);miltiradiene synthases (not specified),,,yes
47.0,Engineering chimeric diterpene synthases and isoprenoid biosynthetic pathways enables high-level production of miltiradiene in yeast,10.1016.j.ymben.2020.03.011,BY-HZ10,yeast,GGOH (geranylgeraniol),196.4 mg L -1,YPD medium in shake flasks,Glucose,2% glucose,Shake flask,5.6,10 days,30 °C,BY-T20,ERG9;ROX1;YJL064w;YPL062w,BTS1;ERG20;HMG1;SaGGPS,SaGGPS (Sulfolobus acidocaldarius);miltiradiene synthases (not specified),,,yes
47.0,Engineering chimeric diterpene synthases and isoprenoid biosynthetic pathways enables high-level production of miltiradiene in yeast,10.1016.j.ymben.2020.03.011,BY-HZ11,yeast,GGOH (geranylgeraniol),1.96-fold higher than that of the initial strain,YPD medium in shake flasks,Glucose,2% glucose,Shake flask,5.6,10 days,30 °C,BY-T20,ROX1;YJL064w;YPL062w,BTS1;ERG20;HMG1;SaGGPS,SaGGPS (Sulfolobus acidocaldarius);miltiradiene synthases (not specified),,,yes
47.0,Engineering chimeric diterpene synthases and isoprenoid biosynthetic pathways enables high-level production of miltiradiene in yeast,10.1016.j.ymben.2020.03.011,BY-HZ13,yeast,GGOH (geranylgeraniol),54.8 mg L -1,YPD medium in shake flasks,Glucose,2% glucose,Shake flask,5.6,10 days,30 °C,BY-T20,ROX1;YJL064w;YPL062w,BTS1;ERG20;HMG1;SaGGPS,SaGGPS (Sulfolobus acidocaldarius);miltiradiene synthases (S. cerevisiae),,,yes
