paper number,doi,strain names,strain type,product,product titer,medium,carbon source,carbon source concentration,vessel and feed mode,ph,time,temperature,parent strain,knock out gene,overexpress gene,heterologous gene,parent strain_x,knock out gene_x,overexpress gene_x,heterologous gene_x,parent strain_y,knock out gene_y,overexpress gene_y,heterologous gene_y,knockout gene
p10,10.1186.1475-2859-13-21,"E. coli BW25113 (ΔaroKΔaroL, P pps ::P lacQ1 , P csrB ::P lacQ1 , P T5 -pps, P T5 -csrB)",Escherichia coli,Shikimic acid (Shikimic acid),0.26 ± 0.02 g/L,Fermentation medium,Glucose,10 g/L,"15 mL culture tube, batch",7.0,72 h,37°C,,,,,"E. coli BW25113 (ΔaroKΔaroL, P pps ::P lacQ1 , P csrB ::P lacQ1 )","aroK, aroL","pps, csrB",-,E. coli BW25113,,aroB;aroE;aroG;aroG fbr;csrB;fbr;pps;tktA,,
p10,10.1186.1475-2859-13-21,E. coli SA110,Escherichia coli,Shikimic acid (Shikimic acid),1.34 ± 0.15 g/L,Fermentation medium,Glucose,10 g/L,"15 mL culture tube, batch",7.0,72 h,37°C,,,,,"E. coli BW25113 (ΔaroKΔaroL, P pps ::P lacQ1 , P csrB ::P lacQ1 , P T5 -pps, P T5 -csrB)","aroK, aroL, recA","aroG fbr, aroB, aroE, tktA",-,E. coli BW25113,recA,aroB;aroE;aroG;aroG fbr;fbr;tktA,,
p10,10.1186.1475-2859-13-21,E. coli SA112,Escherichia coli,Shikimic acid (Shikimic acid),1.70 ± 0.01 g/L,Fermentation medium,Glucose,10 g/L,"15 mL culture tube, batch",7.0,72 h,37°C,,,,,E. coli SA110,"aroK, aroL, recA","aroG fbr, aroB, aroE, tktA, tktA (additional copy under 5Ptac promoter)",-,E. coli SA110,recA,aroB;aroE;aroG;aroG fbr;fbr;tktA,,
p10,10.1186.1475-2859-13-21,E. coli SA114,Escherichia coli,Shikimic acid (Shikimic acid),2.85 ± 0.03 g/L,Fermentation medium,Glucose,10 g/L,"15 mL culture tube, batch",7.0,72 h,37°C,,,,,E. coli SA112,"aroK, aroL, recA","aroG fbr, aroB, aroE, tktA, pntAB",-,E. coli SA112,recA,aroB;aroE;aroG;aroG fbr;fbr;pntAB;tktA,,
p10,10.1186.1475-2859-13-21,E. coli SA116,Escherichia coli,Shikimic acid (Shikimic acid),3.12 g/L,Fermentation medium,Glucose,10 g/L,"15 mL culture tube, batch",7.0,72 h,37°C,,,,,E. coli SA112,"aroK, aroL, recA","aroG fbr, aroB, aroE, tktA, nadK",-,E. coli SA112,recA,aroB;aroE;aroG;aroG fbr;fbr;nadK;tktA,,
,,,,,,,,,,,,,,,,,,,,,,,,,
p11,10.1186.s12934-015-0211-y,C600+Δ4,Escherichia coli,arginine (L-arginine),0 g/L,M9 minimal media,glucose,70 g/L,"1-L bioreactor, batch",7,24-48 h,32°C,,,,,C600+,"argR, adiA, speC, speF","argA214 (feedback-resistant), argA215 (feedback-resistant)",none,C600,adiA;argR;speC;speF,argA;argA214,,
p11,10.1186.s12934-015-0211-y,SJB001,Escherichia coli,arginine (L-arginine),1.94 g/L,M9 minimal media + corn steep liquor,glucose,70 g/L,"1-L bioreactor, batch",7,24-48 h,32°C,,,,,C600+Δ4,"argR, adiA, speC, speF",argA214 (feedback-resistant),none,,,,,
p11,10.1186.s12934-015-0211-y,SJB003,Escherichia coli,arginine (L-arginine),3.03 g/L,M9 minimal media + corn steep liquor,glucose,70 g/L,"1-L bioreactor, batch",7,24-48 h,32°C,,,,,C600+Δ4,"argR, adiA, speC, speF",argA214 (feedback-resistant),none,C600+Δ4,adiA;argR;speC;speF,argA;argA214,,
p11,10.1186.s12934-015-0211-y,SJB004,Escherichia coli,arginine (L-arginine),1.94 g/L,M9 minimal media + corn steep liquor,glucose,70 g/L,"1-L bioreactor, batch",7,24-48 h,32°C,,,,,C600+Δ4,"argR, adiA, speC, speF",argA214 (feedback-resistant),none,,,,,
p11,10.1186.s12934-015-0211-y,SJB015,Escherichia coli,arginine (L-arginine),4.11 g/L,M9 minimal media + corn steep liquor,glucose,70 g/L,"1-L bioreactor, batch",7,24-48 h,32°C,,,,,SJB003A,argA (chromosomal wild type),"argA214 (constitutive, high copy)",none,SJB005,adiA;argA;argR;speC;speF,argA;argA214,,
p11,10.1186.s12934-015-0211-y,SJB025,Escherichia coli,arginine (L-arginine),not reported,M9 minimal media + corn steep liquor,glucose,70 g/L,"1-L bioreactor, batch",7,24-48 h,32°C,,,,,SJB003A,argA (chromosomal wild type),"argA214 (strong rRNA promoter, high copy)",none,SJB005,adiA;argA;argR;speC;speF,argA;argA214,,
p11,10.1186.s12934-015-0211-y,SJB006,Escherichia coli,arginine (L-arginine),not reported,M9 minimal media + corn steep liquor,glucose,70 g/L,"1-L bioreactor, batch",7,24-48 h,32°C,,,,,C600+Δ4,"argR, adiA, speC, speF",argP216 (V216A mutation),none,C600+Δ4,adiA;argR;speC;speF,argA;argA214,argP (Escherichia coli),
p11,10.1186.s12934-015-0211-y,SJB007,Escherichia coli,arginine (L-arginine),not reported,M9 minimal media + corn steep liquor,glucose,70 g/L,"1-L bioreactor, batch",7,24-48 h,32°C,,,,,SJB006,"argR, adiA, speC, speF",argP216 (V216A mutation),none,SJB006,adiA;argR;speC;speF,argA;argA214,argP (Escherichia coli),
p11,10.1186.s12934-015-0211-y,SJB009,Escherichia coli,arginine (L-arginine),11.64 g/L,M9 minimal media + corn steep liquor,glucose,70 g/L,"1-L bioreactor, batch",7,24-48 h,32°C,,,,,SJB005,argA (chromosomal wild type),"argA214 (feedback-resistant), argO (high copy)",none,SJB005,adiA;argA;argR;speC;speF,argA;argA214;argO,,
p11,10.1186.s12934-015-0211-y,SJB010,Escherichia coli,arginine (L-arginine),not reported,M9 minimal media + corn steep liquor,glucose,70 g/L,"1-L bioreactor, batch",7,24-48 h,32°C,,,,,SJB005,argA (chromosomal wild type),"argA214 (feedback-resistant), argP216 (V216A mutation, high copy)",none,SJB005,adiA;argA;argR;speC;speF,argA;argA214;argP,,
,,,,,,,,,,,,,,,,,,,,,,,,,
p12,10.1016.j.biortech.2012.02.119,ZW3,Escherichia coli,HFAs (hydroxyfatty acids),Not specified (trace amounts),M9 medium,Fatty acids (C12–C18 blend),Not specified,Shake flask,Not specified,Not specified,30°C,,,,,E. coli BL21(DE3),,yetO,yetO,,,LCR,,
p12,10.1016.j.biortech.2012.02.119,ZW4,Escherichia coli,HFAs (hydroxyfatty acids),50.4 mg/L (calculated from 60.5 mg/L total with 1.2-fold higher than ZW4),M9 medium,Fatty acids (C12–C18 blend),Not specified,Shake flask,Not specified,Not specified,30°C,,,,,E. coli BL21(DE3),,yetO,yetO,,,yetO,,
p12,10.1016.j.biortech.2012.02.119,ZW5,Escherichia coli,HFAs (hydroxyfatty acids),60.5 mg/L,M9 medium,Fatty acids (C12–C18 blend),Not specified,Shake flask,Not specified,Not specified,30°C,,,,,E. coli BL21(DE3),,P450BM3,P450BM3,,,P450BM3,,
p12,10.1016.j.biortech.2012.02.119,ZW8,Escherichia coli,HFAs (hydroxyfatty acids),51.8 mg/L,M9 medium,Glucose,20 g/L,Shake flask,Not specified,Not specified,30°C,,,,,E. coli BL21(DE3),,"BTE, P450BM3","BTE, P450BM3",,,BTE;P450BM3,,
p12,10.1016.j.biortech.2012.02.119,ZW9,Escherichia coli,HFAs (hydroxyfatty acids),72.6 mg/L,M9 medium,Glucose,20 g/L,Shake flask,Not specified,Not specified,30°C,,,,,E. coli BL21(DE3),,"'tesA, P450BM3","'tesA, P450BM3",,,P450BM3;tesA,,
p12,10.1016.j.biortech.2012.02.119,ZW10,Escherichia coli,HFAs (hydroxyfatty acids),117.0 mg/L,M9 medium,Glucose,20 g/L,Shake flask,Not specified,Not specified,30°C,,,,,E. coli BL21(DE3),fadD,"'tesA, P450BM3","'tesA, P450BM3",ZW9,fadD,'TesA;P450BM3;TesA;tesA,,
,,,,,,,,,,,,,,,,,,,,,,,,,
p13,10.1016.j.biortech.2015.06.108,KJ122,Escherichia coli,succinate (succinic acid),85.46±1.78 g/L,AM1 mineral salts medium,glucose,10% (100 g/L),"500mL pH-controlled fermenter, batch",7.0,120 h,37°C,,,,,E. coli ATCC 8739,,,,,,,,
p13,10.1016.j.biortech.2015.06.108,KJ122,Escherichia coli,succinate (succinic acid),37.49±1.72 g/L,AM1 mineral salts medium,xylose,10% (100 g/L),"500mL pH-controlled fermenter, batch",7.0,120 h,37°C,,,,,E. coli ATCC 8739,,,,,,,,
p13,10.1016.j.biortech.2015.06.108,KJ122,Escherichia coli,succinate (succinic acid),44.17±0.78 g/L,AM1 mineral salts medium,glucose,5% (50 g/L),"500mL pH-controlled fermenter, batch",7.0,96 h,37°C,,,,,E. coli ATCC 8739,,,,,,,,
p13,10.1016.j.biortech.2015.06.108,KJ122,Escherichia coli,succinate (succinic acid),40.56±1.12 g/L,AM1 mineral salts medium,xylose,5% (50 g/L),"500mL pH-controlled fermenter, batch",7.0,96 h,37°C,,,,,E. coli ATCC 8739,,,,,,,,
p13,10.1016.j.biortech.2015.06.108,KJ122,Escherichia coli,succinate (succinic acid),40.56±1.12 g/L,AM1 mineral salts medium,mixture (5% xylose + 5% glucose),10% (100 g/L total),"500mL pH-controlled fermenter, batch",7.0,120 h,37°C,,,,,E. coli ATCC 8739,,,,,,,,
p13,10.1016.j.biortech.2015.06.108,AS1600a,Escherichia coli,succinate (succinic acid),84.26±1.37 g/L,AM1 mineral salts medium,xylose,10% (100 g/L),"500mL pH-controlled fermenter, batch",7.0,120 h,37°C,,,,,KJ122,,galP∗ (G236D mutation),,KJ122,,,galP (E. coli KJ122),
p13,10.1016.j.biortech.2015.06.108,AS1600a,Escherichia coli,succinate (succinic acid),78.65±1.45 g/L,AM1 mineral salts medium,mixture (5% xylose + 5% glucose),10% (100 g/L total),"500mL pH-controlled fermenter, batch",7.0,120 h,37°C,,,,,KJ122,,galP∗ (G236D mutation),,KJ122,,,galP (E. coli KJ122),
p13,10.1016.j.biortech.2015.06.108,AS1600a,Escherichia coli,succinate (succinic acid),72.45±1.23 g/L,AM1 mineral salts medium,sugarcane bagasse hydrolysate,~55 g/L total sugars (simulated to 100 g/L),"500mL pH-controlled fermenter, batch",7.0,144 h,37°C,,,,,KJ122,,galP∗ (G236D mutation),,KJ122,,,galP (E. coli KJ122),
,,,,,,,,,,,,,,,,,,,,,,,,,
p14,10.1016.j.jbiosc.2014.12.023,TA1806,Escherichia coli,3-HP (3-hydroxypropionic acid),33.1 ± 0.920 mM,modified M9 medium,glycerol,100 mmol/L,"250 mL baffled flask, batch mode",6–7,48 h,37°C,,,,,TA212 (E. coli B with lacIq),,"dhaB1, dhaB2+3, gdrA, gdrB",araE (from Azospirillum brasilense),TA212,,araE;dhaB1;dhaB2;dhaB3;gdrA;gdrB,,
p14,10.1016.j.jbiosc.2014.12.023,TA2168,Escherichia coli,3-HP (3-hydroxypropionic acid),15.6 ± 0.683 mM,modified M9 medium,glycerol,100 mmol/L,"250 mL baffled flask, batch mode",6–7,48 h,37°C,,,,,TA212 (E. coli B with lacIq),,"pduP, pduL, pduW","pduP, pduL, pduW (from Klebsiella pneumoniae)",TA212,,dhaB1;dhaB2;dhaB3;gdrA;gdrB;pduL;pduP;pduW,,
p14,10.1016.j.jbiosc.2014.12.023,TA2142,Escherichia coli,3-HP (3-hydroxypropionic acid),56.1 ± 0.736 mM,modified M9 medium,glycerol,100 mmol/L,"250 mL baffled flask, batch mode",6–7,48 h,37°C,,,,,TA212 (E. coli B with lacIq),,"dhaB1, dhaB2+3, gdrA, gdrB, pduP, pduL, pduW","araE (from Azospirillum brasilense), pduP, pduL, pduW (from Klebsiella pneumoniae)",TA212,,araE;dhaB1;dhaB2;dhaB3;gdrA;gdrB;pduL;pduP;pduW,,
,,,,,,,,,,,,,,,,,,,,,,,,,
p15,10.1016.j.ymben.2010.08.005,AH22ura3Δsdh2Δsdh1Δidh1Δidp1,Saccharomyces cerevisiae,succinic acid (succinic acid),3.62 g L⁻¹,defined minimal WMVIII medium,glucose,50 g L⁻¹,"250 ml baffled shake flasks, batch",~4.0–4.5 (end of fermentation),168 h,30°C,,,,,S. cerevisiae AH22ura3,"SDH1, SDH2, IDH1, IDP1",—,—,AH22ura3,IDH1;IDP1;SDH1;SDH2,,,
p15,10.1016.j.ymben.2010.08.005,AH22ura3Δsdh2,Saccharomyces cerevisiae,succinic acid (succinic acid),2.98 g L⁻¹,defined minimal WMVIII medium,glucose,50 g L⁻¹,"250 ml baffled shake flasks, batch",~4.0–4.5 (end of fermentation),168 h,30°C,,,,,S. cerevisiae AH22ura3,SDH2,—,—,AH22ura3,SDH2,,,
p15,10.1016.j.ymben.2010.08.005,AH22ura3Δsdh2Δsdh1Δidh1,Saccharomyces cerevisiae,succinic acid (succinic acid),2.98 g L⁻¹,defined minimal WMVIII medium,glucose,50 g L⁻¹,"250 ml baffled shake flasks, batch",~4.0–4.5 (end of fermentation),168 h,30°C,,,,,S. cerevisiae AH22ura3,"SDH2, SDH1, IDH1",—,—,AH22ura3,IDH1;SDH1;SDH2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
p16,10.1016.j.ymben.2012.06.001,Abc,E.coli,"GGL (MGDAG, DGDAG, TGDAG) (glycoglycerolipids)",6 mg per g dry weight (180 mg/L),defined medium,glucose,700 g/L (fed-batch),"2L bioreactor, fed-batch",7.0,2 h post-induction,37°C,,,,,BL21(DE3) star,,"galU, plsC, mg517",mg517 (from Mycoplasma genitalium),,,MG517,MG517 (Mycoplasma genitalium);MG517 glycosyltransferase (Mycoplasma genitalium),
p16,10.1016.j.ymben.2012.06.001,ABc,E.coli,"GGL (MGDAG, DGDAG, TGDAG) (glycoglycerolipids)","Not explicitly stated, but lower than AbC",defined medium,glucose,700 g/L (fed-batch),"2L bioreactor, fed-batch",7.0,2 h post-induction,37°C,,,,,BL21(DE3) star,,"galU, mg517",mg517 (from Mycoplasma genitalium),,,GalU;MG517,MG517 (Mycoplasma genitalium);MG517 glycosyltransferase (Mycoplasma genitalium),
p16,10.1016.j.ymben.2012.06.001,AbC,E.coli,"GGL (MGDAG, DGDAG, TGDAG) (glycoglycerolipids)",6 mg per g dry weight (180 mg/L),defined medium,glucose,700 g/L (fed-batch),"2L bioreactor, fed-batch",7.0,2 h post-induction,37°C,,,,,BL21(DE3) star,,"plsC, mg517",mg517 (from Mycoplasma genitalium),,,MG517;PlsC,MG517 (Mycoplasma genitalium);MG517 glycosyltransferase (Mycoplasma genitalium),
p16,10.1016.j.ymben.2012.06.001,ABC,E.coli,"GGL (MGDAG, DGDAG, TGDAG) (glycoglycerolipids)","Not explicitly stated, but lower than AbC",defined medium,glucose,700 g/L (fed-batch),"2L bioreactor, fed-batch",7.0,2 h post-induction,37°C,,,,,BL21(DE3) star,,"galU, plsC, mg517",mg517 (from Mycoplasma genitalium),,,GalU;MG517;PlsC,MG517 (Mycoplasma genitalium);MG517 glycosyltransferase (Mycoplasma genitalium),
,,,,,,,,,,,,,,,,,,,,,,,,,
p17,10.1016.j.ymben.2012.08.003,ΔfadRABIJ,Escherichia coli,mcl-PHA (polyhydroxydodecanoate) (medium-chain-length polyhydroxydodecanoate),15% CDW,M9 minimal media,dodecanoic acid,2.5 g/L,"shake flask, batch",7.0,96 h,37°C,,,,,E. coli K-12 MG1655 ΔaraBAD,"fadR, fadB, fadI, fadJ",—,"phaJ3, phaC2",E. coli K-12 MG1655 ΔaraBAD,fadI;fadJ;fadR,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
p18,10.1016.j.ymben.2012.08.009,FRT-ΔfadE,Escherichia coli,fatty acids (fatty acids),5.2 ± 0.5 g/L,"minimal medium (M9 supplemented with 75mM MOPS, 2mM MgSO₄, 1mg/L thiamine, 10nM FeSO₄, 0.1mM CaCl₂, and micronutrients)",glucose,2%,shake flask (not specified as fed-batch),not specified,3 days,37°C,,,,,E. coli DH1,fadE,fadR,none,,fadE,fadR,,
p18,10.1016.j.ymben.2012.08.009,LT-ΔfadE,Escherichia coli,fatty acids (fatty acids),1.1 g/L,"minimal medium (M9 supplemented with 75mM MOPS, 2mM MgSO₄, 1mg/L thiamine, 10nM FeSO₄, 0.1mM CaCl₂, and micronutrients)",glucose,2%,shake flask (not specified as fed-batch),not specified,3 days,37°C,,,,,E. coli DH1,fadE,none,none,E. coli DH1,fadE,,,
p18,10.1016.j.ymben.2012.08.009,FAT-ΔfadE,Escherichia coli,fatty acids (fatty acids),up to ~1.4 g/L (25% increase over LT-ΔfadE),"minimal medium (M9 supplemented with 75mM MOPS, 2mM MgSO₄, 1mg/L thiamine, 10nM FeSO₄, 0.1mM CaCl₂, and micronutrients)",glucose,2%,shake flask (not specified as fed-batch),not specified,3 days,37°C,,,,,E. coli DH1,fadE,fabA,none,FRT-ΔfadE,fadE,fabA;fadR,,
p18,10.1016.j.ymben.2012.08.009,FBT-ΔfadE,Escherichia coli,fatty acids (fatty acids),~3.3 g/L (3-fold increase over LT-ΔfadE),"minimal medium (M9 supplemented with 75mM MOPS, 2mM MgSO₄, 1mg/L thiamine, 10nM FeSO₄, 0.1mM CaCl₂, and micronutrients)",glucose,2%,shake flask (not specified as fed-batch),not specified,3 days,37°C,,,,,E. coli DH1,fadE,fabB,none,FRT-ΔfadE,fadE,fabB;fadR,,
p18,10.1016.j.ymben.2012.08.009,FFT-ΔfadE,Escherichia coli,fatty acids (fatty acids),~3.3 g/L (3-fold increase over LT-ΔfadE),"minimal medium (M9 supplemented with 75mM MOPS, 2mM MgSO₄, 1mg/L thiamine, 10nM FeSO₄, 0.1mM CaCl₂, and micronutrients)",glucose,2%,shake flask (not specified as fed-batch),not specified,3 days,37°C,,,,,E. coli DH1,fadE,fabF,none,FRT-ΔfadE,fadE,fabF;fadR,,
p18,10.1016.j.ymben.2012.08.009,vcFRT-ΔfadE,Escherichia coli,fatty acids (fatty acids),less than FRT-ΔfadE (lower than E. coli fadR overexpression),"minimal medium (M9 supplemented with 75mM MOPS, 2mM MgSO₄, 1mg/L thiamine, 10nM FeSO₄, 0.1mM CaCl₂, and micronutrients)",glucose,2%,shake flask (not specified as fed-batch),not specified,3 days,37°C,,,,,E. coli DH1,fadE,Vibrio cholerae fadR,none,FRT-ΔfadE,fadE,fadR;vcfadR,,
,,,,,,,,,,,,,,,,,,,,,,,,,
p19,10.1016.j.ymben.2012.10.003,MuA01,Saccharomyces cerevisiae,muconic acid (muconic acid),~5 mg/L,YSC,glucose,20 g/L,"shake flask, batch",not specified,48 h,30°C,,,,,BY4741,,none,"Pa_5_5120 (DHS dehydratase from P. anserina), ECL_01944opt (PCA decarboxylase from E. cloacae), caHQD2opt (catechol 1,2-dioxygenase from C. albicans)",BY4741,,,AroY (Klebsiella pneumoniae);AroZ (Klebsiella pneumoniae);HQD2 (Candida albicans),none
p19,10.1016.j.ymben.2012.10.003,MuA02,Saccharomyces cerevisiae,muconic acid (muconic acid),increased vs MuA01,YSC,glucose,20 g/L,"shake flask, batch",not specified,48 h,30°C,,ARO3;ARO4,,,BY4741,,none,"Pa_5_5120, ECL_01944opt, caHQD2opt",BY4741,,aro4k229l,,"ARO3, ARO4"
p19,10.1016.j.ymben.2012.10.003,MuA03,Saccharomyces cerevisiae,muconic acid (muconic acid),14 ± 2 mg/L,YSC,glucose,20 g/L,"shake flask, batch",not specified,48 h,30°C,,,,,MuA02,,ARO4 (wild-type),"Pa_5_5120, ECL_01944opt, caHQD2opt",BY4741,,ARO4,,"ARO3, ARO4"
p19,10.1016.j.ymben.2012.10.003,MuA04,Saccharomyces cerevisiae,muconic acid (muconic acid),21 ± 2 mg/L,YSC,glucose,20 g/L,"shake flask, batch",not specified,48 h,30°C,,,,,MuA02,,aro4k229l (feedback-resistant mutant),"Pa_5_5120, ECL_01944opt, caHQD2opt",BY4741,,aro4k229l,,"ARO3, ARO4"
p19,10.1016.j.ymben.2012.10.003,MuA05,Saccharomyces cerevisiae,muconic acid (muconic acid),25 ± 1 mg/L,YSC,glucose,20 g/L,"shake flask, batch",not specified,48 h,30°C,,,,,MuA04,,aro4k229l,"Pa_5_5120, ECL_01944opt (high-copy plasmid), caHQD2opt",MuA01,,,AroY (Klebsiella pneumoniae);AroZ (Klebsiella pneumoniae);ECL_01944 (Enterobacter cloacae);ECL_01944opt (Enterobacter cloacae);HQD2 (Candida albicans),"ARO3, ARO4"
p19,10.1016.j.ymben.2012.10.003,MuA06,Saccharomyces cerevisiae,muconic acid (muconic acid),data not provided,YSC,glucose,20 g/L,"shake flask, batch",not specified,48 h,30°C,,,,,MuA04,,aro4k229l (genomic integration),"Pa_5_5120, ECL_01944opt, caHQD2opt",BY4741,,aro4k229l,,"ARO3, ARO4"
p19,10.1016.j.ymben.2012.10.003,MuA07,Saccharomyces cerevisiae,muconic acid (muconic acid),data not provided,YSC,glucose,20 g/L,"shake flask, batch",not specified,48 h,30°C,,,,,MuA06,,"aro4k229l, ECL_01944opt (multi-copy integration)","Pa_5_5120, ECL_01944opt, caHQD2opt",MuA05,,,AroY (Klebsiella pneumoniae);AroZ (Klebsiella pneumoniae);ECL_01944 (Enterobacter cloacae);ECL_01944opt (Enterobacter cloacae);HQD2 (Candida albicans),"ARO3, ARO4"
p19,10.1016.j.ymben.2012.10.003,MuA08,Saccharomyces cerevisiae,muconic acid (muconic acid),30 ± 1 mg/L,YSC,glucose,20 g/L,"shake flask, batch",not specified,48 h,30°C,,,,,MuA07,,"aro4k229l, ECL_01944opt (multi-copy integration), Pa_5_5120 (high-copy), caHQD2opt (high-copy)","Pa_5_5120, ECL_01944opt, caHQD2opt",MuA07,,,AroY (Klebsiella pneumoniae);AroZ (Klebsiella pneumoniae);ECL_01944 (Enterobacter cloacae);ECL_01944opt (Enterobacter cloacae);HQD2 (Candida albicans),"ARO3, ARO4"
p19,10.1016.j.ymben.2012.10.003,MuA09,Saccharomyces cerevisiae,muconic acid (muconic acid),data not provided,YSC,glucose,20 g/L,"shake flask, batch",not specified,48 h,30°C,,,,,MuA08,,"aro4k229l, TKL1 (overexpressed)","Pa_5_5120, ECL_01944opt, caHQD2opt",BY4741,,TKL1,,"ARO3, ARO4"
p19,10.1016.j.ymben.2012.10.003,MuA10,Saccharomyces cerevisiae,muconic acid (muconic acid),data not provided,YSC,glucose,20 g/L,"shake flask, batch",not specified,48 h,30°C,,ZWF1,,,MuA09,,"aro4k229l, TKL1","Pa_5_5120, ECL_01944opt, caHQD2opt",BY4741,,,,"ARO3, ARO4, ZWF1"
p19,10.1016.j.ymben.2012.10.003,MuA11,Saccharomyces cerevisiae,muconic acid (muconic acid),62 ± 4 mg/L,YSC,glucose,20 g/L,"shake flask, batch",not specified,48 h,30°C,,ZWF1,,,MuA10,,"aro4k229l, TKL1","Pa_5_5120, ECL_01944opt, caHQD2opt",MuA10,,TKL1,,"ARO3, ARO4, ZWF1"
p19,10.1016.j.ymben.2012.10.003,MuA11,Saccharomyces cerevisiae,muconic acid (muconic acid),62 ± 4 mg/L,YSC,glucose,20 g/L,"shake flask, batch",not specified,48 h,30°C,,ARO3;ZWF1,,,MuA10,,"aro4k229l, TKL1","Pa_5_5120, ECL_01944opt, caHQD2opt",MuA08,,TKL1,AroY (Klebsiella pneumoniae);AroZ (Klebsiella pneumoniae);ECL_01944 (Enterobacter cloacae);ECL_01944opt (Enterobacter cloacae);HQD2 (Candida albicans),"ARO3, ARO4, ZWF1"
p19,10.1016.j.ymben.2012.10.003,MuA12,Saccharomyces cerevisiae,muconic acid (muconic acid),77 ± 1 mg/L,YSC,glucose,20 g/L,"shake flask, batch",not specified,48 h,30°C,,ZWF1,,,MuA11,,"aro4k229l, TKL1, ECL_01944opt (multi-copy integration + high-copy plasmid)","Pa_5_5120, ECL_01944opt, caHQD2opt",MuA11,,ECL_01944;ECL_01944opt;TKL1,,"ARO3, ARO4, ZWF1"
p19,10.1016.j.ymben.2012.10.003,MuA12,Saccharomyces cerevisiae,muconic acid (muconic acid),77 ± 1 mg/L,YSC,glucose,20 g/L,"shake flask, batch",not specified,48 h,30°C,,ARO3;ZWF1,,,MuA11,,"aro4k229l, TKL1, ECL_01944opt (multi-copy integration + high-copy plasmid)","Pa_5_5120, ECL_01944opt, caHQD2opt",MuA11,,ECL_01944;ECL_01944opt;TKL1,ECL_01944 (Enterobacter cloacae);ECL_01944opt (Enterobacter cloacae),"ARO3, ARO4, ZWF1"
,,,,,,,,,,,,,,,,,,,,,,,,,
p20,10.1016.j.ymben.2012.11.011,E. coli WL3110 (pKE112-DavAB),Escherichia coli,5-aminovalerate (5AVA) (5-aminopentanoic acid),1.1 g/L,LB medium,L-lysine,10 g/L,"Flask, batch",Not specified,48 h,37°C,WL3110,Not mentioned,Not mentioned,davAB (Pseudomonas putida),,,,,,,,,
p20,10.1016.j.ymben.2012.11.011,E. coli WL3110 (pKE112-DavAB),Escherichia coli,5-aminovalerate (5AVA) (5-aminopentanoic acid),3.6 g/L,MR medium,Glucose,20 g/L,"Flask, batch",7.0,48 h,30°C,WL3110,Not mentioned,Not mentioned,davAB (Pseudomonas putida),,,,,,,,,
p20,10.1016.j.ymben.2012.11.011,E. coli XQ56 (pKE112-DavAB),Escherichia coli,5-aminovalerate (5AVA) (5-aminopentanoic acid),0.27 g/L,MR medium,Glucose,20 g/L,"Jar fermentor, batch",6.9,48 h,30°C,XQ56,Not mentioned,Not mentioned,davAB (Pseudomonas putida),,,,,,,,,
p20,10.1016.j.ymben.2012.11.011,E. coli XQ56 (pKE112-DavAB),Escherichia coli,5-aminovalerate (5AVA) (5-aminopentanoic acid),0.5 g/L,MR medium,Glucose,10 g/L,"Jar fermentor, fed-batch",6.9,36 h,30°C,XQ56,Not mentioned,Not mentioned,davAB (Pseudomonas putida),,,,,,,,,
p20,10.1016.j.ymben.2012.11.011,E. coli WL3110 (pKE112-DavABGabTD),Escherichia coli,Glutarate (Glutaric acid),1.7 g/L,MR medium,Glucose,20 g/L,"Jar fermentor, batch",6.9,Not specified,30°C,WL3110,Not mentioned,Not mentioned,"davAB, gabTD (Pseudomonas putida)",,,,,,,,,
p20,10.1016.j.ymben.2012.11.011,E. coli XQ56 (pKE112-DavABGabTD),Escherichia coli,Glutarate (Glutaric acid),Not detected,MR medium,Glucose,20 g/L,"Flask, batch",Not specified,Not specified,30°C,XQ56,Not mentioned,Not mentioned,"davAB, gabTD (Pseudomonas putida)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
p21,10.1016.j.ymben.2013.01.006,LW06 (E. coli),Escherichia coli,ethanol (ethanol),"up to 80% increase in titer at 24h, no significant change in final titer",AMX media,glucose,100 g/L,"125mL Erlenmeyer flasks, batch fermentation",≥6,100 hours,37°C,BW25113 ΔldhA ΔackA ΔfrdABCD ΔadhE attTn7::PLlacO−1 pdcZm adhBZm AmpR,"ΔldhA, ΔackA, ΔfrdABCD, ΔadhE","otsA, uspC, otsB (combinatorial testing), otsA–otsB",-,,,,,,,,,
p21,10.1016.j.ymben.2013.01.006,LW06 adapted (empty vector),Escherichia coli,ethanol (ethanol),no improvement in tolerance or production,AMX media,glucose,100 g/L,"125mL Erlenmeyer flasks, batch fermentation",≥6,100 hours,37°C,BW25113 ΔldhA ΔackA ΔfrdABCD ΔadhE attTn7::PLlacO−1 pdcZm adhBZm AmpR,"ΔldhA, ΔackA, ΔfrdABCD, ΔadhE",-,-,,,,,,,,,
