paper number,doi,strain,strain type,product,product titer,medium,carbon source,carbon source concentration,vessel and feed mode,ph,oxygen level,parent strain,time,temperature,knock out gene,overexpress gene,heterologous gene,check
p57,10.1016.j.ymben.2017.06.010,GAB3,Corynebacterium glutamicum,γ–aminobutyric acid (GABA) (γ–aminobutyric acid),27.5 ± 2.5g/L,GAP-main media,Glucose,70g/L,Baffled flask batch,30°C,Not specified,,96h,30°C,gabT,gadB2,,yes
p57,10.1016.j.ymben.2017.06.010,GAB7,Corynebacterium glutamicum,γ–aminobutyric acid (GABA) (γ–aminobutyric acid),28.7 ± 0.1g/L,GAP-main media,Glucose,70g/L,Baffled flask batch,30°C,Not specified,,96h,30°C,gabP;gabT,gadB2,,yes
,,,,,,,,,,,,,,,,,,
p58,10.1016.j.ymben.2019.01.006,strain 1,Escherichia coli,medium-chain fatty acids (MCFAs) (medium-chain fatty acids),5.9 g/L,MOPS,Glycerol,10 g/L,Not specified,-,-,,48 h,-,,,,OE
p58,10.1016.j.ymben.2019.01.006,Strain 8,Escherichia coli,medium-chain fatty acids (MCFAs) (medium-chain fatty acids),1.35 g/L,MOPS,Glucose,15 g/L,Shake flask,6.5,Varied RPM,,48 h,30 °C,,lpdA;lpdA(A358V),,yes
p58,10.1016.j.ymben.2019.01.006,Strain 8,Escherichia coli,medium-chain fatty acids (MCFAs) (medium-chain fatty acids),1.68 g/L,MOPS,Glycerol,10 g/L,Shake flask,6.5,Reduced RPM,,48 h,30 °C,,lpdA;lpdA(A358V),,yes
p58,10.1016.j.ymben.2019.01.006,strain 20,Escherichia coli,medium-chain fatty acids (MCFAs) (medium-chain fatty acids),4.5 g/L,MOPS,Glycerol,10 g/L,Shake flask,6.5,Anaerobic,,48 h,30 °C,,EF_lpdA;lpdA,,yes
p58,10.1016.j.ymben.2019.01.006,strain 20,Escherichia coli,medium-chain fatty acids (MCFAs) (medium-chain fatty acids),5.1 g/L,MOPS,Glycerol,10 g/L,Shake flask,6.5,100 rpm,,48 h,30 °C,,EF_lpdA;lpdA,,yes
p58,10.1016.j.ymben.2019.01.006,strain 30,Escherichia coli,medium-chain fatty acids (MCFAs) (medium-chain fatty acids),7.35 g/L,MOPS,Glycerol,10 g/L,Shake flask,6.5,Varied repression levels,,48 h,30 °C,,maeA;maeA(g2);maeB;maeB(g2);pflB;pflB(g2);pfo,,yes
,,,,,,,,,,,,,,,,,,
p59,10.1016.j.ymben.2019.09.003,AK26,,isoprenol (isoprenol),0.048 g/g glucose,M9 minimal medium,Glucose,2%,"Batch, constant feeding",7.0,Maintained,,150 h,30 °C,,HMGR;HMGR_Sc_co;HMGS;HMGS_Sc_co;MK;MK_Sc_co;PMD,,yes
p59,10.1016.j.ymben.2019.09.003,AK30,,isoprenol (isoprenol),0.084 g/g glucose,M9 minimal medium,Glucose,2%,Exponential feeding,7.0,Maintained,,Up to 94 h,30 °C,ackA;poxB;pta,,,OE
p59,10.1016.j.ymben.2019.09.003,AK26,,isoprenol (isoprenol),0.095 g isoprenol per g glucose,Minimal,Glucose,2%,Not specified,—,—,,63 h,30 °C,,HMGR;HMGR_Sc_co;HMGS;HMGS_Sc_co;MK;MK_Sc_co;PMD,,yes
p59,10.1016.j.ymben.2019.09.003,AK30,,isoprenol (isoprenol),0.105 g/g glucose,M9 minimal + YE,Glucose,3%,Exponential feeding,7.0,Maintained,,95 h,30 °C,ackA;poxB;pta,,,OE
p59,10.1016.j.ymben.2019.09.003,AK26,,isoprenol (isoprenol),0.14 g isoprenol per g glucose,EZ-Rich Medium,Glucose,1%,Batch,—,—,,48 h,30 °C,,HMGR;HMGR_Sc_co;HMGS;HMGS_Sc_co;MK;MK_Sc_co;PMD,,yes
p59,10.1016.j.ymben.2019.09.003,AK02,,isoprenol (isoprenol),1.05 g/L,EZ-Rich Medium,Glucose,1%,Batch,—,—,,48 h,30 °C,,HMGR;HMGR_Sc_o;HMGS;HMGS_Sc_o;MK;MK_Sc_co;PMD;atoB,MK,yes
p59,10.1016.j.ymben.2019.09.003,AK09,,isoprenol (isoprenol),1.26 g/L,EZ-Rich Medium,Glucose,1%,Batch,—,—,,48 h,30 °C,,HMGR;HMGR_Sa;HMGR_Sc_co;HMGS;MK;MK_Sc_co;PMD;atoB,,yes
p59,10.1016.j.ymben.2019.09.003,AK07,,isoprenol (isoprenol),1.34 g/L,EZ-Rich Medium,Glucose,1%,Batch,—,—,,48 h,30 °C,,HMGR;HMGR_Sc_co;HMGS;HMGS_Sc_co;MK;MK_Sc_co;PMD;atoB,,yes
p59,10.1016.j.ymben.2019.09.003,AK08,,isoprenol (isoprenol),1.35 g/L,EZ-Rich Medium,Glucose,1%,Batch,—,—,,48 h,30 °C,,HMGR;HMGR_Sa;HMGR_Sc_co;HMGS;HMGS_Sc_co;MK;MK_Sc_co;PMD;atoB,,yes
p59,10.1016.j.ymben.2019.09.003,AK21,,isoprenol (isoprenol),1.6 g/L,EZ-Rich Medium,Glucose,1%,Batch,—,—,,48 h,30 °C,,HMGR;HMGR_Sc_co;HMGS;HMGS_Sc_co;MK;PMD;atoB,MK,yes
p59,10.1016.j.ymben.2019.09.003,AK29,,isoprenol (isoprenol),1.81 g/L,Minimal with PMD,Glucose,2%,Batch,—,—,,63 h,30 °C,,PMD,,yes
p59,10.1016.j.ymben.2019.09.003,AK28,,isoprenol (isoprenol),1.84 g/L,Minimal with PMD,Glucose,2%,Batch,—,—,,63 h,30 °C,,HMGR;HMGS;MK;PMD,,yes
p59,10.1016.j.ymben.2019.09.003,AK21,,isoprenol (isoprenol),2.74 g/L,Minimal medium,Glucose,2%,Batch,—,—,,63 h,30 °C,,HMGR;HMGR_Sc_co;HMGS;HMGS_Sc_co;MK;PMD;atoB,MK,yes
p59,10.1016.j.ymben.2019.09.003,AK24,,isoprenol (isoprenol),246 mg/L,Minimal medium,Glucose,2%,Batch,—,—,,63 h,30 °C,,,,OE
p59,10.1016.j.ymben.2019.09.003,AK26,,isoprenol (isoprenol),3.71 g/L,M9 minimal + Oleyl,Glucose,3%,"Two-phase, exponential feed",7.0,Maintained,,95 h,30 °C,,HMGR;HMGR_Sc_co;HMGS;HMGS_Sc_co;MK;MK_Sc_co;PMD,,yes
p59,10.1016.j.ymben.2019.09.003,AK01,,isoprenol (isoprenol),513 mg/L,EZ-Rich,Glucose,1%,Batch,7.0,Not specified,,48 h,30 °C,,HMGR;HMGR_Sc_o;HMGS;HMGS_Sc_o;MK;MK_Sc_co;PMD;atoB,HMGR;HMGR_Sc_o;HMGS;HMGS_Sc_o;MK;MK_Sc_co;PMD,yes
p59,10.1016.j.ymben.2019.09.003,AK22,,isoprenol (isoprenol),784 mg/L,EZ-Rich,Glucose,1%,Batch,7.0,Not specified,,48 h,30 °C,,HMGR;HMGS;HMGS_Sa;MK;MK_Sc_co;PMD;atoB,HMGR;HMGS;HMGS_Sa,yes
,,,,,,,,,,,,,,,,,,
p60,10.1016.j.ymben.2020.04.010,MG1655 ΔtesA ΔfadE,E. coli,C8 (octanoic acid),2.7g/L,MOPS minimal,Glucose,20g/L,"5-L bioreactor, fed-batch",6.8,20%±2%,,36h,30°C,fadE;tesA,R3M4;TesA;TesACM−5,TesA;TesACM−6;TesARD−1,yes
p60,10.1016.j.ymben.2020.04.010,MG-01,E. coli,C8 (octanoic acid),3.12mmol/L,LB,,,Flask,37°C,,,48h,37°C,fadE;tesA,TesA,,yes
p60,10.1016.j.ymben.2020.04.010,MG-01,E. coli,C8 (octanoic acid),6.6mmol/L,LB,,,Flask,37°C,,,48h,37°C,fadE;tesA,TesA,,yes
p60,10.1016.j.ymben.2020.04.010,MG-01,E. coli,free FA (free fatty acids),15.35 mmol/L,LB,,,Flask,37°C,,,48h,37°C,fadE;tesA,TesA,,yes
p60,10.1016.j.ymben.2020.04.010,MG-01,E. coli,free FA (free fatty acids),6.6 mmol/L,LB,,,Flask,37°C,,,48h,37°C,fadE;tesA,TesA,,yes
p60,10.1016.j.ymben.2020.04.010,MG-01,E. coli,free FA (free fatty acids),8.92 mmol/L,LB,,,Flask,37°C,,,48h,37°C,fadE;tesA,TesA,,yes
,,,,,,,,,,,,,,,,,,
p61,10.1016.j.ymben.2022.01.012,ST9687,Saccharomyces cerevisiae,ergothioneine (ergothioneine),61mg/L,Same as ST9687,-,-,-,-,-,ST8927,,,GCN4;HIS1;URE2;uORF1-4_GCN4,ERG;MET14;STP1,,OE
p61,10.1016.j.ymben.2022.01.012,ST9687,Saccharomyces cerevisiae,histidine (L-ergothioneine),247-283mg/L,Medium with TRA,Glucose,20g/L,Plates,-,-,ST8927,,,GCN4;HIS1;URE2;uORF1-4_GCN4,ERG;MET14;STP1,,OE
p61,10.1016.j.ymben.2022.01.012,ST9687,Saccharomyces cerevisiae,histidine (L-ergothioneine),66-88mg/L,Medium without histidine,Glucose,20g/L,Plates,-,-,ST8927,,,GCN4;HIS1;URE2;uORF1-4_GCN4,ERG;MET14;STP1,,OE
p61,10.1016.j.ymben.2022.01.012,ST10165,Saccharomyces cerevisiae,ergothioneine (ergothioneine),11.18mg ERG/g glucose,Glucose-limited fed-batch,Glucose,Not specified,"Bioreactor, fed-batch",5.0,Maintained by DO sensor,ST9929,160,,GCN4;URE2;erg4;spe2;uORF1-4_GCN4,ERG;MET14,,yes
p61,10.1016.j.ymben.2022.01.012,ST10165,Saccharomyces cerevisiae,ergothioneine (ergothioneine),2.39±0.08g/L,Minimal medium,Glucose,415g/L,Batch phase in bioreactor,5.0,Maintained by DO sensor,ST9929,160,,GCN4;URE2;erg4;spe2;uORF1-4_GCN4,ERG;MET14,,yes
,,,,,,,,,,,,,,,,,,
p62,10.1016.j.ymben.2022.02.004,Ms41,E. coli,creatine (creatine),2.16 mM,Not specified,SAM + GAA,-,Batch,-,-,Me13,32h,37°C,add;deoD;mtn;ushA;yaiE,BHMT;RnGAMT;SAHase;ScSAH;ScSAHase;TnBHMT,ADO1;CeSAH;CeSAHase;CpADO1;SAHase,yes
p62,10.1016.j.ymben.2022.02.004,BW25113,E. coli,ferulic acid (ferulic acid),0.94mM,ZYM medium,Glucose,30mM,Shake flask,-,-,,4h,37°C,,,,yes
p62,10.1016.j.ymben.2022.02.004,Me03,E. coli,ferulic acid (ferulic acid),1.36mM,ZYM medium,Glucose,30mM,Shake flask,-,-,BW25113△add△yaiE△ushA△deoD,4h,37°C,add;deoD;ushA;yaiE,,,yes
p62,10.1016.j.ymben.2022.02.004,Ms27,E. coli,ferulic acid (ferulic acid),1611.73mg/L (≈1.61mM),Reaction mixture with betaine,"Betaine, glucose","50mM, replenished",Shake flask,7.5,-,Ms23,24h,37°C,add;deoD;mtn;ushA;yaiE,ADK;ADO1;CeSAH;CeSAHase;CpADO1;SAHase;ScSAH;ScSAHase,ADK;ADO1;SAHase;ScSAH;ScSAHase,yes
p62,10.1016.j.ymben.2022.02.004,Ms15,E. coli,ferulic acid (ferulic acid),2.11mM,ZYM medium,Glucose,30mM,Shake flask,-,-,Ms14,After 4h induction,37°C,add;deoD;ushA;yaiE,ADO1,ADO1,yes
p62,10.1016.j.ymben.2022.02.004,Ms14,E. coli,ferulic acid (ferulic acid),2.85mM,ZYM medium,Glucose,30mM,Shake flask,-,-,BW25113,8h,37°C,add;deoD;ushA;yaiE,,,yes
p62,10.1016.j.ymben.2022.02.004,Ms16,E. coli,ferulic acid (ferulic acid),3.44mM,ZYM medium,Glucose,30mM,Shake flask,-,-,Ms14,8h,37°C,add;deoD;ushA;yaiE,ADK,ADK,yes
p62,10.1016.j.ymben.2022.02.004,Ms15,E. coli,ferulic acid (ferulic acid),3.5mM,ZYM medium,Glucose,30mM,Shake flask,-,-,Ms14,4h,37°C,add;deoD;ushA;yaiE,ADO1,ADO1,yes
p62,10.1016.j.ymben.2022.02.004,Ms27,E. coli,ferulic acid (ferulic acid),3.97mM,ZYM medium,"Betaine, glucose","50mM, replenished",Shake flask,7.5,-,Ms23,Up to 30h,37°C,add;deoD;mtn;ushA;yaiE,ADK;ADO1;CeSAH;CeSAHase;CpADO1;SAHase;ScSAH;ScSAHase,ADK;ADO1;SAHase;ScSAH;ScSAHase,yes
p62,10.1016.j.ymben.2022.02.004,Ms27,E. coli,ferulic acid (ferulic acid),4.04mM,ZYM medium w/o exogenous Hcy,"Betaine, glucose","50mM, replenished",Shake flask,7.5,-,Ms23,8h,37°C,add;deoD;mtn;ushA;yaiE,ADK;ADO1;CeSAH;CeSAHase;CpADO1;SAHase;ScSAH;ScSAHase,ADK;ADO1;SAHase;ScSAH;ScSAHase,yes
p62,10.1016.j.ymben.2022.02.004,Ms27,E. coli,ferulic acid (ferulic acid),4.76mM,ZYM medium w/ 0.2mM Hcy,"Betaine, glucose","50mM, replenished",Shake flask,7.5,-,Ms23,8h,37°C,add;deoD;mtn;ushA;yaiE,ADK;ADO1;CeSAH;CeSAHase;CpADO1;SAHase;ScSAH;ScSAHase,ADK;ADO1;SAHase;ScSAH;ScSAHase,yes
p62,10.1016.j.ymben.2022.02.004,Ms27,E. coli,ferulic acid (ferulic acid),8.3mM,ZYM medium,"Betaine, glucose","50mM, replenished",Shake flask,7.5,-,Ms23,24h,37°C,add;deoD;mtn;ushA;yaiE,ADK;ADO1;CeSAH;CeSAHase;CpADO1;SAHase;ScSAH;ScSAHase,ADK;ADO1;SAHase;ScSAH;ScSAHase,yes
p62,10.1016.j.ymben.2022.02.004,BW25113,E. coli,vanillic acid (vanillic acid),0.29 mM,ZYM medium,Glucose,30mM,Shake flask,-,-,,4h,37°C,,,,yes
p62,10.1016.j.ymben.2022.02.004,Ms40,E. coli,vanillic acid (vanillic acid),3.84 mM,ZYM medium,"Betaine, protocatechuic acid","50mM, 15mM",Shake flask,7.5,-,Me13,4h,37°C,add;deoD;mtn;ushA;yaiE,BHMT;HsOMT;SAHase;ScSAH;ScSAHase;TnBHMT,ADO1;CeSAH;CeSAHase;CpADO1;SAHase,yes
,,,,,,,,,,,,,,,,,,
p63,10.1016.j.ymben.2022.08.006,EMP01-pB,Escherichia coli,Butyl butyrate (Butyl butyrate),78 mg/L,M9,Glucose,10 g/L,Batch,,,EMP01,24 h,37°C,minCDE;proP,ProP;ftsA;ftsZ;plsB;plsC,,yes
p63,10.1016.j.ymben.2022.08.006,EMP01-pO,Escherichia coli,Octanol (Octanol),60 mg/L,M9 + Butanal,Butanal,Added as precursor,Batch,,,EMP01,24 h,37°C,minCDE;proP,ProP;ahr;ftsA;ftsZ;plsB;plsC,,yes
p63,10.1016.j.ymben.2022.08.006,EMP01-pH,Escherichia coli,Hexanol (Hexanol),790 mg/L,M9 + Hexanal,Hexanal,Added as precursor,Batch,,,EMP01,24 h,37°C,minCDE;proP,ProP;adhE2;ftsA;ftsZ;plsB;plsC,,yes
p63,10.1016.j.ymben.2022.08.006,EMP01-pP,Escherichia coli,Phenethyl acetate ( Phenethyl acetate),167 mg/L,M9 + Acetate,Acetate,10 g/L,Batch,,,EMP01,24 h,37°C,minCDE;proP,ProP;ftsA;ftsZ;plsB;plsC,,yes
p63,10.1016.j.ymben.2022.08.006,EMP01-M,Escherichia coli,autoinducers (autoinducers),2.4±0.2 times higher,M9 + Intermediates,,,Batch,,,EMP01,24 h,37°C,minCDE;proP,ProP;ftsA;ftsZ;plsB;plsC,,yes
,,,,,,,,,,,,,,,,,,
p64,10.1016.j.ymben.2023.04.005,ATCC 824 (pCD07239),Clostridium acetobutylicum,Acetate (Acetate),0.13g/L,CGM + 8.0g/L Glucose,Glucose,8.0g/L,Closed serum bottle,Not specified,Anaerobic,ATCC 824,During culture,37°C,,WLP,CD630_0723;CD630_0729,yes
p64,10.1016.j.ymben.2023.04.005,C. acetobutylicum ATCC 824,Clostridium acetobutylicum,Acetate (Acetate),2.74g/L,CGM + 8.0g/L Glucose,Glucose,8.0g/L,Closed serum bottle,Not specified,Anaerobic,,During culture,37°C,,,,yes
p64,10.1016.j.ymben.2023.04.005,ATCC 824 (pCD07239),Clostridium acetobutylicum,Butanol (Butanol),0.162g/L,CGM + 8.0g/L Glucose,Glucose,8.0g/L,Closed serum bottle,Not specified,Anaerobic,ATCC 824,Early growth phase,37°C,,WLP,CD630_0723;CD630_0729,yes
p64,10.1016.j.ymben.2023.04.005,ATCC 824 (pCD07239),Clostridium acetobutylicum,Butanol (Butanol),0.20g/g,CGM,Glucose,80g/L,Batch,Not specified,Anaerobic,ATCC 824,Throughout fermentation,37°C,,WLP,CD630_0723;CD630_0729,yes
p64,10.1016.j.ymben.2023.04.005,ATCC 824 (pCD07239),Clostridium acetobutylicum,Butanol (Butanol),1.38g/L,CGM + 8.0g/L Glucose,Glucose,8.0g/L,Closed serum bottle with 20% CO<sub>2</sub>/80% H<sub>2</sub>,Not specified,Anaerobic,ATCC 824,Culture duration mentioned,37°C,,WLP,CD630_0723;CD630_0729,yes
p64,10.1016.j.ymben.2023.04.005,ATCC 824 (pCD07239),Clostridium acetobutylicum,Butanol (Butanol),13.8g/L,CGM + 69.6g/L Glucose,Glucose,69.6g/L,2-L Bioreactor,Not specified,Anaerobic,ATCC 824,Batch,37°C,,WLP,CD630_0723;CD630_0729,yes
,,,,,,,,,,,,,,,,,,
p65,10.1021.acs.jafc.3c06629,E. coli TYR-14B1,Escherichia coli,Pterostilbene (Pterostilbene),80.04 mg/L,-,Glucose,-,-,-,-,,,,,tal;tal214C,,OE
p65,10.1021.acs.jafc.3c06629,E. coli TYR-14B1,Escherichia coli,p-coumaric acid (p-coumaric acid),497.32 ± 2.01 mg/L,-,Glucose,-,-,-,-,,,,,tal;tal214C,,OE
p65,10.1021.acs.jafc.3c06629,E. coli MalCoA-29D4,Escherichia coli,Pterostilbene (Pterostilbene),109.12 ± 5.71 mg/L,Modified M9,Glucose 15 g/L,-,Shake flask,37,Ambient,E. coli TYR-30,,,pabA,tal;tal214C,4CL;4CL214C;ROMT;ROMT18;STS;STS53,strain
p65,10.1021.acs.jafc.3c06629,E. coli MalCoA-29D4,Escherichia coli,Pterostilbene (Pterostilbene),134.84 ± 9.28 mg/L,Modified M9 + 0.1% DMSO,Glucose 15 g/L,-,Shake flask,37,Ambient with DMSO,E. coli TYR-30,,,pabA,tal;tal214C,4CL;4CL214C;ROMT;ROMT18;STS;STS53,strain
p65,10.1021.acs.jafc.3c06629,E. coli MalCoA-30,Escherichia coli,Pterostilbene (Pterostilbene),67.14 ± 8.11 mg/L,Modified M9,Glucose 15 g/L,-,Shake flask,37,Ambient,E. coli TYR-30,,,,tal;tal214C,4CL;4CL214C;ROMT;ROMT18;STS;STS53,strain
,,,,,,,,,,,,,,,,,,
p66,10.1021.acs.jafc.8b07270,PHY-G81,bacteria,(R)-α-ionone ((R)-α-ionone),400 mg/L,Assumed same,Assumed glucose-based,Assumed standard****,"10,000 L, fed-batch",Not specified,Not specified,,,,,,,OE
p66,10.1021.acs.jafc.8b07270,PHY-G81,bacteria,(R)-α-ionone ((R)-α-ionone),0.22 ± 0.01 mg/g-slurry,Not specified,Not specified,Not specified,"2 - 150 L, fed-batch",Not specified,Not specified,,,,,,,OE
p66,10.1021.acs.jafc.8b07270,PHY-G81,bacteria,(R)-α-ionone ((R)-α-ionone),282 mg/L,Media per Riesenberg et al.,Glucose implied**,Not quantified explicitly***,"2 - 150 L, fed-batch",Not specified,Not specified,,,,,,,OE
p66,10.1021.acs.jafc.8b07270,PHY-G81,bacteria,(R)-α-ionone ((R)-α-ionone),2.28 ± 0.1 mg/g-solids,Same as above,Same as above,Same as above,Same as above,Same as above,Same as above,,,,,,,OE
,,,,,,,,,,,,,,,,,,
p67,10.1021.acs.jafc.9b04519,YZL15384,Saccharomyces cerevisiae,lycopene (lycopene),118 mg/L,shake-flask,glucose,-,shake flask,30°C,ambient,YZL141,-,30 °C,,,,OE
p67,10.1021.acs.jafc.9b04519,YZL1538496,Saccharomyces cerevisiae,lycopene (lycopene),186 mg/L,shake-flask,glucose,-,shake flask,30°C,ambient,YZL15384,-,30 °C,,,,OE
p67,10.1021.acs.jafc.9b04519,BS104,Saccharomyces cerevisiae,lycopene (lycopene),289 mg/L,shake-flask,glucose,-,shake flask,30°C,ambient,BS103,-,30 °C,exg1,POS5,,OE
p67,10.1021.acs.jafc.9b04519,BS106,Saccharomyces cerevisiae,lycopene (lycopene),310 mg/L,shake-flask,glucose,-,shake flask,30°C,ambient,BS105,-,30 °C,exg1;gal1;gal10;gal7;gal80,POS5,,KO
p67,10.1021.acs.jafc.9b04519,BS106,Saccharomyces cerevisiae,lycopene (lycopene),3.28 g/L,"7-L fermenter, two-stage fed-batch",glucose → ethanol,"initial 20 g/L, controlled <1 g/L→≤5 g/L","7-L fermenter, fed-batch",5.0,"maintained >30%, adjustable",BS105,"2 stages, details not specified",30°C,exg1;gal1;gal10;gal7;gal80,POS5,,KO
,,,,,,,,,,,,,,,,,,
p68,10.1021.acssynbio.0c00225,NEB10β-∆xylR-∆xylAB-xylRmut17-crtEBI,Escherichia coli,lycopene (lycopene),0.4 g/L,LB,v,0.4 g/L,batch,not specified,not specified,NEB10β-∆xylR-∆xylAB,15 hours,30 °C,xylA;xylAB;xylR,crtE;crtEBI;xylR;xylRmut17,,titer
p68,10.1021.acssynbio.0c00225,NEB10β-∆xylR-xylRmut17-crtEBI,Escherichia coli,lycopene (lycopene),0.6 g/L,LB,xylose,0.6 g/L,batch,not specified,not specified,NEB10β,15 hours,30 °C,xylR,xylR;xylRmut17,crtE;crtEBI,titer
,,,,,,,,,,,,,,,,,,
p69,10.1021.acssynbio.0c00648,Mad1415s,Mad1415,adipic acid (adipic acid),0.27 g/L,SOB,glucose,4 g/L,250 mL serum bottle,,anaerobic,E. coli Mad1415,72 h,37 °C,atoB;ldhA;sucD,RADP,,OE
p69,10.1021.acssynbio.0c00648,Mad1415-F8NAsf,Mad1415,adipic acid (adipic acid),0.30 g/L,SOB,glucose,4 g/L,250 mL serum bottle,,anaerobic,Mad1415s,72 h,37 °C,atoB;ldhA;sucD,RADP,,OE
p69,10.1021.acssynbio.0c00648,Mad1415-F8NA4s7pf,Mad1415,adipic acid (adipic acid),0.53 g/L,SOB,glucose,4 g/L,250 mL serum bottle,,anaerobic,Mad1415s,72 h,37 °C,atoB;ldhA;sucD,RADP;f rdABCD;pyc;rdABCD;sucD,,yes
,,,,,,,,,,,,,,,,,,
p70,10.1021.acssynbio.2c00003,Cg02,Candida glycerinogenes,geraniol (geraniol),117.8 mg/L,YPD,Glucose,20 g/L,Batch,6.0,Aerobic,C. glycerinogenes,,,,CrGES;tCrGES,CrGES,yes
p70,10.1021.acssynbio.2c00003,Cg02,Candida glycerinogenes,geraniol (geraniol),25.4 mg/L,YPD,Glucose,20 g/L,Batch,6.0,Aerobic,C. glycerinogenes,,,,CrGES;tCrGES,CrGES,yes
p70,10.1021.acssynbio.2c00003,Cg11,Candida glycerinogenes,geraniol (geraniol),274.1 mg/L,YPD,Glucose,20 g/L,Batch,6.0,Aerobic,Cg02,,,,CrGES;tCrGES,CrGES,yes
p70,10.1021.acssynbio.2c00003,Cg15,Candida glycerinogenes,geraniol (geraniol),360.4 mg/L,YPD,Glucose,20 g/L,Batch,6.0,Aerobic,Cg11,,,,CrGES;tCrGES,CrGES,yes
p70,10.1021.acssynbio.2c00003,Cg16,Candida glycerinogenes,geraniol (geraniol),429.7 mg/L,YPD,Glucose,20 g/L,Batch,6.0,Aerobic,Cg11,,,,CrGES;Erg20ww-tCrGES;tCrGES,CrGES,yes
p70,10.1021.acssynbio.2c00003,Cg18CUP1,Candida glycerinogenes,geraniol (geraniol),431.5 mg/L,YPD,Glucose,20 g/L,Batch,6.0,Aerobic,Cg18,,,CgGPD,CrGES;Erg20ww-tCrGES;tCrGES,CrGES,yes
p70,10.1021.acssynbio.2c00003,Cg18HXT7,Candida glycerinogenes,geraniol (geraniol),463.2 mg/L,YPD,Glucose,20 g/L,Batch,6.0,Aerobic,Cg18,,,CgGPD,CrGES;Erg20ww-tCrGES;tCrGES,CrGES,yes
p70,10.1021.acssynbio.2c00003,Cg17,Candida glycerinogenes,geraniol (geraniol),489.1 mg/L,YPD w/ 40 mM prenol,Glucose,20 g/L,Batch,6.0,Aerobic,Cg16,,,,AtIPK;CrGES;Erg20ww-tCrGES;ScCK;tCrGES,CrGES,yes
p70,10.1021.acssynbio.2c00003,Cg18YlALK1,Candida glycerinogenes,geraniol (geraniol),543.3 mg/L,YPD,Glucose,20 g/L,Batch,6.0,Aerobic,Cg18,,,CgGPD,CrGES;Erg20ww-tCrGES;tCrGES,CrGES,yes
p70,10.1021.acssynbio.2c00003,Cg01,Candida glycerinogenes,geraniol (geraniol),6.9 mg/L,YPD,Glucose,20 g/L,Batch,6.0,Aerobic,C. glycerinogenes,,,,CrGES,,yes
p70,10.1021.acssynbio.2c00003,Cg02,Candida glycerinogenes,geraniol (geraniol),82.0 mg/L,YPD,Glucose,20 g/L,Batch,6.0,Aerobic,C. glycerinogenes,,,,CrGES;tCrGES,CrGES,strain
p70,10.1021.acssynbio.2c00003,Cg18,Candida glycerinogenes,geraniol (geraniol),858.4 mg/L,YPD,Glucose,20 g/L,Batch,6.0,Aerobic,Cg16,,,CgGPD,CrGES;Erg20ww-tCrGES;tCrGES,CrGES,yes
p70,10.1021.acssynbio.2c00003,Cg20,Candida glycerinogenes,geraniol (geraniol),933.7 mg/L,YPD,Glucose,20 g/L,Batch,6.0,Aerobic,Cg18,,,CgGPD,CrGES;Erg20ww-tCrGES;tCrGES,CrGES,yes
p70,10.1021.acssynbio.2c00003,Cg22,Candida glycerinogenes,geraniol (geraniol),1132.9 mg/L,YPD,Glucose,20 g/L,Batch,6.0,Aerobic,,,,CgGPD,CrGES;Erg20ww-tCrGES;tCrGES,,yes
p70,10.1021.acssynbio.2c00003,Cg22,Candida glycerinogenes,geraniol (geraniol),1194.6 mg/L,YPD,Glucose,20 g/L,"Batch, induced at 18 h",6.0,Aerobic,,,,CgGPD,CrGES;Erg20ww-tCrGES;tCrGES,,yes
,,,,,,,,,,,,,,,,,,
p71,10.1021.acssynbio.3c00315,BPD,Bacillus subtilis,d-pantothenic acid (d-pantothenic acid),0.59 g/L,Not specified,Glucose,Assumed standard in LB or M4,"Test tube initial, then shake flask",Not specified,Shaken at 200 rpm initially,BP,Until detection,,,ilvD;panD;panDT,,strain
p71,10.1021.acssynbio.3c00315,U3BPES,Bacillus subtilis,DPA (d-pantothenic acid),5.11 g/L,shake flask,Glucose,Not specified,Batch,-,-,U2BPES,,,,panB;panBCD;panD;panDT,,yes
p71,10.1021.acssynbio.3c00315,U3BPES,Bacillus subtilis,DPA (d-pantothenic acid),9.54 g/L,5 L bioreactor,Glucose + Glycerin,Fed-batch,pH controlled ~6.8,6.8,Controlled,U2BPES,19,,,panB;panBCD;panD;panDT,,yes
p71,10.1021.acssynbio.3c00315,U3BPES,Bacillus subtilis,DPA (d-pantothenic acid),2.23 g/L,5 L bioreactor,Glucose + Glycerin,Fed-batch,pH controlled ~6.8,6.8,Controlled,U2BPES,6,,,panB;panBCD;panD;panDT,,yes
p71,10.1021.acssynbio.3c00315,BPS,Bacillus subtilis,DPA (d-pantothenic acid),0.18 g/L,shake flask,Glucose,Not specified,Batch,-,-,BP,72,,,alsS;panD;panDT,,yes
p71,10.1021.acssynbio.3c00315,BPD,Bacillus subtilis,DPA (d-pantothenic acid),0.70 g/L,shake flask,Glucose,Not specified,Batch,-,-,BP,72,,,ilvD;panD;panDT,,yes
p71,10.1021.acssynbio.3c00315,BPE,Bacillus subtilis,DPA (d-pantothenic acid),0.79 g/L,shake flask,Glucose,Not specified,Batch,-,-,BP,72,,,panD;panDT,,OE
