paper number,doi,strain,strain type,product,product titer,medium,carbon source,carbon source concentration,vessel and feed mode,ph,time,temperature,parent strain,knock out gene,overexpress gene,heterologous gene,check
P65,10.1021.acs.jafc.8b07270,PHY-G81,bacteria,α-ionone (α-ionone),0.22 ± 0.01 mg/g-slurry,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,yes
P65,10.1021.acs.jafc.8b07270,PHY-G81,bacteria,α-ionone (α-ionone),2.28 ± 0.1 mg/g-solids,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,yes
P65,10.1021.acs.jafc.8b07270,PHY-G81,bacteria,α-ionone (α-ionone),282 mg/L,Not specified,Not specified,Not specified,Not specified,Not specified,123 h,26 °C,,,,,yes
P65,10.1021.acs.jafc.8b07270,PHY-G81,bacteria,α-ionone (α-ionone),400 mg/L,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,yes
,,,,,,,,,,,,,,,,,
P66,10.1021.acs.jafc.9b04519,YZL15384,Saccharomyces cerevisiae,lycopene (lycopene),118 mg/L,shake-flask fermentation,glucose,20 g/L,shake-flask fermentation,5,14-18 h,30°C,YZL3151,,BtCrtI;CrtB;CrtE;CrtI;PaCrtE;PagCrtB,PagcrtB (Pantoea agglomerans);PagcrtI (Pantoea agglomerans);TmcrtE (Taxus x media),no
P66,10.1021.acs.jafc.9b04519,YZL1538496,Saccharomyces cerevisiae,lycopene (lycopene),186 mg/L,shake-flask fermentation,glucose,20 g/L,shake-flask fermentation,5,14-18 h,30°C,YZL15384,,BtCrtI;CrtB;CrtE;CrtI;PaCrtE;PagCrtB,PagcrtB (Pantoea agglomerans);PagcrtI (Pantoea agglomerans);TmcrtE (Taxus x media),no
P66,10.1021.acs.jafc.9b04519,BS103,Saccharomyces cerevisiae,lycopene (lycopene),258 mg/L,shake-flask fermentation,glucose,20 g/L,shake-flask fermentation,5,14-18 h,30°C,YZL1538496,exg1,BtCrtI;CrtB;CrtE;CrtI;POS5;PaCrtE;PagCrtB,PagcrtB (Pantoea agglomerans);PagcrtI (Pantoea agglomerans);TmcrtE (Taxus x media),no
P66,10.1021.acs.jafc.9b04519,BS105,Saccharomyces cerevisiae,lycopene (lycopene),270 mg/L,shake-flask fermentation,glucose,20 g/L,shake-flask fermentation,5,14-18 h,30°C,BS104,exg1;gal80,ACS;ADH2;ALD6;BtCrtI;CrtB;CrtE;CrtI;POS5;PaCrtE;PagCrtB,PagcrtB (Pantoea agglomerans);PagcrtI (Pantoea agglomerans);TmcrtE (Taxus x media),no
P66,10.1021.acs.jafc.9b04519,BS104,Saccharomyces cerevisiae,lycopene (lycopene),289 mg/L,shake-flask fermentation,glucose,20 g/L,shake-flask fermentation,5,14-18 h,30°C,BS103,exg1,ACS;ADH2;ALD6;BtCrtI;CrtB;CrtE;CrtI;POS5;PaCrtE;PagCrtB,PagcrtB (Pantoea agglomerans);PagcrtI (Pantoea agglomerans);TmcrtE (Taxus x media),no
P66,10.1021.acs.jafc.9b04519,BS106,Saccharomyces cerevisiae,lycopene (lycopene),3.28 g/L,fed-batch fermentation,"glucose, ethanol","20 g/L, 5 g/L",7-L fermenter,5,14-18 h,30°C,BS105,exg1;gal1;gal10;gal7;gal80,ACS;ADH2;ALD6;BtCrtI;CrtB;CrtE;CrtI;POS5;PaCrtE;PagCrtB;crtB;crtE;crtI,PagcrtB (Pantoea agglomerans);PagcrtI (Pantoea agglomerans);TmcrtE (Taxus x media);crtB (Pantoea agglomerans);crtE (Pantoea agglomerans);crtI (Pantoea agglomerans),no
P66,10.1021.acs.jafc.9b04519,BS106,Saccharomyces cerevisiae,lycopene (lycopene),310 mg/L,shake-flask fermentation,glucose,20 g/L,shake-flask fermentation,5,14-18 h,30°C,BS105,exg1;gal1;gal10;gal7;gal80,ACS;ADH2;ALD6;BtCrtI;CrtB;CrtE;CrtI;POS5;PaCrtE;PagCrtB;crtB;crtE;crtI,PagcrtB (Pantoea agglomerans);PagcrtI (Pantoea agglomerans);TmcrtE (Taxus x media);crtB (Pantoea agglomerans);crtE (Pantoea agglomerans);crtI (Pantoea agglomerans),no
,,,,,,,,,,,,,,,,,
P67,10.1021.acssynbio.0c00225,NEB10β-∆xylR-∆xylAB-xylRmut17-crtEBI,Escherichia coli,Lycopene (Lycopene),0.4 g/L,Not specified,Xylose,0.4 g/L,Not specified,Not specified,Not specified,Not specified,NEB10β-∆xylR-∆xylAB,xylA;xylAB;xylB;xylR,crtB;crtE;crtI;xylR;xylRmut17;xylRmut36,GFP (not specified);GFPmut2 (E. coli K-12),no
P67,10.1021.acssynbio.0c00225,NEB10β-∆xylR-xylRmut17-crtEBI,Escherichia coli,Lycopene (Lycopene),0.6 g/L,Not specified,Xylose,0.6 g/L,Not specified,Not specified,Not specified,Not specified,NEB10β-∆xylR,xylR,crtB;crtE;crtI;xylR;xylRmut17,,no
,,,,,,,,,,,,,,,,,
P68,10.1021.acssynbio.0c00648,Mad1415-F8NAsf,Mad1415,adipic acid (adipic acid),0.27 g/L,SOB medium (supplemented with 4 g/L glucose),glucose,4 g/L,"serum bottles, anaerobic conditions",not specified,72 h,37 °C,Mad1415s,atoB;ldhA;sucD,RADP;f rdABCD;frdABCD;mdh;pyc;rdABCD;sucD,,no
P68,10.1021.acssynbio.0c00648,Mad1415-F8NAspf,Mad1415,adipic acid (adipic acid),0.30 g/L,SOB medium (supplemented with 4 g/L glucose),glucose,4 g/L,"serum bottles, anaerobic conditions",not specified,72 h,37 °C,Mad1415s,atoB;ldhA;sucD,RADP;f rdABCD;frdABCD;mdh;pyc;rdABCD;sucD,,no
P68,10.1021.acssynbio.0c00648,Mad1415-F8NA4s7pf,Mad1415,adipic acid (adipic acid),0.53 g/L,SOB medium (supplemented with 4 g/L glucose),glucose,4 g/L,"serum bottles, anaerobic conditions",not specified,72 h,37 °C,Mad1415-F8NAspf,atoB;ldhA;sucD,RADP;f rdABCD;frdABCD;mdh;pyc;rdABCD;sucD,,no
,,,,,,,,,,,,,,,,,
P69,10.1021.acssynbio.2c00003,Cg22,Candida glycerinogenes,geraniol (geraniol),1132.9 mg/L,YPD,glucose,20 g/L,"Shake flask, batch",6,18 h - 30 h,30 °C,Cg20,CgGPD,CrGES;Erg20ww-tCrGES;tCrGES,CrGES (Catharanthus roseus);Erg20ww-tCrGES (Saccharomyces cerevisiae);tCrGES (Catharanthus roseus),no
P69,10.1021.acssynbio.2c00003,Cg22,Candida glycerinogenes,geraniol (geraniol),1194.6 mg/L,YPD,glucose,20 g/L,"Shake flask, batch, induced at 18 h",6,18 h - 30 h,30 °C,Cg20,CgGPD,CrGES;Erg20ww-tCrGES;tCrGES,CrGES (Catharanthus roseus);Erg20ww-tCrGES (Saccharomyces cerevisiae);tCrGES (Catharanthus roseus),no
P69,10.1021.acssynbio.2c00003,Cg11,Candida glycerinogenes,geraniol (geraniol),117.8 mg/L,YPD,glucose,20 g/L,"Shake flask, batch",6,Not specified,30 °C,Cg02,,CrGES;tCrGES,CrGES (Catharanthus roseus);tCrGES (Catharanthus roseus),yes
P69,10.1021.acssynbio.2c00003,Cg11,Candida glycerinogenes,geraniol (geraniol),274.1 mg/L,YPD,glucose,20 g/L,"Shake flask, batch",6,Not specified,30 °C,Cg02,,CrGES;tCrGES,CrGES (Catharanthus roseus);tCrGES (Catharanthus roseus),yes
P69,10.1021.acssynbio.2c00003,Cg02,Candida glycerinogenes,geraniol (geraniol),25.4 mg/L,YPD,glucose,20 g/L,"Shake flask, batch",6,Not specified,30 °C,,,CrGES;tCrGES,CrGES (Catharanthus roseus);tCrGES (Catharanthus roseus),yes
P69,10.1021.acssynbio.2c00003,Cg15,Candida glycerinogenes,geraniol (geraniol),360.4 mg/L,YPD,glucose,20 g/L,"Shake flask, batch",6,Not specified,30 °C,Cg11,,CrGES;tCrGES,CrGES (Catharanthus roseus);tCrGES (Catharanthus roseus),no
P69,10.1021.acssynbio.2c00003,Cg16,Candida glycerinogenes,geraniol (geraniol),429.7 mg/L,YPD,glucose,20 g/L,"Shake flask, batch",6,Not specified,30 °C,Cg11,,CrGES;Erg20ww-tCrGES;tCrGES,CrGES (Catharanthus roseus);Erg20ww-tCrGES (S. cerevisiae);tCrGES (Catharanthus roseus),yes
P69,10.1021.acssynbio.2c00003,Cg18CUP1,Candida glycerinogenes,geraniol (geraniol),431.5 mg/L,YPD,glucose,20 g/L,"Shake flask, batch",6,Not specified,30 °C,Cg18,CgGPD,CrGES;Erg20ww-tCrGES;tCrGES,CrGES (Catharanthus roseus);Erg20ww-tCrGES (Saccharomyces cerevisiae);tCrGES (Catharanthus roseus),no
P69,10.1021.acssynbio.2c00003,Cg18HXT7,Candida glycerinogenes,geraniol (geraniol),463.2 mg/L,YPD,glucose,20 g/L,"Shake flask, batch",6,Not specified,30 °C,Cg18,CgGPD,CrGES;Erg20ww-tCrGES;tCrGES,CrGES (Catharanthus roseus);Erg20ww-tCrGES (Saccharomyces cerevisiae);tCrGES (Catharanthus roseus),no
P69,10.1021.acssynbio.2c00003,Cg17,Candida glycerinogenes,geraniol (geraniol),489.1 mg/L,YPD,glucose,20 g/L,"Shake flask, batch",6,Not specified,30 °C,Cg16,,CrGES;Erg20ww-tCrGES;tCrGES,CrGES (Catharanthus roseus);Erg20ww-tCrGES (S. cerevisiae);tCrGES (Catharanthus roseus),no
P69,10.1021.acssynbio.2c00003,Cg18YlALK1,Candida glycerinogenes,geraniol (geraniol),543.3 mg/L,YPD,glucose,20 g/L,"Shake flask, batch",6,Not specified,30 °C,Cg18,CgGPD,CrGES;Erg20ww-tCrGES;tCrGES,CrGES (Catharanthus roseus);Erg20ww-tCrGES (Saccharomyces cerevisiae);tCrGES (Catharanthus roseus),no
P69,10.1021.acssynbio.2c00003,Cg01,Candida glycerinogenes,geraniol (geraniol),6.9 mg/L,YPD,glucose,20 g/L,"Shake flask, batch",6,Not specified,30 °C,,,CrGES,CrGES (Catharanthus roseus),yes
P69,10.1021.acssynbio.2c00003,Cg13,Candida glycerinogenes,geraniol (geraniol),82.0 mg/L,YPD,glucose,20 g/L,"Shake flask, batch",6,Not specified,30 °C,Cg11,,CrGES;tCrGES,CrGES (Catharanthus roseus);tCrGES (Catharanthus roseus),yes
P69,10.1021.acssynbio.2c00003,Cg18,Candida glycerinogenes,geraniol (geraniol),858.4 mg/L,YPD,glucose,20 g/L,"Shake flask, batch",6,Not specified,30 °C,Cg17,CgGPD,CrGES;Erg20ww-tCrGES;tCrGES,CrGES (Catharanthus roseus);Erg20ww-tCrGES (S. cerevisiae);tCrGES (Catharanthus roseus),no
P69,10.1021.acssynbio.2c00003,Cg20,Candida glycerinogenes,geraniol (geraniol),933.7 mg/L,YPD,glucose,20 g/L,"Shake flask, batch",6,Not specified,30 °C,Cg18,CgGPD,CrGES;Erg20ww-tCrGES;tCrGES,CrGES (Catharanthus roseus);Erg20ww-tCrGES (S. cerevisiae);tCrGES (Catharanthus roseus),no
,,,,,,,,,,,,,,,,,
P70,10.1021.acssynbio.3c00315,BPS,Bacillus subtilis,DPA (d-pantothenic acid),0.18 g/L,"Shake Flask, M4",Glucose,40 g/L,Batch,6.8,72 h,41 °C,BP,alsS,panB;panBCD,panB (B. subtilis);panC (B. subtilis);panD (B. subtilis);panDT (B. subtilis),no
P70,10.1021.acssynbio.3c00315,SΔIA,Bacillus subtilis,DPA (d-pantothenic acid),0.49 g/L,Not specified,Glucose,Not specified,Fed-batch,6.8,72 h,41 °C,BPEDSΔI,alsD;ilvA,alsS;ilvD;panB;panBCD;panE,panB (B. subtilis);panC (B. subtilis);panD (B. subtilis);panDT (B. subtilis),no
P70,10.1021.acssynbio.3c00315,BP,Bacillus subtilis,DPA (d-pantothenic acid),0.59 g/L,"Shake Flask, LB",Glucose,Not specified,Batch,6.8,72 h,37 °C,,,panB;panBCD,panD (B. subtilis);panDT (B. subtilis),yes
P70,10.1021.acssynbio.3c00315,BPΔI,Bacillus subtilis,DPA (d-pantothenic acid),0.70 g/L,"Shake Flask, M4",Glucose,40 g/L,Batch,6.8,72 h,41 °C,BP,ilvA,panB;panBCD,panB (B. subtilis);panC (B. subtilis);panD (B. subtilis);panDT (B. subtilis),yes
P70,10.1021.acssynbio.3c00315,BPE,Bacillus subtilis,DPA (d-pantothenic acid),0.79 g/L,"Shake Flask, M4",Glucose,40 g/L,Batch,6.8,72 h,41 °C,BP,panE,panB;panBCD,panB (B. subtilis);panC (B. subtilis);panD (B. subtilis);panDT (B. subtilis),yes
P70,10.1021.acssynbio.3c00315,BPEDSΔI,Bacillus subtilis,DPA (d-pantothenic acid),0.85 g/L,"Shake Flask, M4",Glucose,40 g/L,Batch,6.8,72 h,41 °C,BPΔI,ilvA,alsS;ilvD;panB;panBCD;panE,panB (B. subtilis);panC (B. subtilis);panD (B. subtilis);panDT (B. subtilis),yes
P70,10.1021.acssynbio.3c00315,UBPE,Bacillus subtilis,DPA (d-pantothenic acid),1.07 g/L,"Shake Flask, M4",Glucose,40 g/L,Batch,6.8,72 h,41 °C,,,panB;panBCD,panD (B. subtilis);panDT (B. subtilis),yes
P70,10.1021.acssynbio.3c00315,UBPES,Bacillus subtilis,DPA (d-pantothenic acid),1.21 g/L,"Shake Flask, M4",Glucose,40 g/L,Batch,6.8,72 h,41 °C,UBPED,alsS;ilvBH;ilvD;panE,ilvD;panB;panBCD;panE,panD (B. subtilis);panDT (B. subtilis),yes
P70,10.1021.acssynbio.3c00315,UBPES,Bacillus subtilis,DPA (d-pantothenic acid),2 g/L,5 L Fermentor,Glycerin/GLucose,50/40 g/L,Continuous Feed,~6.8,72 h,41 °C,UBPED,alsS;ilvBH;ilvD;panE,ilvD;panB;panBCD;panE,panD (B. subtilis);panDT (B. subtilis),yes
P70,10.1021.acssynbio.3c00315,QGPKΔI,Bacillus subtilis,DPA (d-pantothenic acid),1.41 g/L,5 L Fermentor,Glycerin/Glucose,50/40 g/L,Continuous Feed,~6.8,72 h,41 °C,EDSΔI,ilvA;ptsG,alsS;glcK;glcP;ilvD;panB;panBCD;panE;srfAA11,panB (B. subtilis);panC (B. subtilis);panD (B. subtilis);panDT (B. subtilis),yes
P70,10.1021.acssynbio.3c00315,QGPKΔI,Bacillus subtilis,DPA (d-pantothenic acid),1.46 g/L,"Shake Flask, M4",Glucose,40 g/L,Batch,6.8,72 h,41 °C,EDSΔI,ilvA;ptsG,alsS;glcK;glcP;ilvD;panB;panBCD;panE;srfAA11,panB (B. subtilis);panC (B. subtilis);panD (B. subtilis);panDT (B. subtilis),yes
P70,10.1021.acssynbio.3c00315,U3BPES,Bacillus subtilis,DPA (d-pantothenic acid),5.11 g/L,"Shake Flask, M4",Glucose,40 g/L,Batch,6.8,72 h,41 °C,U2BPES,alsS;ilvBH;ilvD;panB;panBCD;panE,alsS;ilvBH;ilvD;panB;panBCD;panE,panD (B. subtilis);panDT (B. subtilis),yes
,,,,,,,,,,,,,,,,,
P71,10.1038.s41467-022-29215-6,Bgly2-Caf,,coniferol (coniferol),62 mg/L,M9 media,"glucose, glycerol","15 g/L glucose, 15 g/L glycerol",Shake flask,7,48 hours,37°C,Bgly2,dmpR;nahR,egfp,,no
P71,10.1038.s41467-022-29215-6,Bgly2-Caf,,coniferol (coniferol),85 mg/L,M9 media,"glucose, glycerol","15 g/L glucose, 15 g/L glycerol",Shake flask,7,48 hours,37°C,Bgly2,dmpR;nahR,egfp,,no
P71,10.1038.s41467-022-29215-6,Bgly2-Caf,,coniferol (coniferol),95 mg/L,M9 media,"glucose, glycerol","15 g/L glucose, 15 g/L glycerol",Shake flask,7,48 hours,37°C,Bgly2,dmpR;nahR,egfp,,no
,,,,,,,,,,,,,,,,,
P72,10.1073.pnas.0812364106,S. cerevisiae 424A(LNH-ST),Aspergillus,ethanol (ethanol),191.5 g EtOH/kg untreated CS,SHF,Corn stover,Not specified,Separate hydrolysis and fermentation,5.5,96 h,30 °C,,,,,yes
P72,10.1073.pnas.0812364106,S. cerevisiae 424A(LNH-ST),Aspergillus,ethanol (ethanol),60.8% of the theoretical maximum yield,SHF,Corn stover,Not specified,Separate hydrolysis and fermentation,5.5,96 h,30 °C,,,,,yes
P72,10.1073.pnas.0812364106,S. cerevisiae 424A(LNH-ST),Aspergillus,glycerol (glycerol),5.0 g/L,Fermentation at pH 6.5,Corn stover hydrolysate,Not specified,Not specified,6.5,Not specified,Not specified,,,,,yes
,,,,,,,,,,,,,,,,,
P73,10.1093.jimb.kuab050,SIY2,Saccharomyces cerevisiae,mevalonate (mevalonate),0.05 ± 0.01 g-mevalonate/g-glucose,SC-dropout medium with 2% glucose,glucose,2%,shake flask fermentation at 30°C with 200 RPM shaking,not specified,7 days,30°C,CEN.PK2-1C,,ERG10;ERG13;Ef-mvaE;Ef-mvaS;HMG1,Ef-mvaE (Enterococcus faecalis);Ef-mvaS (Enterococcus faecalis);Se-acsL641P (S. enterica);acs,no
P73,10.1093.jimb.kuab050,SIY2,Saccharomyces cerevisiae,mevalonate (mevalonate),910 ± 70 mg/l,SC dropout medium with 2% glucose,glucose,2%,shake flask fermentation at 30°C with 200 RPM shaking,not specified,7 days,30°C,CEN.PK2-1C,,ERG10;ERG13;Ef-mvaE;Ef-mvaS;HMG1,Ef-mvaE (Enterococcus faecalis);Ef-mvaS (Enterococcus faecalis);Se-acsL641P (S. enterica);acs,no
P73,10.1093.jimb.kuab050,JCY9,Saccharomyces cerevisiae,mevalonate (mevalonate),0.06 ± 0.01 g-mevalonate/g-glucose,SC-dropout medium with 2% glucose,glucose,2%,shake flask fermentation at 30°C with 200 RPM shaking,not specified,7 days,30°C,CEN.PK2-1C,ADH1;GPD1,ERG10;ERG13;Ef-mvaE;Ef-mvaS;HMG1;Se-acsL641P;acs,Ef-mvaE (Enterococcus faecalis);Ef-mvaS,no
P73,10.1093.jimb.kuab050,JCY9,Saccharomyces cerevisiae,mevalonate (mevalonate),0.07 ± 0.01 g-mevalonate/g-glucose,SC-dropout medium with 2% glucose,glucose,2%,shake flask fermentation at 30°C with 200 RPM shaking,not specified,7 days,30°C,CEN.PK2-1C,ADH1;GPD1,ERG10;ERG13;Ef-mvaE;Ef-mvaS;HMG1;Se-acsL641P;acs,Ef-mvaE (Enterococcus faecalis);Ef-mvaS,no
P73,10.1093.jimb.kuab050,JCY9,Saccharomyces cerevisiae,mevalonate (mevalonate),0.08 ± 0.01 g-mevalonate/g-glucose,SC-dropout medium with 2% glucose,glucose,2%,shake flask fermentation at 30°C with 200 RPM shaking,not specified,7 days,30°C,CEN.PK2-1C,ADH1;GPD1,ERG10;ERG13;Ef-mvaE;Ef-mvaS;HMG1;Se-acsL641P;acs,Ef-mvaE (Enterococcus faecalis);Ef-mvaS,no
P73,10.1093.jimb.kuab050,JCY9,Saccharomyces cerevisiae,mevalonate (mevalonate),"1,620 ± 20 mg/l",SC dropout medium with 2% glucose,glucose,2%,shake flask fermentation at 30°C with 200 RPM shaking,not specified,7 days,30°C,CEN.PK2-1C,ADH1;GPD1,ERG10;ERG13;Ef-mvaE;Ef-mvaS;HMG1;Se-acsL641P;acs,Ef-mvaE (Enterococcus faecalis);Ef-mvaS,no
P73,10.1093.jimb.kuab050,JCY51,Saccharomyces cerevisiae,mevalonate (mevalonate),0.10 ± 0.01 g-mevalonate/g-glucose,SC-dropout medium with 2% glucose,glucose,2%,shake flask fermentation at 30°C with 200 RPM shaking,not specified,7 days,30°C,CEN.PK-1C,ADH1;GPD1,ERG10;ERG13;Ef-mvaE;Ef-mvaS;HMG1;Se-acsL641P;acs,Se-acsL641P;acs,no
P73,10.1093.jimb.kuab050,JCY51,Saccharomyces cerevisiae,mevalonate (mevalonate),"1,390 ± 10 mg/l",SC dropout medium with 2% glucose,glucose,2%,shake flask fermentation at 30°C with 200 RPM shaking,not specified,7 days,30°C,CEN.PK-1C,ADH1;GPD1,ERG10;ERG13;Ef-mvaE;Ef-mvaS;HMG1;Se-acsL641P;acs,Se-acsL641P;acs,no
P73,10.1093.jimb.kuab050,JCY51,Saccharomyces cerevisiae,mevalonate (mevalonate),"2,610 ± 40 mg/l",SC dropout medium with 2% glucose,glucose,2%,shake flask fermentation at 30°C with 200 RPM shaking,not specified,7 days,30°C,CEN.PK-1C,ADH1;GPD1,ERG10;ERG13;Ef-mvaE;Ef-mvaS;HMG1;Se-acsL641P;acs,Se-acsL641P;acs,no
P73,10.1093.jimb.kuab050,JCY87,Saccharomyces cerevisiae,mevalonate (mevalonate),0.15 ± 0.01 g-mevalonate/g-glucose,SC-dropout medium with 2% glucose,glucose,2%,shake flask fermentation at 30°C with 200 RPM shaking,not specified,7 days,30°C,CEN.PK2-1C,,CAB1;ERG10;ERG13;Ef-mvaE;Ef-mvaS;HMG1;Se-acsL641P;acs,Ef-mvaE (Enterococcus faecalis);Ef-mvaS,no
P73,10.1093.jimb.kuab050,JCY87,Saccharomyces cerevisiae,mevalonate (mevalonate),0.19 ± 0.01 g-mevalonate/g-glucose,SC-dropout medium with 2% glucose,glucose,2%,shake flask fermentation at 30°C with 200 RPM shaking,not specified,7 days,30°C,CEN.PK2-1C,,CAB1;ERG10;ERG13;Ef-mvaE;Ef-mvaS;HMG1;Se-acsL641P;acs,Ef-mvaE (Enterococcus faecalis);Ef-mvaS,no
P73,10.1093.jimb.kuab050,JCY8,Saccharomyces cerevisiae,mevalonate (mevalonate),"1,030 ± 30 mg/l",SC dropout medium with 2% glucose,glucose,2%,shake flask fermentation at 30°C with 200 RPM shaking,not specified,7 days,30°C,CEN.PK2-1C,ADH1;GPD1,ERG10;ERG13;Ef-mvaE;Ef-mvaS;HMG1,Ef-mvaE (Enterococcus faecalis);Ef-mvaS;Se-acsL641P (S. enterica);acs,no
P73,10.1093.jimb.kuab050,JCY113,Saccharomyces cerevisiae,mevalonate (mevalonate),"1,320 ± 20 mg/l",SC dropout medium with 2% glucose,glucose,2%,shake flask fermentation at 30°C with 200 RPM shaking,not specified,7 days,30°C,CEN.PK2-1C,ADH1;GPD1,Bp-xfp;ERG10;ERG13;Ec-ackA;HMG1,Ef-mvaE;Ef-mvaS,no
P73,10.1093.jimb.kuab050,JCY37,Saccharomyces cerevisiae,mevalonate (mevalonate),"1,570 ± 50 mg/l",SC dropout medium with 2% glucose,glucose,2%,shake flask fermentation at 30°C with 200 RPM shaking,not specified,7 days,30°C,CEN.PK2-1C,ADH1;GPD1,ERG10;ERG13;Ef-mvaE;Ef-mvaS;HMG1;Se-acsL641P;acs,Ef-mvaE;Ef-mvaS,no
P73,10.1093.jimb.kuab050,JCY93,Saccharomyces cerevisiae,mevalonate (mevalonate),"1,640 ± 70 mg/l",SC dropout medium with 2% glucose,glucose,2%,shake flask fermentation at 30°C with 200 RPM shaking,not specified,7 days,30°C,CEN.PK2-1C,ADH1;GPD1,CAB1;ERG10;ERG13;Ef-mvaE;Ef-mvaS;HMG1;Se-acsL641P;acs,Ef-mvaE;Ef-mvaS,no
P73,10.1093.jimb.kuab050,JCY99,Saccharomyces cerevisiae,mevalonate (mevalonate),"2,050 ± 100 mg/l",SC dropout medium with 2% glucose,glucose,2%,shake flask fermentation at 30°C with 200 RPM shaking,not specified,7 days,30°C,CEN.PK2-1C,ADH1;GPD1,ERG10;ERG13;Ef-mvaE;Ef-mvaS;HMG1;Se-acsL641P;acs,Ef-mvaE;Ef-mvaS,no
P73,10.1093.jimb.kuab050,JCY90,Saccharomyces cerevisiae,mevalonate (mevalonate),"2,350 ± 160 mg/l",SC dropout medium with 2% glucose,glucose,2%,shake flask fermentation at 30°C with 200 RPM shaking,not specified,7 days,30°C,CEN.PK2-1C,ADH1;GPD1,ERG10;ERG13;Ef-mvaE;Ef-mvaS;HMG1;Se-acsL641P;acs,Ef-mvaE;Ef-mvaS,no
P73,10.1093.jimb.kuab050,JCY73,Saccharomyces cerevisiae,mevalonate (mevalonate),"3,810 ± 70 mg/l",SC dropout medium with 2% glucose,glucose,2%,shake flask fermentation at 30°C with 200 RPM shaking,not specified,7 days,30°C,CEN.PK2-1C,,CAB1;ERG10;ERG13;HMG1,Ef-mvaE;Ef-mvaS,no
,,,,,,,,,,,,,,,,,
P74,10.1093.jimb.kuad009,Yli-C2AH2,Yarrowia lipolytica,β-carotene (β-carotene),117.5 mg/L,YPD,glucose,20 g/L,shake flask,5.6,7 days,30°C,Yli-C2AH,,acc1;crtE;crtI;crtIEYB;crtYB;tHMGR,crtE (Xanthophyllomyces dendrorhous);crtI (Xanthophyllomyces dendrorhous);crtYB (Xanthophyllomyces dendrorhous),yes
P74,10.1093.jimb.kuad009,Yli-C2AH2,Yarrowia lipolytica,β-carotene (β-carotene),120.3 mg/L,glucose-sodium citrate mixed media (glucose: sodium citrate 4:1),"glucose, sodium citrate",5 g/L sodium citrate,shake flask,5.6,7 days,30°C,Yli-C2AH,,acc1;crtE;crtI;crtIEYB;crtYB;tHMGR,crtE (Xanthophyllomyces dendrorhous);crtI (Xanthophyllomyces dendrorhous);crtYB (Xanthophyllomyces dendrorhous),yes
P74,10.1093.jimb.kuad009,Yli-C2AH2,Yarrowia lipolytica,β-carotene (β-carotene),160 mg/L,YPD with 2 mM H2O2 and 5 g/L sodium citrate,glucose,20 g/L,shake flask,5.6,7 days,30°C,Yli-C2AH,,acc1;crtE;crtI;crtIEYB;crtYB;tHMGR,crtE (Xanthophyllomyces dendrorhous);crtI (Xanthophyllomyces dendrorhous);crtYB (Xanthophyllomyces dendrorhous),yes
P74,10.1093.jimb.kuad009,Yli-C2AH2,Yarrowia lipolytica,β-carotene (β-carotene),2.7 g/L,YPD with 2 mM H2O2 and 5 g/L sodium citrate,glucose,30 g/L,fed-batch fermentation in a 5.0 L bioreactor,5.6,168 hours,25°C,Yli-C2AH,,acc1;crtE;crtI;crtIEYB;crtYB;tHMGR,crtE (Xanthophyllomyces dendrorhous);crtI (Xanthophyllomyces dendrorhous);crtYB (Xanthophyllomyces dendrorhous),yes
P74,10.1093.jimb.kuad009,Yli-C2AH,Yarrowia lipolytica,β-carotene (β-carotene),139 mg/L,YPD,glucose,20 g/L,shake flask,5.6,7 days,30°C,Yli-CAH,,acc1;crtE;crtI;crtIEYB;crtYB;tHMGR,crtE (Xanthophyllomyces dendrorhous);crtI (Xanthophyllomyces dendrorhous);crtYB (Xanthophyllomyces dendrorhous),yes
P74,10.1093.jimb.kuad009,Yli-C2AH,Yarrowia lipolytica,β-carotene (β-carotene),95.3 mg/L,YPD,glucose,20 g/L,shake flask,5.6,192 hours,30°C,Yli-CAH,,acc1;crtE;crtI;crtIEYB;crtYB;tHMGR,crtE (Xanthophyllomyces dendrorhous);crtI (Xanthophyllomyces dendrorhous);crtYB (Xanthophyllomyces dendrorhous),yes
P74,10.1093.jimb.kuad009,Yli-C,Yarrowia lipolytica,β-carotene (β-carotene),34.5 mg/L,YPD,glucose,20 g/L,shake flask,5.6,192 hours,30°C,Yarrowia lipolytica,,crtE;crtI;crtYB;tHMGR,crtE (Xanthophyllomyces dendrorhous);crtI (Xanthophyllomyces dendrorhous);crtYB (Xanthophyllomyces dendrorhous),no
P74,10.1093.jimb.kuad009,Yli-C,Yarrowia lipolytica,β-carotene (β-carotene),40 mg/L,YPD,glucose,20 g/L,shake flask,5.6,192 hours,25°C,Yarrowia lipolytica,,crtE;crtI;crtYB;tHMGR,crtE (Xanthophyllomyces dendrorhous);crtI (Xanthophyllomyces dendrorhous);crtYB (Xanthophyllomyces dendrorhous),no
P74,10.1093.jimb.kuad009,Yli-CH,Yarrowia lipolytica,β-carotene (β-carotene),50.53 mg/L,YPD,glucose,20 g/L,shake flask,5.6,192 hours,30°C,Yli-C,,crtE;crtI;crtYB;tHMGR,crtE (Xanthophyllomyces dendrorhous);crtI (Xanthophyllomyces dendrorhous);crtYB (Xanthophyllomyces dendrorhous),yes
