paper number,doi,strain,strain type,product,product titer,medium,carbon source,carbon source concentration,vessel and feed mode,ph,time,temperature,oxygen level,parent strain,knock out gene,overexpress gene,heterologous gene,check
p74,10.1093.jimb.kuab050,SIY2,Saccharomyces cerevisiae,mevalonate (mevalonate),910 ± 70 mg/l,SC-dropout,glucose,unspecified,not specified,not specified,7 days,30°C,,CEN.PK-1C,none,Se-acsL641P,"Ef-mvaE, Ef-mvaS",yes
p74,10.1093.jimb.kuab050,JCY9,Saccharomyces cerevisiae,mevalonate (mevalonate),"1,620 ± 20 mg/l",SC-dropout,glucose,unspecified,not specified,not specified,7 days,30°C,,CEN.PK-1C,Δadh1/Δgpd1,Se-acsL641P,"Ef-mvaE, Ef-mvaS",yes
p74,10.1093.jimb.kuab050,JCY37,Saccharomyces cerevisiae,mevalonate (mevalonate),"1,570 ± 50 mg/l",SC-dropout,glucose,unspecified,not specified,not specified,7 days,30°C,,CEN.PK2-1C,Δadh1/Δgpd1,Se-acsL641P,"Ef-mvaE, Ef-mvaS",yes
p74,10.1093.jimb.kuab050,JCY51,Saccharomyces cerevisiae,mevalonate (mevalonate),"1,390 ± 10 mg/l",SC-dropout,glucose,unspecified,not specified,not specified,7 days,30°C,,CEN.PK-1C,none,Se-acsL641P,"Ef-mvaE, Ef-mvaS",yes
p74,10.1093.jimb.kuab050,JCY113,Saccharomyces cerevisiae,mevalonate (mevalonate),"1,320 ± 20 mg/l",SC-dropout,glucose,unspecified,not specified,not specified,7 days,30°C,,CEN.PK2-1C,Δadh1/Δgpd1,Bs-pta,"Ef-mvaE, Ef-mvaS",yes
p74,10.1093.jimb.kuab050,JCY98,Saccharomyces cerevisiae,mevalonate (mevalonate),"~1,320 mg/l",SC-dropout,glucose,unspecified,not specified,not specified,7 days,30°C,,CEN.PK2-1C,Δadh1/Δgpd1,"ADH1, GPD1","Ef-mvaE, Ef-mvaS",yes
p74,10.1093.jimb.kuab050,JCY99,Saccharomyces cerevisiae,mevalonate (mevalonate),"2,050 ± 100 mg/l",SC-dropout,glucose,unspecified,not specified,not specified,7 days,30°C,,CEN.PK2-1C,Δadh1/Δgpd1,"ADH1, GPD1, ALD6","Ef-mvaE, Ef-mvaS",yes
p74,10.1093.jimb.kuab050,JCY93,Saccharomyces cerevisiae,mevalonate (mevalonate),"1,640 ± 70 mg/l",SC-dropout,glucose,unspecified,not specified,not specified,7 days,30°C,,CEN.PK2-1C,none,CAB1,"Ef-mvaE, Ef-mvaS",yes
p74,10.1093.jimb.kuab050,JCY120,Saccharomyces cerevisiae,mevalonate (mevalonate),"2,350 ± 160 mg/l",SC-dropout,glucose,unspecified,not specified,not specified,7 days,30°C,,CEN.PK2-1C,Δadh1/Δgpd1,CAB1,"Ef-mvaE, Ef-mvaS",yes
p74,10.1093.jimb.kuab050,JCY73 without pantothenate,Saccharomyces cerevisiae,mevalonate (mevalonate),"~3,420 mg/l","SC-Ura, methionine at 2 mM","glucose, pantothenate",not specified,not specified,not specified,7 days,30°C,,CEN.PK2-1C,none,none,"Ef-mvaE, Ef-mvaS, Se-acsL641P",yes
p74,10.1093.jimb.kuab050,JCY87 with pantothenate,Saccharomyces cerevisiae,mevalonate (mevalonate),"3,830± 120 mg/l","SC-Ura, methionine at 2 mM","glucose, pantothenate",not specified,not specified,not specified,7 days,30°C,,CEN.PK2-1C,none,CAB1,"Ef-mvaE, Ef-mvaS, Se-acsL641P",OE
p74,10.1093.jimb.kuab050,JCY87 in bioreactor,Saccharomyces cerevisiae,mevalonate (mevalonate),13.3 ± 0.50 g/l,"SC-Ura, methionine at 2 mM","glucose, pantothenate","40% glucose, 15 μM pantothenate, 50 mM methionine",2 L fed-batch bioreactor with a constant feed of 1.8 g/h glucose,5.0,160 hours,30°C,,CEN.PK2-1C,none,CAB1,"Ef-mvaE, Ef-mvaS, Se-acsL641P",OE
,,,,,,,,,,,,,,,,,,
p75,10.1093.jimb.kuad009,Yli-C,Yarrowia lipolytica,β-carotene (β-carotene),34.5 mg/L,YPD,glucose,20 g/L,shake flask,5.6,192 hr,25°C,,Y. lipolytica po1f,,"crtI, crtE, crtYB","crtI, crtE, crtYB",yes
p75,10.1093.jimb.kuad009,Yli-CH,Yarrowia lipolytica,β-carotene (β-carotene),50.53 mg/L,YPD,glucose,20 g/L,shake flask,5.6,168 hr,25°C,,Yli-C,,tHMGR,"crtI, crtE, crtYB",yes
p75,10.1093.jimb.kuad009,Yli-CA,Yarrowia lipolytica,β-carotene (β-carotene),53.24 mg/L,YPD,glucose,20 g/L,shake flask,5.6,168 hr,25°C,,Yli-C,,acc1,"crtI, crtE, crtYB",yes
p75,10.1093.jimb.kuad009,Yli-CAH,Yarrowia lipolytica,β-carotene (β-carotene),87 mg/L,YPD,glucose,20 g/L,shake flask,5.6,168 hr,25°C,,Yli-C,,"tHMGR, acc1","crtI, crtE, crtYB",yes
p75,10.1093.jimb.kuad009,Yli-C2AH,Yarrowia lipolytica,β-carotene (β-carotene),95.3 mg/L,YPD,glucose,30 g/L,shake flask,5.6,168 hr,25°C,,Yli-CAH,,"tHMGR (2 copies), crtIEYB (2 copies)","crtI, crtE, crtYB",OE
p75,10.1093.jimb.kuad009,Yli-C2AH2,Yarrowia lipolytica,β-carotene (β-carotene),117.5 mg/L,YPD,glucose,30 g/L,shake flask,5.6,168 hr,25°C,,Yli-C2AH,,"tHMGR (3 copies), crtIEYB (2 copies)","crtI, crtE, crtYB",yes
p75,10.1093.jimb.kuad009,Yli-C2AH2,Yarrowia lipolytica,β-carotene (β-carotene),154 mg/L,YPD,glucose: sodium citrate 4:1,"30 g/L, 5 g/L",shake flask,5.6,168 hr,25°C,,Yli-C2AH,,"tHMGR (3 copies), crtIEYB (2 copies)","crtI, crtE, crtYB",yes
p75,10.1093.jimb.kuad009,Yli-C2AH2,Yarrowia lipolytica,β-carotene (β-carotene),2.7 g/L,YPD,glucose,30 g/L,fed-batch in a 5.0-L bioreactor,5.6,168 hr,25°C,,Yli-C2AH,,"tHMGR (3 copies), crtIEYB (2 copies)","crtI, crtE, crtYB",yes
,,,,,,,,,,,,,,,,,,
p76,10.1186.1475-2859-10-29,E. coli BW-ASTA,Escherichia coli,astaxanthin (astaxanthin),1.4 mg/g cdw,"LB, MM",glucose,Not specified,Shake flasks,,48 h,30°C,,E. coli BW-CARO,,"dxs (with T5 promoter), idi","crtEBIY  P. ananatis, crtW148 (NpF4798), crtZ  Nostoc punctiforme,",yes
p76,10.1186.1475-2859-10-29,E. coli BW-CARO,Escherichia coli,β-carotene (β-carotene),6.2 mg/g cdw,LB,,,Shake flasks,,,37°C,,,,"dxs (with T5 promoter), idi",crtEBIY  P. ananatis,OE
p76,10.1186.1475-2859-10-29,E. coli BW-CARO-dxs-idi,Escherichia coli,β-carotene (β-carotene),6.18 ± 0.78 mg/g cdw,LB,,,Shake flasks,,,37°C,,E. coli BW-CARO,,"dxs (with T5 promoter), idi",crtEBIY  P. ananatis,yes
p76,10.1186.1475-2859-10-29,E. coli BW-CANT,Escherichia coli,canthaxanthin (canthaxanthin),1.085 ± 0.15 mg/g cdw,LB,,,Shake flasks,,48 h,30°C,,E. coli BW-CARO-dxs-idi,,"dxs (with T5 promoter), idi","crtEBIY  P. ananatis, crtW148 (N. punctiforme)",yes
p76,10.1186.1475-2859-10-29,E. coli BW-CARO-dxs-idi pJF-crtW148,Escherichia coli,canthaxanthin (canthaxanthin),0.896 ± 0.12 mg/g cdw,LB,,,Shake flasks,,48 h,30°C,,E. coli BW-CARO-dxs-idi,,"dxs (with T5 promoter), idi","crtEBIY  P. ananatis, crtW148 (N. punctiforme)",yes
p76,10.1186.1475-2859-10-29,E. coli BW-CARO-dxs-idi pAW-crtZ,Escherichia coli,zeaxanthin (zeaxanthin),1.48 mg/g cdw,LB,,,Shake flasks,,,30°C,,E. coli BW-CARO-dxs-idi,,"dxs (with T5 promoter), idi","crtEBIY  P. ananatis, crtZ (plasmid-based)",yes
,,,,,,,,,,,,,,,,,,
p77,10.1186.1475-2859-12-63,JJ003,Pseudomonas putida,L-proline (L-proline),0.25 ± 0.003 g/g,CGXII minimal medium,glucose,40 g/L,shake flask,-,-,30°C,,ORN1,"argR, argF",N-acetylglutamate kinase,ocdPp,yes
p77,10.1186.1475-2859-12-63,JJ004,Pseudomonas putida,L-proline (L-proline),0.31 ± 0.01 g/g,Modified CGXII medium,glucose,35 g/L,shake flask,-,-,30°C,,ORN1,"argR, argF",N-acetylglutamate kinase,ocdPp (TAA),yes
p77,10.1186.1475-2859-12-63,JJ006,Pseudomonas putida,L-proline (L-proline),0.36 ± 0.01 g/g,Modified CGXII medium,glucose,35 g/L,shake flask,-,-,30°C,,ORN1,"argR, argF",Feedback alleviated NAGK,ocdPp (TAA),yes
,,,,,,,,,,,,,,,,,,
p78,10.1186.s12896-016-0284-7,BW25113 (DE3),Escherichia coli,Succinate (Succinate),Small amount,LB,Glucose,Not specified,"Shake flask, batch",Not specified,70 h,37 °C,,DH5α,,,,yes
p78,10.1186.s12896-016-0284-7,BKS4,Escherichia coli,Succinate (Succinate),2.0-fold higher than BW25113,LB,Glucose,Not specified,"Shake flask, batch",Not specified,70 h,37 °C,,BW25113 (DE3),ptsG,,,yes
p78,10.1186.s12896-016-0284-7,BKS8,Escherichia coli,Succinate (Succinate),Not specified,LB,Glucose,Not specified,"Shake flask, batch",Not specified,70 h,37 °C,,BKS4,"ppc, pykA, maeA, maeB",,,titer
p78,10.1186.s12896-016-0284-7,BKS9,Escherichia coli,Succinate (Succinate),0.33 mol/mol glucose,LB,Glucose,Not specified,"Shake flask, batch",Not specified,70 h,37 °C,,BKS8,"sdh, ppc, pykA, maeA, maeB",,,yes
p78,10.1186.s12896-016-0284-7,BKS10,Escherichia coli,Succinate (Succinate),Not specified,LB,Glucose,Not specified,"Shake flask, batch",Not specified,70 h,37 °C,,BKS8,"iclR, sdh, ppc, pykA, maeA, maeB",,,titer
p78,10.1186.s12896-016-0284-7,BKS11,Escherichia coli,Succinate (Succinate),18.17 mM,LB,Glucose,Not specified,"Shake flask, batch",Not specified,70 h,37 °C,,BKS10,"iclR, sdh, ppc, pykA, maeA, maeB","pck, ecaA",ecaA (Anabaena),yes
p78,10.1186.s12896-016-0284-7,BKS12,Escherichia coli,Succinate (Succinate),Not specified,LB,Glucose,Not specified,"Shake flask, batch",Not specified,70 h,37 °C,,BKS8,"ppc, pykA, maeA, maeB",pck,,titer
p78,10.1186.s12896-016-0284-7,BKS13,Escherichia coli,Succinate (Succinate),Not specified,LB,Glucose,Not specified,"Shake flask, batch",Not specified,70 h,37 °C,,BKS12,"ppc, pykA, maeA, maeB",pck,,titer
p78,10.1186.s12896-016-0284-7,BKS14,Escherichia coli,Succinate (Succinate),Not specified,LB,Glucose,Not specified,"Shake flask, batch",Not specified,70 h,37 °C,,BKS12,"ppc, pykA, maeA, maeB",pck,,titer
p78,10.1186.s12896-016-0284-7,BKS15,Escherichia coli,Succinate (Succinate),25.51 mM,LB,Glucose,Not specified,"Shake flask, batch",Not specified,70 h,37 °C,,BKS11,"iclR, sdh, ppc, pykA, maeA, maeB","pck, ecaA",ecaA (Anabaena),yes
,,,,,,,,,,,,,,,,,,
p79,10.1186.s12934-014-0104-5,RF01S,Escherichia coli,riboflavin (riboflavin),229.1 mg/L,LB medium,glucose,1% (w/v),shake flask,,48h,37°C,,MG1655,,"ribA, ribB, ribD, ribE, ribC (from E. coli)",,yes
p79,10.1186.s12934-014-0104-5,RF05S,Escherichia coli,riboflavin (riboflavin),585.2 mg/L,LB medium,glucose,1% (w/v),shake flask,,48h,37°C,,MG1655,"pgi, edd, eda","zwf, gnd (from C. glutamicum), pgl (from E. coli), acs",,yes
p79,10.1186.s12934-014-0104-5,RF05S-M40,Escherichia coli,riboflavin (riboflavin),1036.1 mg/L,LB medium,glucose,1% (w/v),shake flask,,48h,"37°C, 31°C",,RF05S,,ribF (modulated expression),,yes
p79,10.1186.s12934-014-0104-5,RF05S-M40,Escherichia coli,riboflavin (riboflavin),2702.8 mg/L,optimized MS medium,glucose,various (20 g/L typically),shake flask,,60h,31°C,,RF05S-M40,,,,yes
,,,,,,,,,,,,,,,,,,
p80,10.1186.s12934-014-0160-x,YJM49,E. coli,β-carotene (β-carotene),3.2 g/L,fermentation medium,glycerol,40% fed continuously,"Biostat B plus MO5L fermentor, aerobic fed-batch",7.0,56 h,34°C,,E. coli BL21(DE3),Not specified,"dxs, fni, GPPS2","mvaE, mvaS, crtE, crtB, crtI, crtY",yes
,,,,,,,,,,,,,,,,,,
p81,10.1186.s12934-015-0309-2,E. coli M-4CL1–CCR,Escherichia coli,p-coumaraldehyde (p-coumaraldehyde),49 mg/L,LB medium,p-coumaric acid,1 mM,"flasks, shaked at 200 rpm",Not specified,32 h,"37 °C (initially), 28 °C (after induction)",,E. coli M15 (pREP4),,4CL1–CCR,Yes,yes
p81,10.1186.s12934-015-0309-2,E. coli M-4CL1–CCR,Escherichia coli,caffealdehyde (caffealdehyde),19 mg/L,LB medium,caffeic acid,1 mM,"flasks, shaked at 200 rpm",Not specified,32 h,"37 °C (initially), 28 °C (after induction)",,E. coli M15 (pREP4),,4CL1–CCR,Yes,yes
p81,10.1186.s12934-015-0309-2,E. coli M-4CL1–CCR,Escherichia coli,coniferaldehyde (coniferaldehyde),35 mg/L,LB medium,ferulic acid,1 mM,"flasks, shaked at 200 rpm",Not specified,32 h,"37 °C (initially), 28 °C (after induction)",,E. coli M15 (pREP4),,4CL1–CCR,Yes,yes
p81,10.1186.s12934-015-0309-2,E. coli B-4CL1–CCR,Escherichia coli,p-coumaraldehyde (p-coumaraldehyde),49 mg/L,LB medium,p-coumaric acid,1 mM,"flasks, shaked at 200 rpm",Not specified,32 h,37 °C,,E. coli BL21 (DE3),,4CL1–CCR,Yes,yes
p81,10.1186.s12934-015-0309-2,E. coli M-4CL1+M-CCR,Escherichia coli,p-coumaraldehyde (p-coumaraldehyde),Not detected,LB medium,p-coumaric acid,1 mM,"flasks, shaked at 200 rpm",Not specified,32 h,"37 °C (initially), 28 °C (after induction)",,E. coli M15 (pREP4),,"4CL1, CCR",Yes,yes
p81,10.1186.s12934-015-0309-2,E. coli B-4CL1+CCR,Escherichia coli,p-coumaraldehyde (p-coumaraldehyde),13 mg/L,LB medium,p-coumaric acid,1 mM,"flasks, shaked at 200 rpm",Not specified,32 h,37 °C,,E. coli BL21 (DE3),,"4CL1, CCR",Yes,yes
,,,,,,,,,,,,,,,,,,
p82,10.1186.s12934-015-0381-7,Seq+,Escherichia coli,Lycopene (Lycopene),High (not quantified),LB,Not specified,Not specified,Bioreactor,6.9,48h,30°C,,WG1,,dxs,,titer
p82,10.1186.s12934-015-0381-7,MG1655*,Escherichia coli,Lycopene (Lycopene),Low (barely detectable),LB,Not specified,Not specified,Bioreactor,6.9,48h,30°C,,WG1,rpoS,,,titer
p82,10.1186.s12934-015-0381-7,Seq+,Escherichia coli,Isoprene (Isoprene),Not specified,LB,Not specified,Not specified,Sealed GC vials,Not specified,48h,30°C,,Not specified,,,ispS(L70R),titer
p82,10.1186.s12934-015-0381-7,MG1655*,Escherichia coli,Isoprene (Isoprene),Not specified,LB,Not specified,Not specified,Sealed GC vials,Not specified,48h,30°C,,Not specified,,,ispS(L70R),titer
p82,10.1186.s12934-015-0381-7,MG1655*,Escherichia coli,Lycopene (Lycopene),Increased (not quantified),LB,Not specified,100 µg/ml IPTG,Bioreactor,6.9,48h,30°C,,WG1,rpoS,katE,,
p82,10.1186.s12934-015-0381-7,Seq+,Escherichia coli,Lycopene (Lycopene),Decreased (Menadione treatment),LB,Not specified,Menadione treatment (concentration not specified),Shake flask,Not specified,48h,30°C,,WG1,,dxs,,titer
,,,,,,,,,,,,,,,,,,
p83,10.1186.s12934-016-0545-0,ATCC 21850,Corynebacterium glutamicum,violacein (violacein),5436 mg L−1,LBHIS,glucose,60 g L−1,"3 L fermenter, fed-batch",7.0,100 h,30 °C,,ATCC 21850,,vioABCDE,vioABCDE from Chromobacterium,yes
p83,10.1186.s12934-016-0545-0,ATCC 21850,Corynebacterium glutamicum,violacein (violacein),629 mg L−1,LBHIS,glucose,60 g L−1,"250 mL flask, batch",7.2,72 h,30 °C,,ATCC 21850,,vioABCDE under Ptrc promoter,vioABCDE from Janthinobacterium,yes
p83,10.1186.s12934-016-0545-0,ATCC 21850,Corynebacterium glutamicum,violacein (violacein),1116 mg L−1,LBHIS,glucose,60 g L−1,"250 mL flask, batch",7.2,72 h,30 °C,,ATCC 21850,,Synthetic vioABCDE operon,vioABCDE from Chromobacterium (synthetic RBS),yes
p83,10.1186.s12934-016-0545-0,ATCC 21850,Corynebacterium glutamicum,violacein (violacein),815 mg L−1,LBHIS,glucose,60 g L−1,"250 mL flask, batch",7.2,72 h,30 °C,,ATCC 21850,,vioABCDE,vioABCDE from Janthinobacterium (synthetic RBS),yes
p83,10.1186.s12934-016-0545-0,ATCC 21850,Corynebacterium glutamicum,violacein (violacein),2344 mg L−1,LBHIS,glucose,60 g L−1,"500 mL flask, batch",7.2,72 h,20 °C,,ATCC 21850,,vioABCDE under inducer (IPTG),vioABCDE from Chromobacterium,yes
p83,10.1186.s12934-016-0545-0,ATCC 13032,Corynebacterium glutamicum,violacein (violacein),Low,LBHIS,glucose,60 g L−1,"100 mL flask, batch",7.2,72 h,30 °C,,ATCC 13032,,vioABCDE under constitutive promoter,vioABCDE from Chromobacterium,yes
,,,,,,,,,,,,,,,,,,
p84,10.1186.s12934-016-0595-3,S. elongatus PCC 7942,Synechococcus elongatus,Succinate (Succinate),≈0.58-0.63 mg/L,BG-11,0.04% CO2,Not specified,250 ml shake flask containing 40 ml BG-11 medium,Not specified,21 days,30 °C,,S. elongatus PCC 7942,"glgc, sdhA, sdhB",dCas9,"sgRNA (targeting glgc, sdhA, sdhB)",yes
,,,,,,,,,,,,,,,,,,
p85,10.1186.s12934-017-0642-8,Bacillus licheniformis CGMCC2876,Bacillus,γ-PGA and polysaccharides (poly-gamma-glutamic acid and polysaccharides),"γ-PGA decreased by 31.54 or 61.62%, polysaccharides increased from 5.2 to 43.47%",pre-culture and γ-PGA production medium,glucose,5 or 10 g/L,"Erlenmeyer flask, batch",7.2,varies by stage,37°C,,Bacillus species,Not mentioned,Not mentioned,Not mentioned,yes
,,,,,,,,,,,,,,,,,,
p86,10.1186.s12934-017-0666-0,BL21–dapA–lysC–lysA–pntAB–pipA,Escherichia coli,l-pipecolic acid (l-pipecolic acid),5.33 g/L,LB modified,glucose,40 g/L,"7.5 L fermentor, fed-batch cultivation",7.0,72 h,37 °C/25 °C,,E. coli BL21 (DE3),,"dapA, lysC, lysA, pntAB",pipA (lysine cyclodeaminase),yes
,,,,,,,,,,,,,,,,,,
p87,10.1186.s12934-018-0951-6,IMX106-FDA3,Saccharomyces cerevisiae,pelargonidin 3-O-glucoside (pelargonidin 3-O-glucoside),Low concentration,SMG,glucose,20 g/L,shake flask,-,65 h,30°C,,IMX106,-,-,"coF3H, coANS, co3GT, coGhDFR",titer
p87,10.1186.s12934-018-0951-6,PATW002,Saccharomyces cerevisiae,pelargonidin (pelargonidin),Low concentration,SMNar,glucose,-,shake flask,-,140 h,30°C,,IMK393,"aro3Δ, pdc6Δ, aro10Δ",-,"coF3H, coANS, co3GT, coGhDFR",titer
p87,10.1186.s12934-018-0951-6,PATW079,Saccharomyces cerevisiae,pelargonidin (pelargonidin),Low concentration,SMG,glucose,20 g/L,shake flask,-,144 h,30°C,,PATW066,can1Δ,-,"coF3H, coANS, co3GT, coGhDFR",titer
p87,10.1186.s12934-018-0951-6,PATW080,Saccharomyces cerevisiae,pelargonidin (pelargonidin),Low concentration,SMG,glucose,20 g/L,shake flask,-,-,30°C,,PATW079,"exg1Δ, spr1Δ","coCHS3, coTAL1","coF3H, coANS, co3GT, coGhDFR",titer
p87,10.1186.s12934-018-0951-6,PATW076,Saccharomyces cerevisiae,pelargonidin (pelargonidin),0.01 µmol/g CDW,SMG,glucose,20 g/L,bioreactor (batch),5,-,30°C,,PATW080,"tsc13Δ, exg1Δ, spr1Δ","atPAL1, coC4H, coCPR1, atCHI1, atCHS3, coCHS3, at4CL3, coF3H, coGhDFR, coANS, co3GT, coCHS3, coTAL1, coMdECR","coF3H, coANS, co3GT, coGhDFR, coCHS3, coTAL1, coMdECR",yes
,,,,,,,,,,,,,,,,,,
p88,10.1186.s12934-019-1072-6,"AB3, AB10",Saccharomyces cerevisiae,acetate (acetate),not specified,minimal,glucose,20 g/L,"shake flasks, tubes,","6.5, 5.0, 4.0,",not specified,30 °C,,S. cerevisiae CEN.PK 113-5D,none,none,Xfpk (from Bifidobacterium breve),titer
p88,10.1186.s12934-019-1072-6,,Saccharomyces cerevisiae, (product),,defined,,7.5 g/L (chemostat feed),batch and chemostat (bioreactors),6.0,,,,,,,,strain titer
,,,,,,,,,,,,,,,,,,
p89,10.1186.s12934-022-01964-5,C. autoethanogenum [PThl-Atf1],Clostridium autoethanogenum,Ethyl acetate (Ethyl acetate),0.2 mM,modified ATCC medium 1754 PETC,CO,170 kPa,250 mL serum bottles,-,-,37°C,,C. autoethanogenum DSM 10061,"pta, adhE1a",Atf1,-,yes
p89,10.1186.s12934-022-01964-5,C. autoethanogenum [PPta-AckA-Atf1],Clostridium autoethanogenum,Ethyl acetate (Ethyl acetate),0.05 mM,modified ATCC medium 1754 PETC,CO,170 kPa,250 mL serum bottles,-,-,37°C,,C. autoethanogenum DSM 10061,"pta, adhE1a",Atf1,-,yes
p89,10.1186.s12934-022-01964-5,C. autoethanogenum [PThl-Atf1],Clostridium autoethanogenum,Butyl acetate (Butyl acetate),4.5 mM,modified ATCC medium 1754 PETC,CO + butanol,170 kPa + 20 mM butanol,250 mL serum bottles,-,-,37°C,,C. autoethanogenum DSM 10061,"pta, adhE1a",Atf1,-,yes
p89,10.1186.s12934-022-01964-5,C. autoethanogenum [PPta-AckA-Eat1],Clostridium autoethanogenum,Ethyl acetate (Ethyl acetate),<0.01 mM,modified ATCC medium 1754 PETC,CO,170 kPa,250 mL serum bottles,-,-,37°C,,C. autoethanogenum DSM 10061,"pta, adhE1a",Eat1,-,yes
p89,10.1186.s12934-022-01964-5,C. autoethanogenum [PThl-Eat1],Clostridium autoethanogenum,Ethyl acetate (Ethyl acetate),<0.01 mM,modified ATCC medium 1754 PETC,CO,170 kPa,250 mL serum bottles,-,-,37°C,,C. autoethanogenum DSM 10061,"pta, adhE1a",Eat1,-,yes
p89,10.1186.s12934-022-01964-5,C. autoethanogenum [PThl-Atf1],Clostridium autoethanogenum,Ethyl acetate (Ethyl acetate),0.3 mM,modified ATCC medium 1754 PETC,CO + ethanol,170 kPa + 50 mM ethanol,250 mL serum bottles,-,-,37°C,,C. autoethanogenum DSM 10061,"pta, adhE1a",Atf1,-,strain
,,,,,,,,,,,,,,,,,,
p90,10.1186.s12934-023-02070-w,Engineered E. coli strain,Escherichia coli,L-phenylalanine (L-Phe) (L-phenylalanine),60 g/L,"LB liquid medium, seed culture medium, fermentation medium",Glucose (Glc),20 g/L,"7-L bioreactor, fed-batch fermentation",7.0,48 h,"Initially 33 °C for 12 h, then 37 °C",,E. coli W3110,tyrosine auxotrophic strain,"aroF, pheA, aspC, and pheAfbr",,OE
,,,,,,,,,,,,,,,,,,
p91,10.1186.s13068-017-0969-8,C. glutamicum PDO1,Corynebacterium glutamicum,"1,2-propanediol (1,2-propanediol)",4.7 ± 0.0 mM,CGXII*,1 h HT PW,3.5% (v/v),Shaking flasks,6.5,6 h,30°C,,C. glutamicum WT,,gldA,E. coli glycerol dehydrogenase,yes
p91,10.1186.s13068-017-0969-8,C. glutamicum PDO1,Corynebacterium glutamicum,"1,2-propanediol (1,2-propanediol)",4.7 ± 0.0 mM,CGXII**,1 h HT PW,"3.5% (v/v) in batch, 8.6% (v/v) final","Bioreactor, aerobic intermittent fed-batch",7.4,13 h,30°C,,C. glutamicum WT,,gldA,E. coli glycerol dehydronase,yes
p91,10.1186.s13068-017-0969-8,C. glutamicum PDO2,Corynebacterium glutamicum,"1,2-propanediol (1,2-propanediol)",18.3 ± 1.2 mM,CGXII**,1 h HT PW,3.5% (v/v) final,"Bioreactor, two-phase aerobic/microaerobic",7.4,5 h,30°C,,C. glutamicum PDO1,"Δpqo, ΔaceE, ΔldhA, Δmdh",gldA,E. coli glycerol dehydronase,yes
,,,,,,,,,,,,,,,,,,
p92,10.1186.s13068-023-02288-1,Ap3HP6,Aspergillus,3-hydroxypropionic acid (3-HP) (3-hydroxypropionic acid),3.4 g/L,mRDM,Glucose,-,"Flask, Batch",-,7 days,30°C,,Aspergillus pseudoterreus,-,-,β-alanine pathway,titer
p92,10.1186.s13068-023-02288-1,An3HP5,Aspergillus,3-hydroxypropionic acid (3-HP) (3-hydroxypropionic acid),-,mRDM,Glucose,-,"Flask, Batch",-,7 days,30°C,,Aspergillus niger,-,-,β-alanine pathway,yes
p92,10.1186.s13068-023-02288-1,An3HP9,Aspergillus,3-hydroxypropionic acid (3-HP) (3-hydroxypropionic acid),6.8 g/L,mRDM,Glucose,-,"Flask, Batch",-,7 days,30°C,,Aspergillus niger,-,-,β-alanine pathway,titer
p92,10.1186.s13068-023-02288-1,An3HP10,Aspergillus,3-hydroxypropionic acid (3-HP) (3-hydroxypropionic acid),-,mRDM,Glucose,-,"Flask, Batch",-,7 days,30°C,,Aspergillus niger,-,-,β-alanine pathway,yes
p92,10.1186.s13068-023-02288-1,An3HP9/pyc2,Aspergillus,3-hydroxypropionic acid (3-HP) (3-hydroxypropionic acid),-,mRDM,Glucose,-,"Flask, Batch",-,7 days,30°C,,Aspergillus niger An3HP9,-,pyruvate carboxylase (pyc),β-alanine pathway,yes
p92,10.1186.s13068-023-02288-1,An3HP9/pyc2/ald6aΔ,Aspergillus,3-hydroxypropionic acid (3-HP) (3-hydroxypropionic acid),-,mRDM,Glucose,-,"Flask, Batch",-,7 days,30°C,,Aspergillus niger An3HP9/pyc2,malonate semialdehyde dehydrogenase (ald6a),pyruvate carboxylase (pyc),β-alanine pathway,yes
p92,10.1186.s13068-023-02288-1,An3HP9/pyc2/ald6aΔ/3HP-6,Aspergillus,3-hydroxypropionic acid (3-HP) (3-hydroxypropionic acid),36.0 g/L,RDM,Sugars from DDR-EH process,150 g/L,"Flask, Batch",-,7 days,34°C,,Aspergillus niger An3HP9/pyc2/ald6aΔ,malonate semialdehyde dehydrogenase (ald6a),pyruvate carboxylase (pyc),β-alanine pathway,titer
,,,,,,,,,,,,,,,,,,
p93,10.1186.s40643-020-00321-x,J#9,Komagataella phaffii,Monacolin J (MJ) (Monacolin J),2.71 mmol/L (975.5 mg/L),YNM,Methanol,1% (v/v),"Shake flask, 5-L bioreactor",-,96 h,30 °C,,K. phaffii GS115,-,-,-,yes
p93,10.1186.s40643-020-00321-x,J#9-TapA,Komagataella phaffii,Monacolin J (MJ) (Monacolin J),1.83 mmol/L (657.8 mg/L),YNM,Methanol,1% (v/v),"Shake flask, 5-L bioreactor",-,96 h,30 °C,,K. phaffii GS115,-,TapA,-,yes
p93,10.1186.s40643-020-00321-x,J#9-sTapA,Komagataella phaffii,Monacolin J (MJ) (Monacolin J),Data not specified,YNM,Methanol,1% (v/v),"Shake flask, 5-L bioreactor",-,96 h,30 °C,,K. phaffii GS115,-,stapA,-,titer
p93,10.1186.s40643-020-00321-x,J#9-sLovI,Komagataella phaffii,Monacolin J (MJ) (Monacolin J),Data not specified,YNM,Methanol,1% (v/v),"Shake flask, 5-L bioreactor",-,96 h,30 °C,,K. phaffii GS115,-,slovI,-,titer
