paper number,doi,strain names,strain type,product,product titer,medium,carbon source,carbon source concentration,vessel and feed mode,ph,time,temperature,parent strain,knock out gene,overexpress gene,heterologous gene
p110,10.1007.s10529-013-1317-0,BWL,Escherichia coli,lycopene (lycopene),0.89 mg g⁻¹ DCW,LB,glucose,10 g L⁻¹ (assumed as part of LB),batch,,24 h,37 °C,BW25113,-,-,"crtE, crtB, crtI (from Erwinia herbicola)"
p110,10.1007.s10529-013-1317-0,BZL,Escherichia coli,lycopene (lycopene),2.52 mg g⁻¹ DCW,LB,glucose,10 g L⁻¹ (assumed as part of LB),batch,,24 h,37 °C,BW25113,zwf,-,"crtE, crtB, crtI (from Erwinia herbicola)"
p110,10.1007.s10529-013-1317-0,BWL-PD,Escherichia coli,lycopene (lycopene),5.39 mg g⁻¹ DCW,LB,glucose,10 g L⁻¹ (assumed as part of LB),batch,,24 h,37 °C,BW25113,-,idi-dxs-ispDF,"crtE, crtB, crtI (from Erwinia herbicola)"
p110,10.1007.s10529-013-1317-0,BZL-PD,Escherichia coli,lycopene (lycopene),7.55 mg g⁻¹ DCW,LB,glucose,10 g L⁻¹ (assumed as part of LB),batch,,24 h,37 °C,BW25113,zwf,idi-dxs-ispDF,"crtE, crtB, crtI (from Erwinia herbicola)"
p111,10.1038.nbt.1555,K12 recA- (pZE-tacpha),Escherichia coli,poly-3-hydroxybutyrate (PHB) (poly-3-hydroxybutyrate (PHB)),Not specified,MR,Glucose,20 g/l,"Shake flask, continuous subculture",Not specified,72 h,37 °C,K12,recA,Not applicable,"phaAB, phaEC"
p111,10.1038.nbt.1555,K12 recA-CIChE-PHB,Escherichia coli,poly-3-hydroxybutyrate (PHB) (poly-3-hydroxybutyrate (PHB)),Not specified,MR,Glucose,20 g/l,"Shake flask, continuous subculture",Not specified,72 h,37 °C,K12 CIChE,recA,Not applicable,"phaAB, phaEC"
p111,10.1038.nbt.1555,CIChE-LYC strains,Escherichia coli,Lycopene (Lycopene),Not specified,R-glycerol minimal,Glycerol,15 g/l,Shake flask,7.0,48 h,30 °C,K12 CIChE,Not applicable,dxs-idi-ispDF,CrtEBI
p111,10.1038.nbt.1555,K12 MG1655 recA (pCL1920TrcMEP + pAC-LYC),Escherichia coli,Lycopene (Lycopene),Not specified,R-glycerol minimal,Glycerol,15 g/l,Shake flask,7.0,48 h,30 °C,K12 MG1655,recA,dxs-idi-ispDF,CrtEBI
p112,10.1038.nbt.3095,E. coli TaxE1,Escherichia coli,taxadiene (taxadiene),-,-,glucose,-,batch,7.0,-,30 °C,E. coli MG1655_ΔrecA_ΔendA_DE3,-,"MEP operon, TG operon",-
p112,10.1038.nbt.3095,E. coli TaxE2,Escherichia coli,taxadiene (taxadiene),-,-,glucose,-,batch,7.0,-,30 °C,E. coli TaxE1,-,pta from p5trc-pta,-
p112,10.1038.nbt.3095,E. coli TaxE3,Escherichia coli,taxadiene (taxadiene),-,-,glucose,-,batch,7.0,-,30 °C,E. coli TaxE2,-,pta-ackA from p5trc-pta-trc-ackA,-
p112,10.1038.nbt.3095,E. coli TaxE4,Escherichia coli,"acetate, taxadiene (acetate, taxadiene)",-,-,glucose,-,batch,7.0,-,30 °C,E. coli TaxE3,atpFH,-,-
p112,10.1038.nbt.3095,E. coli TaxE5,Escherichia coli,taxadiene (taxadiene),-,-,glucose,-,batch,7.0,-,30 °C,E. coli MG1655_ΔrecA_ΔendA_DE3,-,"MEP operon, TG operon",-
p112,10.1038.nbt.3095,E. coli TaxE6,Escherichia coli,miltiradiene (miltiradiene),-,-,glucose,-,batch,7.0,-,30 °C,E. coli TaxE5,atpFH,-,"KSL, CPS"
p112,10.1038.nbt.3095,E. coli TaxE7,Escherichia coli,miltiradiene (miltiradiene),-,-,glucose,-,batch,7.0,-,30 °C,E. coli TaxE6,-,-,"KSL, CPS"
p112,10.1038.nbt.3095,E. coli TaxE8,Escherichia coli,valencene (valencene),-,-,glucose,-,batch,7.0,-,30 °C,E. coli TaxE4,-,-,"ispA, valC"
p112,10.1038.nbt.3095,S. cerevisiae TaxS1,Escherichia coli,oxygenated taxanes (oxygenated taxanes),-,-,glucose,-,batch,7.0,-,22 °C,S. cerevisiae BY4700,-,5αCYP-CPR,5αCYP-CPR
p112,10.1038.nbt.3095,S. cerevisiae TaxS2,Escherichia coli,oxygenated taxanes (oxygenated taxanes),-,-,glucose,-,batch,7.0,-,22 °C,S. cerevisiae TaxS1,-,5αCYP-CPR (UAS-GPDp),5αCYP-CPR
p112,10.1038.nbt.3095,S. cerevisiae TaxS3,Escherichia coli,oxygenated taxanes (oxygenated taxanes),-,-,glucose,-,batch,7.0,-,22 °C,S. cerevisiae TaxS1,-,5αCYP-CPR (UAS-ACSp),5αCYP-CPR
p112,10.1038.nbt.3095,S. cerevisiae TaxS4,Escherichia coli,oxygenated taxanes (oxygenated taxanes),-,-,glucose,-,batch,7.0,-,22 °C,S. cerevisiae TaxS1,-,5αCYP-CPR (UAS-GPDp),5αCYP-CPR
p112,10.1038.nbt.3095,S. cerevisiae TaxS5,Escherichia coli,oxygenated taxanes (oxygenated taxanes),-,-,glucose,-,batch,7.0,-,22 °C,S. cerevisiae BY4719,-,"5αCYP-CPR, TAT, 10βCYP-CPR","5αCYP-CPR, TAT, 10βCYP-CPR"
p112,10.1038.nbt.3095,S. cerevisiae TaxS6,Escherichia coli,monoacetylated dioxygenated taxane (taxadien-5α-acetate-10β-ol),-,-,xylose,-,batch,7.0,-,22 °C,S. cerevisiae TaxS4,-,"5αCYP-CPR, TAT, 10βCYP-CPR","5αCYP-CPR, TAT, 10βCYP-CPR"
p112,10.1038.nbt.3095,S. cerevisiae TaxS7,Escherichia coli,monoacetylated dioxygenated taxane (taxadien-5α-acetate-10β-ol),improved,-,xylose,-,batch,7.0,-,22 °C,S. cerevisiae TaxS6,-,"5αCYP-CPR, TAT (UAS-GPDp), 10βCYP-CPR","5αCYP-CPR, TAT, 10βCYP-CPR"
p112,10.1038.nbt.3095,S. cerevisiae TaxS8,Escherichia coli,ferruginol (ferruginol),18 mg/L,xylose,xylose,-,batch,7.0,-,22 °C,S. cerevisiae BY4700,-,SmCYP-SmCPR,SmCYP-SmCPR
p112,10.1038.nbt.3095,S. cerevisiae TaxS9,Escherichia coli,"nootkatol, nootkatone (nootkatol, nootkatone)","30 mg/L, 0.8 mg/L",xylose,xylose,-,batch,7.0,-,22 °C,S. cerevisiae BY4700,-,HmCYP-AtCPR,HmCYP-AtCPR
p112,10.1038.nbt.3095,S. cerevisiae TaxS10,Escherichia coli,nootkatone (nootkatone),4 mg/L,xylose,xylose,-,batch,7.0,-,22 °C,S. cerevisiae TaxS9,-,"HmCYP-AtCPR, PpADHC3",HmCYP-AtCPR
p113,10.1038.ncomms1494,E. coli DH1,Escherichia coli,bisabolene (bisabolene),>900 mg l−1,"EZ-Rich, defined",glucose,1% (v/v),shake flask,not specified,73 h,30 °C,-,-,AgBIS,"TPS12, TPS13, TPS-BIS, TPS3, Ag1, AgBIS"
p113,10.1038.ncomms1494,E. coli DH1,Escherichia coli,bisabolene (bisabolene),389±49 mg l−1,"EZ-Rich, defined",glucose,1% (v/v),shake flask,not specified,73 h,30 °C,-,-,AgBIS,-
p113,10.1038.ncomms1494,E. coli DH1,Escherichia coli,bisabolene (bisabolene),586±65 mg l−1,"EZ-Rich, defined",glucose,1% (v/v),shake flask,not specified,-,-,-,-,"AgBIS, optimized mevalonate pathway genes (tHMGR, HMGS, MK, PMK)",-
p113,10.1038.ncomms1494,E. coli DH1,Escherichia coli,bisabolene (bisabolene),912±43 mg l−1,"EZ-Rich, defined",glucose,1% (v/v),shake flask,not specified,73 h,30 °C,-,-,"AgBIS, mevalonate pathway under Ptrc promoter",-
p113,10.1038.ncomms1494,S. cerevisiae EPY300,Escherichia coli,bisabolene (bisabolene),994±241 mg l−1,"YEP, 1.8% galactose/0.2% glucose","galactose, glucose","1.8% (v/v), 0.2% (v/v)",shake flask,not specified,96 h,30 °C,-,-,AgBIS,-
p113,10.1038.ncomms1494,E. coli DH1,Escherichia coli,bisabolene (bisabolene),~900 mg l−1,minimal medium,glucose,2% (v/v),shake flask,not specified,72 h,30 °C,-,-,AgBIS,-
p114,10.1038.ncomms2425,"BL21(DE3) ΔfadD with pCDM4-[RBS29]-GLY, pACM4-ACA and pETM6-FAS",E. coli,free fatty acids (free fatty acids),8.6 g l<sup>-1</sup>,MK media,glucose,"20 g l<sup>-1</sup> initial, 40% glucose feed","20 L bioreactor, fed-batch",6.8,70 h,34 °C after induction,BL21(DE3),fadD,"accABCD, fabAHGI (tesA′), BnFatA","CnFatB2, EGTE"
p115,10.1007.s10295-005-0206-5,GJT001(pKK313),Escherichia coli,succinate (succinate),-,LB,glucose,40 g/L,"45-mL capped tubes, anaerobic",7.4,-,37°C,GJT001,-,PEPC (Sorghum),S8D mutation PEPC
p115,10.1007.s10295-005-0206-5,YBS121(pKK313),Escherichia coli,succinate (succinate),-,LB,glucose,40 g/L,"250-mL flasks, microaerobic",-,-,37°C,GJT001,ackA-pta,PEPC (Sorghum),S8D mutation PEPC
p115,10.1007.s10295-005-0206-5,YBS132(pKK313),Escherichia coli,succinate (succinate),-,LB,glucose,40 g/L,"250-mL flasks, microaerobic",-,-,37°C,GJT001,"ackA-pta, ldhA",PEPC (Sorghum),S8D mutation PEPC
p115,10.1007.s10295-005-0206-5,GJT001,Escherichia coli,succinate (succinate),-,LB,sorbitol,40 g/L,"45-mL capped tubes, anaerobic",7.4,-,37°C,MC4100 derivative,-,PEPC (Sorghum),S8D mutation PEPC
p115,10.1007.s10295-005-0206-5,GJT001,Escherichia coli,succinate (succinate),-,LB,xylose,40 g/L,"45-mL capped tubes, anaerobic",7.4,-,37°C,MC4100 derivative,-,PEPC (Sorghum),S8D mutation PEPC
p116,10.1007.s10295-011-0973-0,VH33ΔtyrR_DOPA,Escherichia coli,"l-DOPA (l-3,4-dihydroxyphenylalanine)",320 mg/l,minimal,glucose,10 g/l,shake flask,6.0,50 h,37°C,VH33,tyrR,"aroG fbr, tktA, tyrC, pheA CM, hpaBC","cyclohexadienyl dehydrogenase (Zymomonas mobilis), chorismate mutase domain (E. coli), 4-hydroxyphenylacetate 3-hydroxylase (E. coli W)"
p117,10.1007.s10295-011-0978-8,W3110,Escherichia coli,- (l-tryptophan),-,LB,Glucose,-,shake flask,-,-,37°C,-,-,-,-
p117,10.1007.s10295-011-0978-8,FB-04/pSV03,Escherichia coli,L-tryptophan (L-tryptophan),13.3 g/l,modified Gerigk et al.,Glucose,8 g/l + feeding,"3-l fermentor, fed-batch",6.8,30 h,33°C to 38°C,W3110,"trpR, tnaA, pheA, tyrA","aroF fbr, trpE fbr D",-
p118,10.1093.nar.gks549,INVSc1 (mutant INV-X3),yeast,ethanol (ethanol),0.25 g/g xylose,not specified,xylose,2%,not specified,not specified,not specified,30°C,INVSc1,not mentioned,"csXR, ctXDH, ppXKS","csXR, ctXDH, ppXKS"
p118,10.1093.nar.gks549,INVSc1 (reference INV-XWT),yeast,ethanol (ethanol),0.16 g/g xylose,not specified,xylose,2%,not specified,not specified,not specified,30°C,INVSc1,not mentioned,"csXR, ctXDH, ppXKS","csXR, ctXDH, ppXKS"
p118,10.1093.nar.gks549,"CTY-X7 (industrial, mutant)",yeast,ethanol (ethanol),0.26 g/g xylose,not specified,xylose,2%,not specified,not specified,not specified,30°C,'Classic Turbo Yeast',not mentioned,"csXR, ctXDH, ppXKS","csXR, ctXDH, ppXKS"
p118,10.1093.nar.gks549,"CTY-XWT (industrial, reference)",yeast,ethanol (ethanol),negligible,not specified,xylose,2%,not specified,not specified,not specified,30°C,'Classic Turbo Yeast',not mentioned,"csXR, ctXDH, ppXKS","csXR, ctXDH, ppXKS"
p118,10.1093.nar.gks549,INVSc1 (mutant INV-C3),yeast,ethanol (ethanol),not specified,not specified,cellobiose,not specified,not specified,not specified,not specified,30°C,INVSc1,not mentioned,"cdt-1, gh1-1","cdt-1, gh1-1"
p118,10.1093.nar.gks549,INVSc1 (reference INV-CWT),yeast,ethanol (ethanol),not specified,not specified,cellobiose,not specified,not specified,not specified,not specified,30°C,INVSc1,not mentioned,"cdt-1, gh1-1","cdt-1, gh1-1"
p118,10.1093.nar.gks549,"CTY-C59 (industrial, mutant)",yeast,ethanol (ethanol),not specified,not specified,cellobiose,not specified,not specified,not specified,not specified,30°C,'Classic Turbo Yeast',not mentioned,"cdt-1, gh1-1","cdt-1, gh1-1"
p118,10.1093.nar.gks549,"CTY-CWT (industrial, reference)",yeast,ethanol (ethanol),not specified,not specified,cellobiose,not specified,not specified,not specified,not specified,30°C,'Classic Turbo Yeast',not mentioned,"cdt-1, gh1-1","cdt-1, gh1-1"
p119,10.1002.bit.24828,BW25113(DE3) ΔcadA ΔldcC pCDF-lysCfbr-dapAfbr pSTV-davBA,Escherichia coli,5-aminovalerate (AMV) (5-aminovalerate),0.86 g/L,M10,glucose,25 g/L,"shake flask, no feed",not specified,48 h,37°C,BW25113(DE3),"cadA, ldcC","lysCfbr, dapAfbr, davBA",davBA from P. putida KT2440
p119,10.1002.bit.24828,BW25113(DE3) ΔcadA ΔldcC pCDF-lysCfbr-dapAfbr pSTV-davBA pTrc-davDT,Escherichia coli,glutarate (glutarate),0.82 g/L,M10,glucose,25 g/L,"shake flask, no feed",not specified,48 h,37°C,BW25113(DE3),"cadA, ldcC","lysCfbr, dapAfbr, davBA, davDT",davDT from P. putida KT2440
p120,10.1016.j.jbiotec.2013.11.009,E. coli MG1655 with pT-GPS and pSTKSN12Didi (GDPB),Escherichia coli,geraniol (geraniol),13.3 mg/L,2YT with 2% glycerol,glycerol,2%,"glass tube, two-phase culture",not specified,36 h,30°C,-,-,"GPPS (mutated FPPS), tObGES",ObGES (truncated)
p120,10.1016.j.jbiotec.2013.11.009,E. coli GEOLB (GDPB with tObGES),Escherichia coli,geraniol (geraniol),105.2 mg/L,"2YT with 2% glycerol, 3.2 mM mevalonate","glycerol, mevalonate","2%, 3.2 mM","glass tube, two-phase culture",not specified,36 h,30°C,-,-,tObGES,ObGES (truncated)
p120,10.1016.j.jbiotec.2013.11.009,E. coli KGEOLB (yjgB knock-out of GEOLB),Escherichia coli,geraniol (geraniol),129.7 mg/L,"2YT with 2% glycerol, 3.2 mM mevalonate","glycerol, mevalonate","2%, 3.2 mM","glass tube, two-phase culture",not specified,48 h,30°C,E. coli GEOLB,yjgB,-,ObGES (truncated)
p120,10.1016.j.jbiotec.2013.11.009,E. coli KGEOLW (KGEOLB with pSNAK),Escherichia coli,geraniol (geraniol),182.5 mg/L,2YT with 2% glycerol,glycerol,2%,"glass tube, two-phase culture",not specified,48 h,30°C,E. coli KGEOLB,yjgB,-,"ObGES (truncated), whole MVA pathway genes"
p121,10.1016.j.ymben.2005.03.001,SBS550MG,Escherichia coli,succinate (succinate),160 mM,Anaerobic LB,glucose,20 g/L,shake flask,7.0,24 h,37°C,MG1655,"adhE, ldhA, ack-pta",pyruvate carboxylase (pyc),"citrate synthase (citZ, B. subtilis)"
p121,10.1016.j.ymben.2005.03.001,SBS660MG,Escherichia coli,succinate (succinate),1.7 mol/mol,Anaerobic LB,glucose,"80 mM for first run, 100 mM for second run","1 L bioreactor, repeated feeding",7.0,-,37°C,SBS440MG,"adhE, ldhA, ack-pta, arcA",pyruvate carboxylase (pyc),"citrate synthase (citZ, B. subtilis)"
p121,10.1016.j.ymben.2005.03.001,SBS990MG,Escherichia coli,succinate (succinate),1.5 mol/mol,Anaerobic LB,glucose,-,shake flask,7.0,24 h,37°C,SBS110MG,"adhE, ldhA, ack-pta",pyruvate carboxylase (pyc),
p122,10.1016.j.ymben.2008.08.001,JCL 16,Escherichia coli,"1-propanol, 1-butanol (1-propanol, 1-butanol)","~60 mg/L, ~30 mg/L",M9 + 5 g/L yeast extract,glucose,30 g/L,batch,not specified,24 h,30°C,BW25113,-,"ilvA, leuABCD, kivd, ADH2",-
p122,10.1016.j.ymben.2008.08.001,JCL 16 (with threonine),Escherichia coli,"1-propanol, 1-butanol (1-propanol, 1-butanol)",2 g/L,M9 + 5 g/L yeast extract + 8 g/L threonine,glucose,30 g/L,batch,not specified,24 h,30°C,BW25113,-,"ilvA, leuABCD, kivd, ADH2",-
p122,10.1016.j.ymben.2008.08.001,"CRS 31 (JCL16 DmetA, Dtdh, DilvB, DilvI, DadhE)",Escherichia coli,"1-propanol, 1-butanol (1-propanol, 1-butanol)",not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,JCL 16,"metA, tdh, ilvB, ilvI, adhE",-,-
p122,10.1016.j.ymben.2008.08.001,"CRS24 (assumed, based on genetic modifications)",Escherichia coli,"1-propanol, 1-butanol (1-propanol, 1-butanol)",improved titer,M9 + 5 g/L yeast extract,glucose,30 g/L,batch,not specified,not specified,30°C,BW25113,"metA, tdh, ilvB, ilvI","ilvA, leuABCD, thrA fbr BC, kivd, ADH2","kivd (L. lactis), ADH2 (S. cerevisiae)"
p123,10.1016.j.ymben.2009.07.001,YIP-0C-05,Saccharomyces cerevisiae,cubebol (cubebol),85% increase from baseline,defined minimal,galactose,20 g/L,5 L batch,4.95-5.05,-,30°C,CEN.PK113-5D,GDH1,-,GFTpsC (cubebol synthase)
p123,10.1016.j.ymben.2009.07.001,YIP-0C-06,Saccharomyces cerevisiae,cubebol (cubebol),-,defined minimal,galactose,20 g/L,5 L batch,4.95-5.05,-,30°C,YIP-0C-05,GDH1,GDH2,GFTpsC
p123,10.1016.j.ymben.2009.07.001,YIP-MC-11,Saccharomyces cerevisiae,cubebol (cubebol),higher than YIP-0C-05,defined minimal,galactose,20 g/L,5 L batch,4.95-5.05,-,30°C,YIP-0C-06,-,tHMG1,GFTpsC
p124,10.1016.j.ymben.2009.07.003,BLDpgiDpldADppc,Escherichia coli,leucocyanidin (leucocyanidin),817 mg/L,modified M9,D-glucose,10 g/L,batch,6.8,15 h,30°C,BL21 Star™ (DE3),"pgi, pldA, ppc",-,"DFR (Anthurium andraeanum), LAR (Desmodium uncinatum)"
p124,10.1016.j.ymben.2009.07.003,BLDpgi,Escherichia coli,leucocyanidin (leucocyanidin),756 mg/L,modified M9,D-glucose,10 g/L,batch,6.8,15 h,30°C,BL21 Star™ (DE3),pgi,-,"DFR (Anthurium andraeanum), LAR (Desmodium uncinatum)"
p124,10.1016.j.ymben.2009.07.003,BLDpgiDppc,Escherichia coli,leucocyanidin (leucocyanidin),779 mg/L,modified M9,D-glucose,10 g/L,batch,6.8,15 h,30°C,BL21 Star™ (DE3),"pgi, ppc",-,"DFR (Anthurium andraeanum), LAR (Desmodium uncinatum)"
p124,10.1016.j.ymben.2009.07.003,BLDpgiDpldADppc,Escherichia coli,(+)-catechin ((-)-Epicatechin),39 mg/L,modified M9,D-glucose,10 g/L,batch,6.8,15-48 h,30°C,BL21 Star™ (DE3),"pgi, pldA, ppc",-,"DFR (Anthurium andraeanum), LAR (Desmodium uncinatum)"
p124,10.1016.j.ymben.2009.07.003,BL21 Star™ (DE3),Escherichia coli,(+)-catechin ((-)-Epicatechin),-,modified M9,D-glucose,10 g/L,batch,6.8,6 h,30°C,-,-,-,"DFR (Anthurium andraeanum), LAR (Desmodium uncinatum)"
p125,10.1016.j.ymben.2009.11.002,CRT028/pACMNOx,E. coli,diapolycopendial (DPL) and diapolycopendioic acid (DPA) (diapolycopendial (DPL) and diapolycopendioic acid (DPA)),0.177 mg/mL (bioreactor),M9 minimal medium,glucose,5 g/L,Batch,6.9,-,30°C,E. coli MG1655,"lldhA::kan+, dfrdA::kan+, dpoxB::kan+, dpta::kan+, dadhE::kan+, dpykF::kan+, dzwf::kan+, dmaeB::kan+",-,"crtM, crtN, crtOx (plasmid pACMNOx)"
p126,10.1016.j.ymben.2010.02.003,E. coli TL100,Escherichia coli,fatty acids (fatty acids),reduced,not specified,not specified,not specified,not specified,not specified,not specified,not specified,E. coli,"fadD, acpP (integrated)",not specified,not specified
p126,10.1016.j.ymben.2010.02.003,E. coli TL102,Escherichia coli,fatty acids (fatty acids),reduced,not specified,not specified,not specified,not specified,not specified,not specified,not specified,E. coli,"fadD, ackA-pta, adhE",not specified,not specified
p126,10.1016.j.ymben.2010.02.003,E. coli XL100/pMSD8/pTL42,Escherichia coli,fatty acids (fatty acids),14% of benchmark,not specified,not specified,not specified,not specified,not specified,not specified,not specified,E. coli,fadD,"TesA, plant TE (T7 promoter)",not specified
p127,10.1016.j.ymben.2011.01.004,BL21 Star DE3 DhyaB DhybC DhycE DhyfG,Escherichia coli,hydrogen (hydrogen),8.4 mmol H2 per L,semi-defined,glucose,10 g L<sup>-1</sup>,batch,not specified,12 h,37°C,BL21 Star (DE3),"hyaB, hybC, hycE, hyfG",-,"hoxE, hoxF, hoxU, hoxY, hoxH, HypA1, hypB1, hypC, hypD, hypE, hypF, hoxW"
p127,10.1016.j.ymben.2011.01.004,BL21 Star DE3 DpflB::kan DhyaB DhybC DhycE DhyfG,Escherichia coli,hydrogen (hydrogen),approximately 16.8 mmol H2 per L,semi-defined,glucose,10 g L<sup>-1</sup>,batch,not specified,not specified,37°C,BL21 Star DE3 DhyaB DhybC DhycE DhyfG,pflB,-,"hoxE, hoxF, hoxU, hoxY, hoxH, HypA1, hypB1, hypC, hypD, hypE, hypF, hoxW"
p128,10.1016.j.ymben.2011.04.005,WAT11 with pESC-HIS-TAL-made + pESC-TRP-4CL::STS,yeast,resveratrol (resveratrol),5.58-fold increase compared to mammalian cells,SD dropout with 2% galactose,glucose (initial) + tyrosine,"2% (w/v) glucose, 12 mg/L tyrosine",batch,not specified,12-16 h after induction,30°C,WAT11,none,"TAL-made, 4CL::STS",TAL (Rhodobacter sphaeroides)
p128,10.1016.j.ymben.2011.04.005,WAT11 with pAG304GPD-4CL::STS + pAG305GPD-araE,yeast,resveratrol (resveratrol),3.1 mg/L,SD dropout with 2% sucrose + p-coumaric acid,sucrose + p-coumaric acid,"2% sucrose, 10 mg/L p-coumaric acid",batch,not specified,8 days,30°C,WAT11,none,"4CL::STS, araE",araE (E. coli)
p128,10.1016.j.ymben.2011.04.005,WAT11 in grape juice,yeast,resveratrol (resveratrol),3.44 mg/L at 48 h,grape juice,natural juice sugars,not specified,batch,not specified,48 h,25°C,WAT11,none,4CL::STS (constitutive),"none, native production in grape juice"
p129,10.1016.j.ymben.2011.05.003,E. coli DALA,Escherichia coli,ALA (5-Aminolevulinic acid),4.13 g/L,modified minimal medium,glucose,35 g/L,batch,6.0-7.0,48 h,37°C,E. coli,-,"hemA M, hemL, rhtA",hemA M (from S. arizona)
p130,10.1016.j.ymben.2011.06.005,E. coli NST74 pSpal2At pTfdc1Sc,Escherichia coli,styrene (styrene),260 mg/L,MM1,glucose,15 g/L,"shake flask, batch",,29 h,32°C,E. coli NST74,,"PAL2, FDC1","PAL2 (A. thaliana), FDC1 (S. cerevisiae)"
p131,10.1016.j.ymben.2011.08.001,E. coli wFS,E. coli,a-farnesene (a-farnesene),1.2 mg/L,2YT,glycerol,1% (v/v),batch,,24 h,29°C,E. coli DH5α,,a-farnesene synthase (MdAFS1),apple a-farnesene synthase (wFS)
p131,10.1016.j.ymben.2011.08.001,E. coli aFS,E. coli,a-farnesene (a-farnesene),1.6 mg/L (1.3-fold increase),2YT,glycerol,1% (v/v),batch,,24 h,29°C,E. coli wFS,,a-farnesene synthase (aFS),codon-optimized a-farnesene synthase (aFS)
p131,10.1016.j.ymben.2011.08.001,E. coli aFS-idi,E. coli,a-farnesene (a-farnesene),6.3 mg/L (7-fold increase),2YT,glycerol,1% (v/v),batch,,24 h,29°C,E. coli aFS,idi,a-farnesene synthase (aFS),idi (rate-limiting MEP pathway enzyme)
p131,10.1016.j.ymben.2011.08.001,E. coli aFS-SN,E. coli,a-farnesene (a-farnesene),17 mg/L,2YT + mevalonate,glycerol,1% (v/v) + 5 mM mevalonate,batch,,48 h,29°C,E. coli aFS,,"a-farnesene synthase (aFS), MVA pathway",MVA pathway genes
p131,10.1016.j.ymben.2011.08.001,E. coli ispAaFS-SN,E. coli,a-farnesene (a-farnesene),57.6 mg/L (3.2-fold increase),2YT + mevalonate,glycerol,1% (v/v) + 5 mM mevalonate,batch,,48 h,29°C,E. coli aFS-SN,,"FPP synthase (IspA), a-farnesene synthase (aFS)",ispA (FPP synthase)
p131,10.1016.j.ymben.2011.08.001,E. coli ispALaFS-SN,E. coli,a-farnesene (a-farnesene),86.8 mg/L,2YT + mevalonate,glycerol,1% (v/v) + 5 mM mevalonate,batch,,48 h,29°C,E. coli ispAaFS-SN,,FPP synthase-a-farnesene synthase fusion (IspALaFS),ispA-aFS fusion
p131,10.1016.j.ymben.2011.08.001,E. coli ispALaFS-NA,E. coli,a-farnesene (a-farnesene),380.0 mg/L (2.5-fold increase),2YT,glycerol,3% (v/v),batch,,48 h,29°C,E. coli ispALaFS-SN,,"entire MVA pathway, FPP synthase-a-farnesene synthase fusion (IspALaFS)","entire MVA pathway, ispA-aFS fusion"
p132,10.1016.j.ymben.2012.11.009,E. coli (Strain 1),Escherichia coli,(2S)-pinocembrin ((2S)-pinocembrin),3.12 mg/L,MOPS,glucose,not specified,batch,not specified,48 h,30°C,E. coli JM109,none,"aroF, pheA fbr, PAL-4CL, CHS-CHI","PAL (R. glutinis), 4CL (P. crispum), CHS (P. X hybrida), CHI (M. sativa), matB-matC (R. trifolii)"
p132,10.1016.j.ymben.2012.11.009,E. coli (Strain 4),Escherichia coli,(2S)-pinocembrin ((2S)-pinocembrin),40.02 mg/L,MOPS,glucose,not specified,batch,not specified,48 h,30°C,E. coli JM109,none,"optimized expression of aroF, pheA fbr, PAL-4CL, CHS-CHI","PAL (R. glutinis), 4CL (P. crispum), CHS (P. X hybrida), CHI (M. sativa), matB-matC (R. trifolii)"
p133,10.1016.j.ymben.2013.05.004,3p-0,E. coli,limonene (limonene),<2 mg/L,EZ-Rich defined medium,glucose,1%,shake flask,,24 h,30°C,E. coli DH1,,"mevalonate pathway genes, limonene synthase","mevalonate pathway genes, limonene synthase"
p133,10.1016.j.ymben.2013.05.004,2p-0,E. coli,limonene (limonene),2 mg/L,EZ-Rich defined medium,glucose,1%,shake flask,,24 h,30°C,E. coli DH1,,"mevalonate pathway genes, limonene synthase","mevalonate pathway genes, limonene synthase"
p133,10.1016.j.ymben.2013.05.004,2p-0-tr,E. coli,limonene (limonene),40 mg/L,EZ-Rich defined medium,glucose,1%,shake flask,,24 h,30°C,E. coli DH1,,"truncated GPPS, limonene synthase","truncated GPPS, limonene synthase"
p133,10.1016.j.ymben.2013.05.004,1pC+P,E. coli,perillyl alcohol (Perillyl alcohol),30 mg/L,EZ-Rich defined medium,glucose,1%,shake flask,,48 h,30°C,E. coli DH1,,"limonene pathway, cytochrome P450 (ahpGHI)",cytochrome P450 (ahpGHI)
p133,10.1016.j.ymben.2013.05.004,1pA+P,E. coli,perillyl alcohol (Perillyl alcohol),34 mg/L,EZ-Rich defined medium,glucose,1%,shake flask,,48 h,30°C,E. coli DH1,,"limonene pathway (ampicillin resistant), cytochrome P450 (ahpGHI)",cytochrome P450 (ahpGHI)
p134,10.1016.j.ymben.2014.02.009,QH4 (carrying pZE-EP),Escherichia coli,SA (Salicylic acid),778.16 mg/L,M9Y,"glucose (2.5 g/L), glycerol (10 g/L)","2.5 g/L glucose, 10 g/L glycerol","Shake flask, no feed",Not specified,48 h,37°C,E. coli ATCC31884,"pheA, tyrA","entC, pchB",
p134,10.1016.j.ymben.2014.02.009,SXX1,Escherichia coli,SA (Salicylic acid),177.95 mg/L,M9Y,"glucose (2.5 g/L), glycerol (10 g/L)","2.5 g/L glucose, 10 g/L glycerol","Shake flask, no feed",Not specified,48 h,37°C,E. coli ATCC31884,"pheA, tyrA, trpD","entC, pchB",
