identifier,doi,strain names,product,product titer,medium,carbon source,carbon source concentration,vessel and feed mode,ph,time,temperature,parent strain,knock out gene,overexpress gene,heterologous gene
p21,10.1016.j.ymben.2012.11.011,E. coli WL3110 (pKE112-DavABGabTD,Glutarate,1.7 g/L,MR medium,glucose,20 g/L,Flask batch,-,-,30°C,E. coli WL3110,-,-,"davAB, gabTD (Pseudomonas putida)"
p23,10.1016.j.ymben.2013.06.001,BHD2,salvianic acid A,37.24 mg/L,modified MOPS,glucose,5 g/L,"250 mL flask, batch",-,24h,37°C,BW25113,-,-,"d-ldhWT, hpaBC (WT)"
p23,10.1016.j.ymben.2013.06.001,BHD3,salvianic acid A,197.18 mg/L,modified MOPS,glucose,5 g/L,"250 mL flask, batch",-,24h,37°C,BW25113,-,-,"d-ldhY52V, hpaBC (WT)"
p23,10.1016.j.ymben.2013.06.001,BHD4,salvianic acid A,259.27 mg/L,modified MOPS,glucose,5 g/L,"250 mL flask, batch",-,24h,37°C,BW25113,-,-,"d-ldhY52A, hpaBC (WT)"
p23,10.1016.j.ymben.2013.06.001,BKT5,L-tyrosine,702.7 mg/L,MOPS-glucose,glucose,10 g/L,"shake flask, batch",-,-,-,BW25113,"pheA, ptsG, pykA, pykF, tyrR","aroGfbr, tyrAfbr, ppsA, tktA, glk, pckA, aroB, tyrB, aroL, aroA, evgA",
p23,10.1016.j.ymben.2013.06.001,BKD5,salvianic acid A,7.1 g/L,MOPS (modified),glucose,3-5 g/L,"500 mL flask, fed-batch",-,70h,37°C,BKT5,-,Same as BKT5,"d-ldhY52A, hpaBC"
p23,10.1016.j.ymben.2013.06.001,BKD6,salvianic acid A,3.6 g/L,MOPS (modified),glucose,3-5 g/L,"500 mL flask, fed-batch",-,96h,37°C,BKD5,tyrB,Same as BKT5,"d-ldhY52A, hpaBC"
p24,10.1016.j.ymben.2013.07.003,BY4742,Lipid (total fatty acid),63.2 mg/L,YPD,Glucose,20 g/L,"Erlenmeyer flasks, shake",,72 hrs,30°C,BY4742,,ACC1,
p24,10.1016.j.ymben.2013.07.003,Engineered strain (unclear but references WRY1),Lipid,171.5 mg/L,Minimal medium,Glucose/Galactose,"0.2% Glucose, 1.8% Galactose","250-mL flask cultures, shake",,72 hrs,30°C,BY4742,,"ACC1, FAS1, FAS2, DGA1",
p24,10.1016.j.ymben.2013.07.003,ΔFAA1 ΔFAA4/TesA,Free fatty acids,207 mg/L,Minimal medium,Glucose/Galactose,"0.2% Glucose, 1.8% Galactose","250-mL flask cultures, shake",,96 hrs,30°C,BY4742,"FAA1, FAA4","ACC1, FAS1, FAS2",E. coli 'TesA
p24,10.1016.j.ymben.2013.07.003,WRY1/TesA ΔFAA1 ΔFAA4,Free fatty acids,400 mg/L,Minimal medium,Glucose/Galactose,"0.2% Glucose, 1.8% Galactose","250-mL flask cultures, shake",,96 hrs,30°C,WRY1,"FAA1, FAA4","ACC1, FAS1, FAS2, DGA1",E. coli 'TesA
p24,10.1016.j.ymben.2013.07.003,BY4742/mFAR1,Fatty alcohols,47.4 mg/L,Minimal medium,Glucose/Galactose,"0.2% Glucose, 1.8% Galactose","250-mL flask cultures, shake",,168 hrs,30°C,BY4742,,ACC1,Mus musculus (mouse) mFAR1
p24,10.1016.j.ymben.2013.07.003,WRY1/mFAR1,Fatty alcohols,93.4 mg/L,Minimal medium,Glucose/Galactose,"0.2% Glucose, 1.8% Galactose","250-mL flask cultures, shake",,168 hrs,30°C,WRY1,,"ACC1, FAS1, FAS2",Mus musculus (mouse) mFAR1
p24,10.1016.j.ymben.2013.07.003,BY4742/atfA,Fatty acid ethyl ester,1.2 mg/L,Minimal medium,Glucose/Galactose,"0.2% Glucose, 1.8% Galactose","250-mL flask cultures, shake",,168 hrs,30°C,BY4742,,ACC1,A. calcoaceticus ADP1-atfA
p24,10.1016.j.ymben.2013.07.003,WRY1/atfA,Fatty acid ethyl ester,4.6 mg/L,Minimal medium,Glucose/Galactose,"0.2% Glucose, 1.8% Galactose","250-mL flask cultures, shake",,168 hrs,30°C,WRY1,,"ACC1, FAS1, FAS2, DGA1",A. calcoaceticus ADP1-atfA
p24,10.1016.j.ymben.2013.07.003,WRY1/atfA ΔPXA2,Fatty acid ethyl ester,4.9 mg/L,Minimal medium,Glucose/Galactose,"0.2% Glucose, 1.8% Galactose","250-mL flask cultures, shake",,168 hrs,30°C,WRY1,PXA2,"ACC1, FAS1, FAS2, DGA1",A. calcoaceticus ADP1-atfA
p24,10.1016.j.ymben.2013.07.003,WRY1/atfA ΔPOX1,Fatty acid ethyl ester,5.4 mg/L,Minimal medium,Glucose/Galactose,"0.2% Glucose, 1.8% Galactose","250-mL flask cultures, shake",,168 hrs,30°C,WRY1,POX1,"ACC1, FAS1, FAS2, DGA1",A. calcoaceticus ADP1-atfA
p25,10.1016.j.ymben.2013.08.004,dVio-1,deoxyviolacein,180 mg L−1,mineral medium,l-arabinose,10 g L−1,shake flask,7.8,-,20°C,K-12 MG1655,-,-,vioABCE (C. violaceum)
p25,10.1016.j.ymben.2013.08.004,dVio-6,deoxyviolacein,324.1 mg L−1,mineral medium,l-arabinose,10 g L−1,shake flask,7.8,-,20°C,dVio-1,"trpR, tnaA, sdaA, trpL","serAfr, trpEfr, aroFBL, tktA",vioABCE (C. violaceum)
p25,10.1016.j.ymben.2013.08.004,Vio-4,violacein,710 mg L−1,production medium,l-arabinose,10 g L−1 (batch); 360 g L−1 (fed-batch),"bioreactor, fed-batch",7.8,200h,20°C,TRP11,-,-,"vioABCE (C. violaceum), vioD (J. lividum)"
p26,10.1016.j.ymben.2013.12.004,RL101/pMSD8/pXL66,fatty alcohol,0.4 g/L,minimal,glycerol,200 g/L,2.5-L fed-batch,--,--,--,TL101,fadE,"TesA, acetyl-CoA carboxylase (pMSD8)",Jojoba FAR (pXL66)
p26,10.1016.j.ymben.2013.12.004,RL101/pFASR,fatty alcohol,0.75 g/L,minimal,glycerol,200 g/L,2.5-L fed-batch,--,--,--,TL101,fadE,"TesA, acetyl-CoA carboxylase (pMSD8)",AAR from S. elongatus (pFASR)
p26,10.1016.j.ymben.2013.12.004,BL21(DE3)/pXL66,fatty alcohol,7.4 mg/L,LB,--,--,shake flask,--,--,30°C,--,--,--,Jojoba FAR (pXL66)
p27,10.1016.j.ymben.2014.01.003,BL21/pDG101,Fatty acid short-chain esters (FASEs),36±6.54 mg/L,Modified M9,Glycerol,20 g/L,"Shaken flasks, batch mode",7.0,28 h,37°C,BL21 (DE3),,,"ARO10, ADH2 (S. cerevisiae), WS/DGAT (A. baylyi)"
p27,10.1016.j.ymben.2014.01.003,TL101/pDG101,Fatty acid short-chain esters (FASEs),72.7±1.11 mg/L,Modified M9,Glycerol,20 g/L,"Shaken flasks, batch mode",7.0,28 h,37°C,TL101,fadE,,"ARO10, ADH2 (S. cerevisiae), WS/DGAT (A. baylyi)"
p27,10.1016.j.ymben.2014.01.003,TL101/pDG101/pMSD15,Fatty acid short-chain esters (FASEs),107.8±3.26 mg/L,Modified M9,Glycerol,20 g/L,"Shaken flasks, batch mode",7.0,28 h,37°C,TL101,fadE,TesA' (E. coli),"ARO10, ADH2 (S. cerevisiae), WS/DGAT (A. baylyi)"
p27,10.1016.j.ymben.2014.01.003,TL101/pDG102/pMSD15,Fatty acid short-chain esters (FASEs),209.1±2.62 mg/L,Modified M9,Glycerol,20 g/L,"Shaken flasks, batch mode",7.0,28 h,37°C,TL101,fadE,"TesA', fadD (E. coli)","ARO10, ADH2 (S. cerevisiae), WS/DGAT (A. baylyi)"
p27,10.1016.j.ymben.2014.01.003,TL101/pDG102/pMSD15,Fatty acid short-chain esters (FASEs),1008 mg/L,MK medium,Glycerol,200 g/L,"Bioreactor, fed-batch mode",7.0,,30°C,TL101,fadE,"TesA', fadD (E. coli)","ARO10, ADH2 (S. cerevisiae), WS/DGAT (A. baylyi)"
p28,10.1016.j.ymben.2014.03.001,SPC001,3-HP,22.1 g/L,Modified M9,Glycerol,40 g/L,"5-L bioreactor, fed-batch",7.0,35 h,35°C,E. coli W3110(DE3),,,"dhaB, gdrAB, aldH"
p28,10.1016.j.ymben.2014.03.001,SPC002,3-HP,28.1 g/L,Modified M9,Glycerol,40 g/L,"5-L bioreactor, fed-batch",7.0,35 h,35°C,SPC001,"ackA-pta, yqhD",,
p28,10.1016.j.ymben.2014.03.001,SPC003-1,3-HP,15.1 g/L,Modified M9,Glycerol,40 g/L,Shake-flask,~,48 h,35°C,SPC003,,glpK (under arabinose-inducible promoter),
p28,10.1016.j.ymben.2014.03.001,SPC005,3-HP,40.5 g/L,Modified M9,Glycerol,40 g/L,"5-L bioreactor, fed-batch",7.0,32 h,35°C,SPC002,glpR,,
p28,10.1016.j.ymben.2014.03.001,SPC006,3-HP,42.1 g/L,Modified M9,Glycerol,40 g/L,"5-L bioreactor, fed-batch",7.0,32 h,35°C,SPC005,,glpF,
p29,10.1016.j.ymben.2014.06.004,GP0-1,Glycolate,~0.7 g/L,M9 minimal,glucose,8 g/L,"shake flask, batch mode",-,72h,30°C,MG1655 (DE3),-,"aceA, aceK, ycdW",-
p29,10.1016.j.ymben.2014.06.004,GP0-1,Glycolate,~0.3 g/L,LB,glucose,-,"shake flask, batch mode",-,72h,30°C,MG1655 (DE3),-,"aceA, aceK, ycdW",-
p29,10.1016.j.ymben.2014.06.004,GP0-2,Glycolate,1455±209 mg/L,M9 minimal,glucose,1%,"shake flask, batch mode",-,72h,30°C,MG1655 (DE3),-,"ycdW, aceA, aceK",-
p29,10.1016.j.ymben.2014.06.004,GP0-2-DHP,"Glycolate, 3,4-DHBA, 3HBL","1280±41 mg/L glycolate, 699±109 mg/L 3,4-DHBA, 312±12 mg/L 3HBL",M9 minimal,glucose,-,"shake flask, batch mode",-,72h,30°C,GP0-2,-,"ycdW, aceA, aceK, Pct, BktB, PhaB, TesB",-
p29,10.1016.j.ymben.2014.06.004,GP0-1-EC,Glycolate,less than GP0-1 but more than GP0-1-DHP,M9 minimal,glucose,0.8%,"shake flask, batch mode",-,72h,30°C,GP0-1,-,"aceA, aceK, ycdW",-
p29,10.1016.j.ymben.2014.06.004,GP0-1-ΔT7,Glycolate,more than GP0-1-EC but less than GP0-1,M9 minimal,glucose,0.8%,"shake flask, batch mode",-,72h,30°C,GP0-1,-,"aceA, aceK, ycdW",-
p30,10.1016.j.ymben.2014.07.010,"JM109SGIK (p68orfZ-ispH, pMCSH5-folK)",P(3HB-co-4HB),up to 9.2g/L,"LB, MMG",Glucose,20g/L,Shake flask,Not specified,48h,37°C,JM109SG,"sad, gabD, ispH, folK",,"phaCAB, orfZ, 4hbD, sucD, ispH, folK"
p30,10.1016.j.ymben.2014.07.010,"JM109SGIK (p68orfZ-ispH, pMCSH5-folK, p15asulA)",P(3HB-co-4HB),up to 9.2g/L,LB,Glucose,20g/L,Shake flask,Not specified,48h,37°C,JM109SG,"sad, gabD, ispH, folK",sulA,"phaCAB, orfZ, 4hbD, sucD, ispH, folK"
p31,10.1016.j.ymben.2014.09.003,EGS1710,methyl ketone,~1.4 g/L,M9-MOPS minimal medium,glucose,1%,"shake flask, batch",not specified,90h,37°C,E. coli (not specified),poxB,"co-aco, fadD, fadR",co-aco (codon optimized)
p31,10.1016.j.ymben.2014.09.003,EGS1895,methyl ketone,3.4 g/L,M9-MOPS minimal medium,glucose,2%,"2-L bioreactor, fed-batch",6.5,45h,37°C,E. coli (not specified),"ackA-pta, poxB","co-aco, fadD, fadR",co-aco (codon optimized)
p32,10.1016.j.ymben.2014.11.001,BuT-3E,n-butanol,6.2 g/L,M9Y,butyrate,6g/L,shake-flask,-,24h,37°C,BL-A4,"adhE, poxB, pta, frdA, ldhA","atoDA, λPL-adhE2",Clostridium adhE2
p32,10.1016.j.ymben.2014.11.001,BuT-3EA,n-butanol,6.2 g/L,M9Y,butyrate,5g/L,shake-flask,-,36h,37°C,BuT-3E,-,λPL-acs,Clostridium adhE2
p32,10.1016.j.ymben.2014.11.001,BuT-3E,n-butanol,5.5 g/L,M9Y,glucose,20g/L,shake-flask (co-culture with BuT-8L-ato),-,24h,37°C,BL-A4,"adhE, poxB, pta, frdA, ldhA","atoDA, λPL-adhE2",Clostridium adhE2
p32,10.1016.j.ymben.2014.11.001,BuT-8,n-butanol,2.7 g/L,M9Y,glucose,-,Shake flask,-,24h,37°C,BuT-8L-ato,-,-,"Clostridium adhE2, wild-type atoDA"
p33,10.1016.j.ymben.2014.11.003,E. coli BL21 Star™ (DE3),Chondroitin,"213 mg/L (Shake flask), 2.4 g/L (Bioreactor)","Rich defined medium (Cirino et al., 2006, Neidhardt et al., 1974)",Glucose,20 g/L,Shake flask and 2L bioreactor (fed-batch),6.8,40-50h,"37°C (shake flask), 33°C (bioreactor) at induction",E. coli BL21 Star™ (DE3),,"kfoA, kfoC, kfoF","E. coli K4 (kfoA, kfoC, kfoF)"
p34,10.1016.j.ymben.2014.11.006,BY4741MΔFAA1ΔFAA4,Extracellular FFAs,200 mg/L,YPD,Glucose,20 g/L,"Shake flasks, batch mode",,72h,30°C,BY4741,"FAA1, FAA4",,
p34,10.1016.j.ymben.2014.11.006,BY4741MΔFAA1ΔFAA4ΔFAT1,Extracellular FFAs,320 mg/L,YPD,Glucose,20 g/L,"Shake flasks, batch mode",,72h,30°C,BY4741,"FAA1, FAA4, FAT1",,
p34,10.1016.j.ymben.2014.11.006,BY4741MΔFAA2ΔPXA1ΔPOX1,Intracellular FFAs,470 mg/L,YPD,Glucose,20 g/L,"Shake flasks, batch mode",,48h,30°C,BY4741,"FAA2, PXA1, POX1",,
p34,10.1016.j.ymben.2014.11.006,BY4741ΔFAA1ΔFAA4ΔFAT1ΔFAA2ΔPXA1ΔPOX1 (6KO),Extracellular FFAs,1300 mg/L,YPD,Glucose,20 g/L,"Shake flasks, batch mode",,48h,30°C,BY4741,"FAA1, FAA4, FAT1, FAA2, PXA1, POX1",,
p34,10.1016.j.ymben.2014.11.006,6KO+pBTEF1-DGA1-TGL1,Extracellular FFAs,340 mg/L,YPD,Glucose,20 g/L,"Shake flasks, batch mode",,48h,30°C,BY4741,"FAA1, FAA4, FAT1, FAA2, PXA1, POX1","DGA1, TGL1",
p34,10.1016.j.ymben.2014.11.006,6KO+pBTEF1-DGA1-TGL5,Extracellular FFAs,600 mg/L,YPD,Glucose,20 g/L,"Shake flasks, batch mode",,48h,30°C,BY4741,"FAA1, FAA4, FAT1, FAA2, PXA1, POX1","DGA1, TGL5",
p34,10.1016.j.ymben.2014.11.006,6KO+pBTEF1-DGA1-TGL3,Extracellular FFAs,2200 mg/L,YPD,Glucose,20 g/L,"Shake flasks, batch mode",,48h,30°C,BY4741,"FAA1, FAA4, FAT1, FAA2, PXA1, POX1","DGA1, TGL3",
p35,10.1016.j.ymben.2014.11.012,JMFP,Acetic acid,6.68 g/L,M9,Glucose,21 g/L,Batch (Bioflo 3000),6.8,,37°C,E. coli K-12,"fumA, pflB",,
p35,10.1016.j.ymben.2014.11.012,JMMP,Acetic acid,5.98 g/L,M9,Glucose,21 g/L,Batch (Bioflo 3000),6.8,,37°C,E. coli K-12,"mdh, pflB",,
p35,10.1016.j.ymben.2014.11.012,JMAP,Lactic acid,19.59 g/L,M9,Glucose,21 g/L,Batch (Bioflo 3000),6.8,,37°C,E. coli K-12,"aceF, pflB",,
p36,10.1016.j.ymben.2014.12.004,BL21(DE3)/pQL1,PD (pentadecane),140 mg/L,M9,Glucose,2%,"5L fermenter, fed-batch",Not specified,18h post-induction,16°C,BL21(DE3),Not specified,SgcE10,"SgcE, SgcE10"
p37,10.1016.j.ymben.2014.12.005,IB531-I,myo-inositol,0.25 g/L,modified MOPS minimal,glucose,10 g/L,"shake flasks, batch",-,78h,30°C,MG1655 ΔendA,"pfkB, zwf, spaB, sspB",-,INO1 (myo-inositol-1-phosphate synthase)
p37,10.1016.j.ymben.2014.12.005,IB1863-I,myo-inositol,0.61 g/L,modified MOPS minimal,glucose,10 g/L,"shake flasks, batch",-,78h,30°C,MG1655 ΔendA,"pfkB, zwf, spaB, sspB",Pfk-I,INO1 (myo-inositol-1-phosphate synthase)
p37,10.1016.j.ymben.2014.12.005,IB1863-I (11.5h induction),myo-inositol,1.31 g/L,modified MOPS minimal,glucose,10 g/L,"shake flasks, batch",-,78h,30°C,MG1655 ΔendA,"pfkB, zwf, spaB, sspB",Pfk-I,INO1 (myo-inositol-1-phosphate synthase)
p37,10.1016.j.ymben.2014.12.005,IB1014-I,-,<0.1 g/L,modified MOPS minimal + 0.2% casamino acids,glucose,10 g/L,"shake flasks, batch",-,-,30°C,MG1655 ΔendA,"pfkB, zwf, spaB, sspB, ptsHIcrr",Pfk-I,INO1 (myo-inositol-1-phosphate synthase)
p38,10.1016.j.ymben.2015.01.007,JC01 (DE3) bktBCT5 fadBCT5 ΔfadA egTERCT5 ydiIA1 ΔtesB,"C6–C10 ω-hydroxyacids (6-hydroxyhexanoic acid, 8-hydroxyoctanoic acid, 10-hydroxydecanoic acid)",">0.8 g/L ω-hydroxyacids (271 mg/L 6-hydroxyhexanoic acid, 403 mg/L 8-hydroxyoctanoic acid, 150 mg/L 10-hydroxydecanoic acid)",minimal media,glycerol,20 g/L,"25mL Pyrex Erlenmeyer flask, shake flask fermentations",Not specified,96h,30°C,MG1655,"ΔldhA, Δpta, ΔpoxB, ΔadhE, ΔfrdA, ΔfadA, ΔtesB","bktB, fadB, egTER, ydiI",alkBGT
p38,10.1016.j.ymben.2015.01.007,JC01 (DE3) bktBCT5 fadBCT5 ΔfadA egTERCT5 ydiIA1 ΔtesB,"C6–C10 dicarboxylic acids (adipic acid, suberic acid, sebacic acid)","~500 mg/L total dicarboxylic acids (170 mg/L adipic acid, 254 mg/L suberic acid, 61 mg/L sebacic acid)",minimal media,glycerol,20 g/L,"25mL Pyrex Erlenmeyer flask, shake flask fermentations",Not specified,96h,30°C,MG1655,"ΔldhA, Δpta, ΔpoxB, ΔadhE, ΔfrdA, ΔfadA, ΔtesB","bktB, fadB, egTER, ydiI","alkBGT, chnD, chnE"
p39,10.1016.j.ymben.2015.03.001,ED1.0,NADPH,4.8-fold increase,M9 minimal,glucose,0.4% w/v,microtiter plates,7.4,24h,30°C,EcNR2,none,Synthetic ED pathway,"ZMO0367, ZMO1478, ZMO0368, ZMO0997, ZMO1212 (from Z. mobilis)"
p39,10.1016.j.ymben.2015.03.001,ED2,NADPH,25-fold increase,M9 minimal,glucose,0.4% w/v,microtiter plates,7.4,24h,30°C,EcNR2,none,Synthetic ED pathway,"ZMO0367, ZMO1478, ZMO0368, ZMO0997, ZMO1212 (from Z. mobilis)"
p39,10.1016.j.ymben.2015.03.001,EcIF15 + ED11,Neurosporene,1336% increase,2× M9 minimal,glucose,0.4% w/v,batch,7.4,10h,37°C,EcIF15,none,dxs,"ZMO0367, ZMO1478, ZMO0368, ZMO0997, ZMO1212 (from Z. mobilis)"
p39,10.1016.j.ymben.2015.03.001,EcNR2 Δpgi,Neurosporene,24% increase,2× M9 minimal,glucose,0.4% w/v,batch,7.4,10h,37°C,EcNR2,pgi,none,Rhodobacter sphaeroides crtEBI
p39,10.1016.j.ymben.2015.03.001,EcNR2 + ED13,Neurosporene,79% increase,2× M9 minimal,glucose,0.4% w/v,batch,7.4,10h,37°C,EcNR2,none,none,"Rhodobacter sphaeroides crtEBI, ZMO0367, ZMO1478, ZMO0368, ZMO0997, ZMO1212"
p39,10.1016.j.ymben.2015.03.001,EcNR2 + ED1.0,Neurosporene,43% increase,2× M9 minimal,glucose,0.4% w/v,batch,7.4,10h,37°C,EcNR2,none,none,"Rhodobacter sphaeroides crtEBI, ZMO0367, ZMO1478, ZMO0368, ZMO0997, ZMO1212"
p40,10.1016.j.ymben.2015.03.008,PHB10,PHBA,1.07 mM,CBS,glucose,"20 g/L, spiked with 10 g/L after 8 h","shake-flask, batch",-,72 h,30°C,S. cerevisiae,"ARO7 (repress), CDC19 (repress)","TKL1, ARO4K229L",E. coli ubiC
p40,10.1016.j.ymben.2015.03.008,PHB09,PHBA,0.76 mM,CBS,glucose,20 g/L,"shake-flask, batch",-,72 h,30°C,S. cerevisiae,ARO7 (repress),TKL1,E. coli ubiC
p40,10.1016.j.ymben.2015.03.008,PHB08,PHBA,0.795 mM,CBS,glucose,20 g/L,"shake-flask, batch",-,72 h,30°C,S. cerevisiae,ARO7 (repress),TKL1,E. coli ubiC
p40,10.1016.j.ymben.2015.03.008,PHB07,PHBA,0.534 mM,CBS,glucose,20 g/L,"shake-flask, batch",-,72 h,30°C,S. cerevisiae,ARO7 (repress),-,E. coli ubiC
p40,10.1016.j.ymben.2015.03.008,PHB06,PHBA,0.297 mM,CBS,glucose,20 g/L,"shake-flask, batch",-,72 h,30°C,S. cerevisiae,ARO7 (repress),ARO4K229L,E. coli ubiC
p40,10.1016.j.ymben.2015.03.008,PHB04,PHBA,0.046 mM,CBS,glucose,20 g/L,"shake-flask, batch",-,72 h,30°C,S. cerevisiae,FUS1,-,E. coli ubiC
p41,10.1016.j.ymben.2015.03.009,EWCB1,BD,0.44 g/L,LB,d-xylose,10 g/L,"Shaking flask, 100 mL medium, overnight culture",Not specified,48h,37°C,W3110,"∆xylA, ∆yagE, ∆yjhH","xdh, xylX, mdlC",
p41,10.1016.j.ymben.2015.03.009,EWCB2,BD,0.44 g/L,LB,d-xylose,10 g/L,"Shaking flask, 100 mL medium, overnight culture",Not specified,48h,37°C,W3110,"∆xylA, ∆yagE, ∆yjhH","xdh, xylX, mdlC",
p41,10.1016.j.ymben.2015.03.009,EWCB3,BD,0.44 g/L,LB,d-xylose,10 g/L,"Shaking flask, 100 mL medium, overnight culture",Not specified,48h,37°C,W3110,"∆xylA, ∆yagE, ∆yjhH","xdh, xylX, mdlC",
p42,10.1016.j.ymben.2015.03.018,E. coli BW25113 + pCS-EPPS + pZE-asfabD(100),4-hydroxycoumarin,270.85 mg/L,M9Y,glycerol,20 g/L,"baffled flask, batch mode",,24 h,30°C,E. coli BW25113,,fabD,"entC, pchB, pqsD, sdgA"
p42,10.1016.j.ymben.2015.03.018,E. coli BW25113 + pCS-STS-4CL + pZE-asfabD(100),resveratrol,268.20 mg/L,M9Y,glycerol,20 g/L,"baffled flask, batch mode",,24 h,30°C,E. coli BW25113,,fabD,"4CL, STS"
p42,10.1016.j.ymben.2015.03.018,E. coli BW25113 + pCS-CHI-CHS-4CL + pZE-asfabD(100),naringenin,91.31 mg/L,M9Y,glycerol,20 g/L,"baffled flask, batch mode",,24 h,30°C,E. coli BW25113,,fabD,"4CL, CHI, CHS"
p42,10.1016.j.ymben.2015.03.018,E. coli BW25113 + pCS-EPPS + pZE-asfabB(100),4-hydroxycoumarin,116.95 mg/L,M9Y,glycerol,20 g/L,"baffled flask, batch mode",,24 h,30°C,E. coli BW25113,,fabB,"entC, pchB, pqsD, sdgA"
p42,10.1016.j.ymben.2015.03.018,E. coli BW25113 + pCS-EPPS + pZE-asfabF(100),4-hydroxycoumarin,173.66 mg/L,M9Y,glycerol,20 g/L,"baffled flask, batch mode",,24 h,30°C,E. coli BW25113,,fabF,"entC, pchB, pqsD, sdgA"
p42,10.1016.j.ymben.2015.03.018,E. coli BW25113 + pCS-EPPS + pZE-asfabH(100),4-hydroxycoumarin,106.95 mg/L,M9Y,glycerol,20 g/L,"baffled flask, batch mode",,24 h,30°C,E. coli BW25113,,fabH,"entC, pchB, pqsD, sdgA"
p42,10.1016.j.ymben.2015.03.018,E. coli BW25113 + pCS-EPPS + pZE-asfabD(100)-asfabH(100),4-hydroxycoumarin,234.53 mg/L,M9Y,glycerol,20 g/L,"baffled flask, batch mode",,24 h,30°C,E. coli BW25113,,"fabD, fabH","entC, pchB, pqsD, sdgA"
p43,10.1016.j.ymben.2015.04.005,TA2445,isopropanol,61.8 and 64.3 mM,M9,glucose,20 g/L,Flask fermentation,Not stated,Different IPTG conc (0.01-1.0mM) 0h & 0.1mM at 6h for control,30°C for fermentation,BW25113,"ΔlacI, ΔgltA","luxI, luxR","thlA, atoAD, adc, adhE"
p44,10.1016.j.ymben.2015.05.005,E. coli W3110,3-AP,0.299 g/L,LB medium,-,-,Flask culture,7.0,24h,37°C,-,-,panD (C. glutamicum),-
p44,10.1016.j.ymben.2015.05.005,CWF4NA,3-AP,0.855 g/L,LB medium,-,-,Flask culture,7.0,24h,37°C,CWF4N,-,"trc::aspA, panD (C. glutamicum)",-
p44,10.1016.j.ymben.2015.05.005,CWF4NA,3-AP,1.45 g/L,LB medium,-,-,Flask culture,7.0,24h,37°C,CWF4N,-,"trc::aspA, panD (C. glutamicum), ppc",-
p44,10.1016.j.ymben.2015.05.005,CWF4NA,3-AP,1.63 g/L,LB medium,-,-,Flask culture,7.0,24h,37°C,CWF4N,-,"trc::aspA, panD (C. glutamicum), ppc",-
p44,10.1016.j.ymben.2015.05.005,CWF4NA,3-AP,1.66 g/L,LB medium,-,-,Flask culture,7.0,24h,37°C,CWF4N,-,"tac::aspA, panD (C. glutamicum), ppc",-
p44,10.1016.j.ymben.2015.05.005,CWF4NA,3-AP,2.78 g/L,LB medium,-,-,Flask culture,7.0,24h,37°C,CWF4N,-,"tac::aspA, panD (C. glutamicum), ppc",-
p44,10.1016.j.ymben.2015.05.005,CWF4NA,3-AP,3.49 g/L,LB medium,-,-,Flask culture,7.0,24h,37°C,CWF4N,-,"tac::aspA, panD (C. glutamicum), ppc",-
p44,10.1016.j.ymben.2015.05.005,CWF4NA,3-AP,3.94 g/L,LB medium,-,-,Flask culture,7.0,24h,37°C,CWF4N,-,"tac::aspA, panD (C. glutamicum), ppc",-
p44,10.1016.j.ymben.2015.05.005,CWF4NA,3-AP,20.1 g/L,MR medium,glucose,≤ 5 g/L,Fed-batch culture,7.0,33.5h,37°C,W3110,-,"tac::aspA, panD (C. glutamicum), ppc",-
p44,10.1016.j.ymben.2015.05.005,CWF4NA2,3-AP,32.3 g/L,MR medium,glucose,≤ 5 g/L,Fed-batch culture,7.0,39h,37°C,CWF4N,-,"trc::aspA, panD (C. glutamicum), ppc, acs",-
p45,10.1016.j.ymben.2015.06.009,BYJECO,alkenes,54.5 μg/L,SC-U/Galactose,galactose,2%,"shake flask, batch",not specified,48h,30°C,BY4741,,,oleTJE-CO
p45,10.1016.j.ymben.2015.06.009,BY12,alkenes,339.1 μg/L,SC-U/Galactose,galactose,2%,"shake flask, batch",not specified,48h,30°C,BY4741,Δfaa1,,oleTJE-CO
p45,10.1016.j.ymben.2015.06.009,BY14,alkenes,382.8 μg/L,SC-U/Galactose,galactose,2%,"shake flask, batch",not specified,48h,30°C,BY4741,"Δfaa1, Δfaa4",,oleTJE-CO
p45,10.1016.j.ymben.2015.06.009,BY17,alkenes,472.7 μg/L,SC-U/Galactose,galactose,2%,"shake flask, batch",not specified,48h,30°C,BY4741,"Δfaa1, Δfaa4, Δctt1, Δcta1, Δccp1",HEM3,oleTJE-CO
p45,10.1016.j.ymben.2015.06.009,BY22,alkenes,2.1 mg/L,YPD/Galactose,galactose,2%,"shake flask, batch",not specified,48h,30°C,BY4741,"Δfaa1, Δfaa4, Δctt1, Δcta1, Δccp1",HEM3,oleTJE-CO
p45,10.1016.j.ymben.2015.06.009,BY24,alkenes,approximately 0.45 mg/L,YPD/Galactose,galactose,2%,"shake flask, batch",not specified,48h,30°C,BY4741,"Δfaa1, Δfaa4, Δctt1, Δcta1, Δccp1",HEM3,oleTJE-CO
p45,10.1016.j.ymben.2015.06.009,BY22 (fermenter),alkenes,3.7 mg/L,YPD + G418,glucose,20%,"bioreactor, fed-batch",pH off,144h,30°C,BY4741,"Δfaa1, Δfaa4, Δctt1, Δcta1, Δccp1",HEM3,oleTJE-CO
