paper number,doi,strain,strain type,product,product titer,medium,carbon source,carbon source concentration,vessel and feed mode,ph,time,temperature,oxygen level,parent strain,knock out gene,overexpress gene,heterologous gene,check,Unnamed: 19
p47,10.1016.j.jbiosc.2020.07.013,WL5AiPGY,Escherichia coli,DAP (cadaverine),36 g/L,LB,Lysine,20 μM PLP,"Flask, batch",,24 h,37°C,200 rpm,W3110::L5,,CadA,dCas9,yes,
p47,10.1016.j.jbiosc.2020.07.013,BT7AiPGY,Escherichia coli,DAP (cadaverine),41 g/L,LB,Lysine,75 g/L,"Flask, batch",,27 h,37°C,200 rpm,BL21(DE3),,CadA,dCas9,yes,
p47,10.1016.j.jbiosc.2020.07.013,BT7AdEGYP,Escherichia coli,DAP (cadaverine),37.45 g/L,LB,Lysine,50 g/L,"Flask, batch",,24 h,37°C,200 rpm,BL21(DE3),puuA;speE;speG;ygjG,CadA,,yes,
p47,10.1016.j.jbiosc.2020.07.013,BT7AdE,Escherichia coli,DAP (cadaverine),34 g/L,LB,Lysine,50 g/L,"Flask, batch",,24 h,37°C,200 rpm,BL21(DE3),speE,CadA,,yes,
p47,10.1016.j.jbiosc.2020.07.013,BT7AdG,Escherichia coli,DAP (cadaverine),39 g/L,LB,Lysine,50 g/L,"Flask, batch",,24 h,37°C,200 rpm,BL21(DE3),speG,CadA,,yes,
,,,,,,,,,,,,,,,,,,,
p48,10.1016.j.jbiotec.2014.09.021,LJ03/pBHR68,Escherichia coli,PHB (poly(3-hydroxybutyrate)),6.16 g/L,MS,Glucose,20 g/L,Shake Flask,,48 h,37°C,,LJ03,ndh,,,hetero,
p48,10.1016.j.jbiotec.2014.09.021,LJ03/pBHR68,Escherichia coli,PHB (poly(3-hydroxybutyrate)),3.50 g/L,MS,Xylose,20 g/L,Shake Flask,,48 h,37°C,,LJ03,ndh,,,hetero,
p48,10.1016.j.jbiotec.2014.09.021,LJ03/pBHR68,Escherichia coli,PHB (poly(3-hydroxybutyrate)),28.23 g/L,MS with Yeast Extract,Glucose,60% (v/w),Intermittent fed-batch fermentation,,28 h,37°C,,LJ03,ndh,,,hetero,
p48,10.1016.j.jbiotec.2014.09.021,LJ03/pBHR68,Escherichia coli,PHB (poly(3-hydroxybutyrate)),0.32 g (g glucose)^{-1},MS,Glucose,20 g/L,Shake Flask,,48 h,37°C,,LJ03,ndh,,,hetero,
p48,10.1016.j.jbiotec.2014.09.021,LJ03/pBHR68,Escherichia coli,PHB (poly(3-hydroxybutyrate)),0.16 g (g xylose)^{-1},MS,Xylose,20 g/L,Shake Flask,,48 h,37°C,,LJ03,ndh,,,hetero,
p48,10.1016.j.jbiotec.2014.09.021,LJ03/pBHR68,Escherichia coli,PHB (poly(3-hydroxybutyrate)),0.25 g (g glucose)^{-1},MS with Yeast Extract,Glucose,60% (v/w),Intermittent fed-batch fermentation,,28 h,37°C,,LJ03,ndh,,,hetero,
p48,10.1016.j.jbiotec.2014.09.021,E. coli JM109/pBHR68,Escherichia coli,PHB (poly(3-hydroxybutyrate)),10.45 g/L,MS with Yeast Extract,Glucose,60% (v/w),Intermittent fed-batch fermentation,,28 h,37°C,,E. coli JM109,,,,hetero,
p48,10.1016.j.jbiotec.2014.09.021,E. coli JM109/pBHR68,Escherichia coli,PHB (poly(3-hydroxybutyrate)),0.11 g (g glucose)^{-1},MS with Yeast Extract,Glucose,60% (v/w),Intermittent fed-batch fermentation,,28 h,37°C,,E. coli JM109,,,,hetero,
,,,,,,,,,,,,,,,,,,,
p49,10.1016.j.mec.2022.e00206,Eng,Pseudomonas putida,2-ketogluconate (2-ketogluconate),1.4 g/L,M9,glucose,10 g/L,50 mL unbaffled Flask,,≤6 h,30°C,,WT,,,,yes,
p49,10.1016.j.mec.2022.e00206,WT,Pseudomonas putida,2-ketogluconate (2-ketogluconate),1.0 g/L,M9,glucose,10 g/L,50 mL unbaffled Flask,,≤6 h,30°C,,,,,,yes,
p49,10.1016.j.mec.2022.e00206,PSP,Pseudomonas putida,2-ketogluconate (2-ketogluconate),0.7 g/L,M9,glucose,10 g/L,50 mL unbaffled Flask,,≤6 h,30°C,,Eng,anmK;argE;gcd;lldp;maeB;mdh;mqo-II;phaA;phaC-II;ppsA;putA;speC;tal,,,yes,
p49,10.1016.j.mec.2022.e00206,PSP,Pseudomonas putida,indigoidine (indigoidine),1.8±0.3 g/L,M9,glucose,10 g/L,50 mL unbaffled Flask,,48 h,30°C,,Eng,anmK;argE;gcd;lldp;maeB;mdh;mqo-II;phaA;phaC-II;ppsA;putA;speC;tal,,,yes,
p49,10.1016.j.mec.2022.e00206,PSP,Pseudomonas putida,succinate (succinate),240 mg/L,M9,glucose,10 g/L,50 mL unbaffled Flask,,24 h,30°C,,Eng,anmK;argE;gcd;lldp;maeB;mdh;mqo-II;phaA;phaC-II;ppsA;putA;speC;tal,,,yes,
p49,10.1016.j.mec.2022.e00206,ΔphaAZC-IID,Pseudomonas putida,indigoidine (indigoidine),0.2±0.1 g/L,M9,glucose,10 g/L,50 mL unbaffled Flask,,6 h,30°C,,pTE442,anmK;argE;gcd;lldp;maeB;mdh;mqo-II;phaA;phaAZC-IID;phaC-II;ppsA;putA;speC;tal,,,yes,
p49,10.1016.j.mec.2022.e00206,ΔphaAZC-IID,Pseudomonas putida,indigoidine (indigoidine),3.6±0.2 g/L,M9,glucose,10 g/L,50 mL unbaffled Flask,,72 h,30°C,,pTE442,anmK;argE;gcd;lldp;maeB;mdh;mqo-II;phaA;phaAZC-IID;phaC-II;ppsA;putA;speC;tal,,,yes,
,,,,,,,,,,,,,,,,,,,
p50,10.1016.j.synbio.2019.05.002,C. glutamicum ATCC 13032,Corynebacterium glutamicum,GlcNAc (N-acetylglucosamine),0.5 g/L,LBB,glucose,100.0 g/L,Flask,7,72 h,30 °C,,,,,,yes,
p50,10.1016.j.synbio.2019.05.002,C. glutamicum ATCC 13869,Corynebacterium glutamicum,GlcNAc (N-acetylglucosamine),1.2 g/L,LBB,glucose,100.0 g/L,Flask,7,72 h,30 °C,,,,,,yes,
p50,10.1016.j.synbio.2019.05.002,C. glutamicum ATCC 14067,Corynebacterium glutamicum,GlcNAc (N-acetylglucosamine),0.8 g/L,LBB,glucose,100.0 g/L,Flask,7,72 h,30 °C,,,,,,yes,
p50,10.1016.j.synbio.2019.05.002,C. glutamicum S9114,Corynebacterium glutamicum,GlcNAc (N-acetylglucosamine),3.1 g/L,LBB,glucose,100.0 g/L,Flask,7,72 h,30 °C,,,,,,yes,
p50,10.1016.j.synbio.2019.05.002,CGGN1-GNA1,Corynebacterium glutamicum,GlcNAc (N-acetylglucosamine),4.8 g/L,LBB,glucose,100.0 g/L,Flask,7,72 h,30 °C,,S9114,gamA;nagA,GNA1,,yes,
p50,10.1016.j.synbio.2019.05.002,CGGN2-GNA1,Corynebacterium glutamicum,GlcNAc (N-acetylglucosamine),5.4 g/L,LBB,glucose,100.0 g/L,Flask,7,72 h,30 °C,,S9114,gamA;ldh;nagA,GNA1,,yes,
p50,10.1016.j.synbio.2019.05.002,CGGN2-GNA1,Corynebacterium glutamicum,GlcNAc (N-acetylglucosamine),54 mg/g,LBB,glucose,100.0 g/L,Flask,7,72 h,30 °C,,S9114,gamA;ldh;nagA,GNA1,,yes,
p50,10.1016.j.synbio.2019.05.002,CGGN2-GNA1-CgglmS,Corynebacterium glutamicum,GlcNAc (N-acetylglucosamine),6.9 g/L,LBB,glucose,100.0 g/L,Flask,7,72 h,30 °C,,S9114,gamA;ldh;nagA,GNA1;glmS,CgglmS;glmS,yes,
p50,10.1016.j.synbio.2019.05.002,CGGN2-GNA1-CgglmS,Corynebacterium glutamicum,GlcNAc (N-acetylglucosamine),69 mg/g,LBB,glucose,100.0 g/L,Flask,7,72 h,30 °C,,S9114,gamA;ldh;nagA,GNA1;glmS,CgglmS;glmS,yes,
p50,10.1016.j.synbio.2019.05.002,CGGN2-GNA1-EcglmS,Corynebacterium glutamicum,GlcNAc (N-acetylglucosamine),6.4 g/L,LBB,glucose,100.0 g/L,Flask,7,72 h,30 °C,,S9114,gamA;ldh;nagA,GNA1;glmS,EcglmS;glmS,yes,
p50,10.1016.j.synbio.2019.05.002,CGGN2-GNA1-EcglmS,Corynebacterium glutamicum,GlcNAc (N-acetylglucosamine),64 mg/g,LBB,glucose,100.0 g/L,Flask,7,72 h,30 °C,,S9114,gamA;ldh;nagA,GNA1;glmS,EcglmS;glmS,yes,
p50,10.1016.j.synbio.2019.05.002,CGGN2-GNA1-BsglmS,Corynebacterium glutamicum,GlcNAc (N-acetylglucosamine),6.1 g/L,LBB,glucose,100.0 g/L,Flask,7,72 h,30 °C,,S9114,gamA;ldh;nagA,GNA1;glmS,BsglmS;glmS,yes,
p50,10.1016.j.synbio.2019.05.002,CGGN2-GNA1-BsglmS,Corynebacterium glutamicum,GlcNAc (N-acetylglucosamine),61 mg/g,LBB,glucose,100.0 g/L,Flask,7,72 h,30 °C,,S9114,gamA;ldh;nagA,GNA1;glmS,BsglmS;glmS,yes,
,,,,,,,,,,,,,,,,,,,
p51,10.1016.j.synbio.2022.03.001,BCR1,E. coli,p-coumaric acid (p-coumaric acid),298.86 mg/L,M9,glucose,10 g/L,"shake flask, batch",,,30°C,220 rpm,BAK11(DE3),,,PcTAL,yes,
p51,10.1016.j.synbio.2022.03.001,BCR2,E. coli,p-coumaric acid (p-coumaric acid),596.53 mg/L,M9,glucose,10 g/L,"shake flask, batch",,,30°C,220 rpm,BAK11(DE3),,,PcTAL,yes,
p51,10.1016.j.synbio.2022.03.001,BCR3,E. coli,p-coumaric acid (p-coumaric acid),612.25 mg/L,M9,glucose,10 g/L,"shake flask, batch",,,30°C,220 rpm,BAK11(DE3),,,PcTAL,yes,
p51,10.1016.j.synbio.2022.03.001,LJM4,E. coli,resveratrol (resveratrol),78.32 mg/L,M9,glucose,10 g/L,"shake flask, batch",,48 h,30°C,220 rpm,LJM3,endA,,,OE,
p51,10.1016.j.synbio.2022.03.001,LJM3,E. coli,resveratrol (resveratrol),134.42 mg/L,M9,glucose,10 g/L,"shake flask, batch",,48 h,30°C,220 rpm,LJM1,endA,,,OE,
p51,10.1016.j.synbio.2022.03.001,LJM3,E. coli,resveratrol (resveratrol),89.75 mg/L,M9,glucose,10 g/L,"shake flask, batch",,48 h,30°C,220 rpm,LJM1,endA,,,OE,
p51,10.1016.j.synbio.2022.03.001,LJM24,E. coli,resveratrol (resveratrol),199.56 mg/L,M9,p-coumaric acid,200 mg/L,"shake flask, batch",,48 h,30°C,220 rpm,,,,At4CL;VvSTS;VvSTS-At4CL;anti-fabB-1;fabB;fabB-1,hetero KO,
p51,10.1016.j.synbio.2022.03.001,LJM28,E. coli,resveratrol (resveratrol),14.87 mg/L,M9,glucose,10 g/L,"shake flask, batch",,72 h,30°C,220 rpm,BCR2,,,At4CL;PcTAL;VvSTS;VvSTS-At4CL;anti-fabB-1;fabB;fabB-1,hetero KO,
p51,10.1016.j.synbio.2022.03.001,BCR6,E. coli,resveratrol (resveratrol),71.32 mg/L,M9,glucose,10 g/L,"shake flask, batch",,48 h,30°C,220 rpm,BCR5,serA,,PcTAL;mCherry,strain (co-culture),
p51,10.1016.j.synbio.2022.03.001,BCR6,E. coli,resveratrol (resveratrol),204.80 mg/L,M9,"glucose, arabinose","glucose: 7.5 g/L, arabinose: 2.5 g/L","shake flask, batch",,72 h,30°C,220 rpm,BCR5,serA,,PcTAL;mCherry,strain,
,,,,,,,,,,,,,,,,,,,
p52,10.1016.j.xplc.2020.100079,DG-Cho,yeast,cholesterol (cholesterol),16 mg/l,SD medium,2% glucose,,15 ml in 250 ml flasks,,120 h,30°C,,BY-T3,ATF2;ERG6,,DHCR24;DHCR7,yes,
p52,10.1016.j.xplc.2020.100079,DG002,yeast,diosgenin (diosgenin),3.2 mg/l,SD medium,2% glucose,,15 ml in 250 ml flasks,,120 h,30°C,,DG001,ATF2;ERG6,CYP90G;DzinCYP90G6;VvCPR,DHCR24;DHCR7;DzinCYP94D144,yes,
p52,10.1016.j.xplc.2020.100079,DG003,yeast,diosgenin (diosgenin),10 mg/l,SD medium,2% glucose,,15 ml in 250 ml flasks,,120 h,30°C,,DG-Cho,ATF2;ERG6,CYP90G;DzinCYP90G6,DHCR24;DHCR7;VcCYP94N1,yes,
,,,,,,,,,,,,,,,,,,,
p53,10.1016.j.ymben.2008.04.001,Rosetta-gami B (DE3),Escherichia coli,GLuc (Gaussia princeps luciferase),5 mg/mL,TB,Glucose,,Batch,,3 days,24°C,Aerobic,,,,,yes,
p53,10.1016.j.ymben.2008.04.001,ARG2,Escherichia coli,GLuc (Gaussia princeps luciferase),560 mg/mL,PANOx-SP,,,Batch,,6 hours,30°C,Not specified,KGK10,OmpT,,,yes,
p53,10.1016.j.ymben.2008.04.001,ARG2,Escherichia coli,GLuc (Gaussia princeps luciferase),620 mg/mL,PANOx-SP,,,Batch,,6 hours,30°C,Not specified,KGK10,OmpT,,,yes,
p53,10.1016.j.ymben.2008.04.001,ARG2,Escherichia coli,GLuc (Gaussia princeps luciferase),412 mg/mL,PANOx-SP,,,Batch,,6 hours,30°C,Not specified,KGK10,OmpT,,,yes,
,,,,,,,,,,,,,,,,,,,
p54,10.1016.j.ymben.2009.08.005,DL44,Geobacillus thermoglucosidasius,acetate (acetate),"DL44: at all dilution rates, higher ethanol concentration than acetate.",USYE,glucose,10 g/L,"1.5 L fermenter, chemostat",7,not provided,66°C,anaerobic (0.03 vvm N2),DL33,ldh;ldhA,,,yes,
p54,10.1016.j.ymben.2009.08.005,DL44,Geobacillus thermoglucosidasius,ethanol (ethanol),0.31-0.35 g/g,USYE,glucose,10 g/L,"1.5 L fermenter, chemostat",7,steady state established,66°C,anaerobic (0.03 vvm N2),DL33,ldh;ldhA,,,yes,
p54,10.1016.j.ymben.2009.08.005,TM89,Geobacillus thermoglucosidasius,acetate (acetate),"TM180 (ldhA-, pdh up): little or no pyruvate excretion.",ASYE,glucose,2%,sealed 50 mL tube with 10 mL,not provided,24 h,60°C,moderate aeration,NCIMB11955,ldh;ldhA,,,titer,
p54,10.1016.j.ymben.2009.08.005,TM89,Geobacillus thermoglucosidasius,ethanol (ethanol),0.24 g/g,ASYE,glucose,2%,sealed 50 mL tube with 10 mL,not provided,24 h,60°C,moderate aeration,NCIMB11955,ldh;ldhA,,,yes,
p54,10.1016.j.ymben.2009.08.005,TM242,Geobacillus thermoglucosidasius,acetate (acetate),"TM242 (pdh-, pdh up, pfl-): molar level o5% compared to ethanol.",USYE,glucose,"1% tryptone, 1% YE",1.6 L Biostat fermenter,6.7,not provided,60°C,low aeration (0.2 vvm air),TM180,ldh;ldhA;pfl;pflB,pdh,,yes,
p54,10.1016.j.ymben.2009.08.005,TM242,Geobacillus thermoglucosidasius,ethanol (ethanol),2.85 g/L/h,various,various sugars,various,1.6 L fermenter,not provided,not provided,60°C,not provided,TM180,ldh;ldhA;pfl;pflB,pdh,,yes,
p54,10.1016.j.ymben.2009.08.005,TM242,Geobacillus thermoglucosidasius,ethanol (ethanol),3.2 g/L/h,various,cellobiose,not provided,1.6 L fermenter,not provided,not provided,60°C,not provided,TM180,ldh;ldhA;pfl;pflB,pdh,,yes,
p54,10.1016.j.ymben.2009.08.005,TM242,Geobacillus thermoglucosidasius,ethanol (ethanol),0.42 g/g,USYE,glucose,"1% tryptone, 1% YE",1.6 L Biostat fermenter,6.7,not provided,60°C,low aeration (0.2 vvm air),TM180,ldh;ldhA;pfl;pflB,pdh,,yes,
p54,10.1016.j.ymben.2009.08.005,TM242,Geobacillus thermoglucosidasius,ethanol (ethanol),0.47 g/g,various,various sugars,various,fermenter,not provided,not provided,60°C,not provided,TM180,ldh;ldhA;pfl;pflB,pdh,,yes,
p54,10.1016.j.ymben.2009.08.005,TM242,Geobacillus thermoglucosidasius,ethanol (ethanol),92% of the theoretical value of 0.51 g/g,not provided,not provided,not provided,fermenter,not provided,not provided,60°C,not provided,TM180,ldh;ldhA;pfl;pflB,pdh,,yes,
p54,10.1016.j.ymben.2009.08.005,TM242,Geobacillus thermoglucosidasius,ethanol (ethanol),greater than 90% of the theoretical value of 0.51 g/g,various,various sugars,various,1.6 L fermenter,not provided,not provided,60°C,not provided,TM180,ldh;ldhA;pfl;pflB,pdh,,yes,
p54,10.1016.j.ymben.2009.08.005,TM180,Geobacillus thermoglucosidasius,ethanol (ethanol),0.37 g/g,ASYE,glucose,2%,50 mL tube with 40 mL,not provided,not provided,60°C,low aeration,TM89,ldh;ldhA,pdh,,yes,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
p56,10.1016.j.ymben.2013.08.002,R. eutropha 437-540,Ralstonia eutropha,P(3HB-co-37mol%LA) (poly(3-hydroxybutyrate-co-37mol% lactate)),33.9 g/l,MR-N,Glucose,20 g/L,"Flask, batch",7.0,72h,30°C,250rpm,R. eutropha,phaC;phaCAB,,Pct540;PhaC1437,yes,
,,,,,,,,,,,,,,,,,,,
p57,10.1016.j.ymben.2017.06.010,GAB7,Corynebacterium glutamicum,γ–aminobutyric acid (GABA) (γ–aminobutyric acid (GABA)),28.7 ± 0.1 g/L,GAP-main media,Glucose,70 g/L,250-mL baffled Erlenmeyer flasks,8.0,96 h,30°C,Shaking 200rpm,C. glutamicum ATCC 13032,gabP;gabT,,gadB2,yes,
p57,10.1016.j.ymben.2017.06.010,GAB3,Corynebacterium glutamicum,γ–aminobutyric acid (GABA) (γ–aminobutyric acid (GABA)),27.5 ± 2.5 g/L,GAP-main media,Glucose,70 g/L,250-mL baffled Erlenmeyer flasks,8.0,96 h,30°C,Shaking 200rpm,C. glutamicum ATCC 13032,gabT,,gadB2,yes,
p57,10.1016.j.ymben.2017.06.010,GAB8,Corynebacterium glutamicum,γ–aminobutyric acid (GABA) (γ–aminobutyric acid (GABA)),27.5 ± 0.3 g/L,GAP-main media,Glucose,70 g/L,250-mL baffled Erlenmeyer flasks,8.0,96 h,30°C,Shaking 200rpm,C. glutamicum ATCC 13032,Ncgl1221;gabP;gabT,,gadB2,yes,
,,,,,,,,,,,,,,,,,,,
p58,10.1016.j.ymben.2019.01.006,strain 20,Escherichia coli,MCFA (Medium Chain Fatty Acids),5.1 g/L,MOPS,glycerol,15 g/L,"shake flask, batch",6.5,48 h,30 °C,100 rpm,,,EF_lpdA;lpdA,,yes,
p58,10.1016.j.ymben.2019.01.006,strain 30,Escherichia coli,MCFA (Medium Chain Fatty Acids),7.35 g/L,MOPS,glycerol,15 g/L,"shake flask, batch",6.5,48 h,30 °C,100 rpm,strain 20,,EF_lpdA;lpdA,EF_lpdA;lpdA;pdhA;pdhB,KO,
p58,10.1016.j.ymben.2019.01.006,strain 1,Escherichia coli,fatty acids (fatty acids),4.5 g/L,MOPS,glucose,not specified,"shake flask, batch",6.5,48 h,30 °C,150 rpm,E. coli BL21(DE3),,bktB;fadB;ter;ydiI,lpdA;lpdA(A358V),KO OE,
,,,,,,,,,,,,,,,,,,,
p59,10.1016.j.ymben.2019.09.003,AK07,,acetate (acetate),0.8 g/L,EZ-Rich,glucose,1%,Flask,,,30 °C,,AK02,,HMGR;HMGR_Sc_co;HMGS;HMGS_Sc_co;MK;MK_Sc_co,HMGR;HMGR_Sc_o;HMGS;HMGS_Sc_o;MK;MK_Sc_co;PMD;atoB,yes,
p59,10.1016.j.ymben.2019.09.003,AK07,,acetate (acetate),0.5 g/L,EZ-Rich,glucose,1%,Flask,,30 h,30 °C,,AK02,,HMGR;HMGR_Sc_co;HMGS;HMGS_Sc_co;MK;MK_Sc_co,HMGR;HMGR_Sc_o;HMGS;HMGS_Sc_o;MK;MK_Sc_co;PMD;atoB,yes,
p59,10.1016.j.ymben.2019.09.003,AK07,,isoprenol (isoprenol),1.34 g/L,EZ-Rich,glucose,1%,Flask,,48 h,30 °C,,AK02,,HMGR;HMGR_Sc_co;HMGS;HMGS_Sc_co;MK;MK_Sc_co,HMGR;HMGR_Sc_o;HMGS;HMGS_Sc_o;MK;MK_Sc_co;PMD;atoB,yes,
p59,10.1016.j.ymben.2019.09.003,AK21,,acetate (acetate),0.3 g/L,EZ-Rich,glucose,1%,Flask,,30 h,30 °C,,AK07,,HMGR;HMGR_Sc_co;HMGS;HMGS_Sc_co;MK;MK_Sc_co,HMGR;HMGR_Sc_co;HMGR_Sc_o;HMGS;HMGS_Sc_co;HMGS_Sc_o;MK;MK_Sc_co;PMD;atoB,yes,
p59,10.1016.j.ymben.2019.09.003,AK21,,isoprenol (isoprenol),1.6 g/L,EZ-Rich,glucose,1%,Flask,,30 h,30 °C,,AK07,,HMGR;HMGR_Sc_co;HMGS;HMGS_Sc_co;MK;MK_Sc_co,HMGR;HMGR_Sc_co;HMGR_Sc_o;HMGS;HMGS_Sc_co;HMGS_Sc_o;MK;MK_Sc_co;PMD;atoB,yes,
p59,10.1016.j.ymben.2019.09.003,AK21,,isoprenol (isoprenol),2.74 g/L,Minimal medium,glucose,2%,Flasks,,63 h,30 °C,,AK07,,HMGR;HMGR_Sc_co;HMGS;HMGS_Sc_co;MK;MK_Sc_co,HMGR;HMGR_Sc_co;HMGR_Sc_o;HMGS;HMGS_Sc_co;HMGS_Sc_o;MK;MK_Sc_co;PMD;atoB,yes,
p59,10.1016.j.ymben.2019.09.003,AK26,,acetate (acetate),1.5 g/L,Minimal medium,glucose,2%,Bioreactor,7.0,54 h,30 °C,,AK21,,HMGR;HMGR_Sc_co;HMGS;HMGS_Sc_co;MK;MK_Sc_co,HMGR;HMGR_Sc_co;HMGR_Sc_o;HMGS;HMGS_Sc_co;HMGS_Sc_o;MK;MK_Sc_co;PMD;atoB,yes,
p59,10.1016.j.ymben.2019.09.003,AK26,,acetate (acetate),6.6 g/L,Minimal medium,glucose,2%,Bioreactor,7.0,,30 °C,,AK21,,HMGR;HMGR_Sc_co;HMGS;HMGS_Sc_co;MK;MK_Sc_co,HMGR;HMGR_Sc_co;HMGR_Sc_o;HMGS;HMGS_Sc_co;HMGS_Sc_o;MK;MK_Sc_co;PMD;atoB,yes,
p59,10.1016.j.ymben.2019.09.003,AK26,,ethanol (ethanol),1.2 g/L,Minimal medium,glucose,2%,Flask,,,30 °C,,AK21,,HMGR;HMGR_Sc_co;HMGS;HMGS_Sc_co;MK;MK_Sc_co,HMGR;HMGR_Sc_co;HMGR_Sc_o;HMGS;HMGS_Sc_co;HMGS_Sc_o;MK;MK_Sc_co;PMD;atoB,yes,
p59,10.1016.j.ymben.2019.09.003,AK26,,ethanol (ethanol),1.9 g/L,Minimal medium,glucose,3%,Flask,,63 h,30 °C,,AK21,,HMGR;HMGR_Sc_co;HMGS;HMGS_Sc_co;MK;MK_Sc_co,HMGR;HMGR_Sc_co;HMGR_Sc_o;HMGS;HMGS_Sc_co;HMGS_Sc_o;MK;MK_Sc_co;PMD;atoB,yes,
p59,10.1016.j.ymben.2019.09.003,AK26,,isoprenol (isoprenol),3.71 g/L,Minimal medium,glucose,3%,Flasks,,63 h,30 °C,,AK21,,HMGR;HMGR_Sc_co;HMGS;HMGS_Sc_co;MK;MK_Sc_co,HMGR;HMGR_Sc_co;HMGR_Sc_o;HMGS;HMGS_Sc_co;HMGS_Sc_o;MK;MK_Sc_co;PMD;atoB,yes,
p59,10.1016.j.ymben.2019.09.003,AK26,,isoprenol (isoprenol),3.55 g/L,M9 minimal medium,glucose,2%,2-L bioreactor (fed-batch),7.0,150 h,30 °C,30%,AK21,,HMGR;HMGR_Sc_co;HMGS;HMGS_Sc_co;MK;MK_Sc_co,HMGR;HMGR_Sc_co;HMGR_Sc_o;HMGS;HMGS_Sc_co;HMGS_Sc_o;MK;MK_Sc_co;PMD;atoB,yes,
p59,10.1016.j.ymben.2019.09.003,AK26,,isoprenol (isoprenol),5.42 g/L,M9 minimal medium,glucose,2%,2-L bioreactor (fed-batch with yeast),7.0,94 h,30 °C,30%,AK21,,HMGR;HMGR_Sc_co;HMGS;HMGS_Sc_co;MK;MK_Sc_co,HMGR;HMGR_Sc_co;HMGR_Sc_o;HMGS;HMGS_Sc_co;HMGS_Sc_o;MK;MK_Sc_co;PMD;atoB,yes,
p59,10.1016.j.ymben.2019.09.003,AK26,,isoprenol (isoprenol),0.095 g/g,Minimal medium,glucose,1%,Flasks,,20 h,30 °C,,AK21,,HMGR;HMGR_Sc_co;HMGS;HMGS_Sc_co;MK;MK_Sc_co,HMGR;HMGR_Sc_co;HMGR_Sc_o;HMGS;HMGS_Sc_co;HMGS_Sc_o;MK;MK_Sc_co;PMD;atoB,yes,
p59,10.1016.j.ymben.2019.09.003,AK26,,isoprenol (isoprenol),0.14 g/g,Minimal medium,glucose,2%,Flasks,,20 h,30 °C,,AK21,,HMGR;HMGR_Sc_co;HMGS;HMGS_Sc_co;MK;MK_Sc_co,HMGR;HMGR_Sc_co;HMGR_Sc_o;HMGS;HMGS_Sc_co;HMGS_Sc_o;MK;MK_Sc_co;PMD;atoB,yes,
p59,10.1016.j.ymben.2019.09.003,AK01,,isoprenol (isoprenol),513 mg/L,EZ-Rich,glucose,1%,Flask,,48 h,30 °C,,,,,HMGR;HMGR_Sc_o;HMGS;HMGS_Sc_o;MK;MK_Sc_co;PMD;atoB,yes,
p59,10.1016.j.ymben.2019.09.003,AK02,,isoprenol (isoprenol),1.05 g/L,EZ-Rich,glucose,1%,Flask,,48 h,30 °C,,AK01,,MK;MK_Sc_co,HMGR;HMGR_Sc_o;HMGS;HMGS_Sc_o;MK;MK_Sc_co;PMD;atoB,yes,
p59,10.1016.j.ymben.2019.09.003,AK08,,isoprenol (isoprenol),1.35 g/L,EZ-Rich,glucose,1%,Flask,,48 h,30 °C,,AK02,,HMGR;HMGR_Sa;HMGS;HMGS_Sa;MK;MK_Sc_co,HMGR;HMGR_Sc_o;HMGS;HMGS_Sc_o;MK;MK_Sc_co;PMD;atoB,yes,
p59,10.1016.j.ymben.2019.09.003,AK09,,isoprenol (isoprenol),1.26 g/L,EZ-Rich,glucose,1%,Flask,,48 h,30 °C,,AK02,,HMGR;HMGR_Sa;HMGS;HMGS_Sa;MK;MK_Sc_co,HMGR;HMGR_Sc_o;HMGS;HMGS_Sc_o;MK;MK_Sc_co;PMD;atoB,yes,
p59,10.1016.j.ymben.2019.09.003,AK22,,isoprenol (isoprenol),784 mg/L,EZ-Rich,glucose,1%,Test tubes,,48 h,30 °C,,AK02,,MK;MK_Sc_co,HMGR;HMGR_Sc_co;HMGR_Sc_o;HMGS;HMGS_Sc_o;MK;MK_Sc_co;PMD;atoB,yes,
p59,10.1016.j.ymben.2019.09.003,AK28,,isoprenol (isoprenol),1.84 g/L,EZ-Rich,glucose,1%,Test tubes,,48 h,30 °C,,AK08,,HMGR;HMGR_Sa;HMGS;HMGS_Sa;MK;MK_Sc_co,HMGR;HMGR_Sc_co;HMGR_Sc_o;HMGS;HMGS_Sc_co;HMGS_Sc_o;MK;MK_Sc_co;PMD;atoB,yes,
p59,10.1016.j.ymben.2019.09.003,AK29,,isoprenol (isoprenol),1.81 g/L,EZ-Rich,glucose,1%,Test tubes,,48 h,30 °C,,AK08,,HMGR;HMGR_Sa;HMGS;HMGS_Sa;MK;MK_Sc_co,HMGR;HMGR_Sc_co;HMGR_Sc_o;HMGS;HMGS_Sc_co;HMGS_Sc_o;MK;MK_Sc_co;PMD;atoB,yes,
p59,10.1016.j.ymben.2019.09.003,AK30,,isoprenol (isoprenol),6.15 g/L,M9 minimal medium,glucose,2%,2-L bioreactor (fed-batch),7.0,95 h,30 °C,30%,,ackA;poxB;pta,,HMGR;HMGR_Sc_co;HMGS;HMGS_Sc_co;MK;MK_Sc_co;PMD;atoB,yes,
