paper number,paper_number,doi,strain,strain type,product,product titer,medium,carbon source,carbon source concentration,vessel and feed mode,ph,time,temperature,parent strain,knock out gene,overexpress gene,heterologous gene
P50,P433,10.1007.s00253-007-1246-8,C. beijerinckii NRRL B593,Escherichia coli,,,Reinforced clostridial medium,,,"Anaerobic atmosphere (95% nitrogen and 5% hydrogen), shake flask culture",,24 h,30°C,,,,
P50,P433,10.1007.s00253-007-1246-8,E. coli JM109,Escherichia coli,"Isopropanol, acetone (Isopropanol, acetone)","0.227 g/l isopropanol, 0.024 g/l acetone",SD8 medium,Glucose,50 mM,"Baffled flask, fed-batch culture",5.8,36 h,37°C,,,,
,,,,,,,,,,,,,,,,,
P51,P2119,10.1016.j.ymben.2010.02.003,E. coli XL100/pMSD8/pTL58,Escherichia coli,b-hydroxymyristic acid (b-hydroxymyristic acid),1.1 g/L/day,shake flask cultures,glucose,not specified,batch,7.6,20 h,30°C,XL100/pMSD8/pMSD15/pXL49,fadD,ACC;TE;TesA,TE (plant)
P51,P2119,10.1016.j.ymben.2010.02.003,E. coli TL100/pMSD8/pTL58,Escherichia coli,fatty acids (fatty acids),0.1 g/L/day,shake flask cultures,glucose,not specified,batch,7.6,20 h,30°C,,fadD,ACC;TE;TesA,TE (plant)
,,,,,,,,,,,,,,,,,
P52,P3398,10.1073.pnas.1206346109,rpoA14 R,Saccharomyces cerevisiae,L-tyrosine (L-tyrosine),0.18 g L-tyrosine/g glucose,MOPS minimal medium (Teknova),Glucose,5 g/l,Fed-batch fermentation in a 2-l glass vessel using the BioFlo110 modular fermentor system,7.0,56 h,37 °C,P2;rpoA14,pheA;rpoA;tyrR,aroG;aroG fbr;fbr;tyrA;tyrA fbr,
P52,P3398,10.1073.pnas.1206346109,rpoA14 R,Saccharomyces cerevisiae,L-tyrosine (L-tyrosine),902 mg/l,MOPS minimal medium (Teknova),Glucose,5 g/l,Fed-batch fermentation in a 2-l glass vessel using the BioFlo110 modular fermentor system,7.0,56 h,37 °C,P2;rpoA14,pheA;rpoA;tyrR,aroG;aroG fbr;fbr;tyrA;tyrA fbr,
P52,P3398,10.1073.pnas.1206346109,P2,Saccharomyces cerevisiae,L-tyrosine (L-tyrosine),418 mg/l,MOPS minimal medium (Teknova),Glucose,5 g/l,Shake flask cultures,,,,,pheA;tyrR,aroG;aroG fbr;fbr;tyrA;tyrA fbr,
P52,P3398,10.1073.pnas.1206346109,rpoA14,Saccharomyces cerevisiae,L-tyrosine (L-tyrosine),798 mg/L,MOPS minimal medium (Teknova),Glucose,5 g/l,Shake flask cultures,,,,P2,pheA;rpoA;tyrR,aroG;aroG fbr;fbr;tyrA;tyrA fbr,
P52,P3398,10.1073.pnas.1206346109,rpoD3,Saccharomyces cerevisiae,L-tyrosine (L-tyrosine),893 mg/L,MOPS minimal medium (Teknova),Glucose,5 g/l,Shake flask cultures,,,,P2,pheA;rpoD;tyrR,aroG;aroG fbr;fbr;tyrA;tyrA fbr,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
P55,P3203,10.1038.nbt.1555,CIChE-PHB,Escherichia coli,poly-3-hydroxybutyrate (PHB) (poly-3-hydroxybutyrate),Equivalent to plasmid-bearing cells with antibiotics.,Minimal MR,Glucose,20 g/l,Shake flask,7.0,72 hours,37 °C,,recA,,
P55,P3203,10.1038.nbt.1555,CIChE-LYC,Escherichia coli,Lycopene (Lycopene),Increased by 60% compared to equivalent plasmid strains with antibiotic selection,R-glycerol,Glycerol,15 g/l,Shake flask,7.0,48 hours,30 °C,,,dxs;idi;ispFD,CrtEBI (Synechocystis PCC6803)
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
P59,P2188,10.1016.j.ymben.2012.08.006,KTS622,Escherichia coli,acetate (acetate),0.24g/l,M9 minimal medium,glucose,1.5% (w/v),Shake flask,7.6,72 hours,37°C,,,,
P59,P2188,10.1016.j.ymben.2012.08.006,KTS822IG,Escherichia coli,acetate (acetate),0.41g/l,M9 minimal medium,glucose,1.5% (w/v),Shake flask,7.6,72 hours,37°C,KTS622,,,
,,,,,,,,,,,,,,,,,
P60,P2185,10.1016.j.ymben.2012.08.001,HB101,Escherichia coli,acetone (acetone),1.5g/l,LB,glucose,20g/l,5-ml culture tube,7,24h-30h,37°C,,,,
P60,P2185,10.1016.j.ymben.2012.08.001,HB101,Escherichia coli,acetone (acetone),2.8g/l,LBAmp,glucose,20g/l,5-ml culture tube,-,3h,37°C,,,,
P60,P2185,10.1016.j.ymben.2012.08.001,HB101,Escherichia coli,acetone (acetone),3.6g/l,LBAmp,glucose,20g/l,5-ml culture tube,4.7,48h,37°C,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
P62,P2180,10.1016.j.ymben.2012.07.002,JCL299,Escherichia coli,hexanoic acid (hexanoic acid),91mg/L,LB,Glucose,1%,"Anaerobic, shake flask",-,60h,30°C,,,adhE2,crt (C. acetobutylicum);crt1 (Clostridioides kluyveri);mBACH (Mus musculus);paaH1 (Ralstonia eutropha)
P62,P2180,10.1016.j.ymben.2012.07.002,JCL299,Escherichia coli,n-butanol (n-butanol),∼30mg/L,Not specified,Not specified,Not specified,Not specified,-,-,-,,,adhE2,crt (C. acetobutylicum);crt1 (Clostridioides kluyveri);mBACH (Mus musculus);paaH1 (Ralstonia eutropha)
P62,P2180,10.1016.j.ymben.2012.07.002,JCL299,Escherichia coli,n-hexanol (n-hexanol),280mg/L,LB,Glucose,1%,"Anaerobic, shake flask",-,48h,30°C,,,adhE2,crt (C. acetobutylicum);crt1 (Clostridioides kluyveri);mBACH (Mus musculus);paaH1 (Ralstonia eutropha)
P62,P2180,10.1016.j.ymben.2012.07.002,JCL299,Escherichia coli,n-hexanol (n-hexanol),469mg/L,LB,Glucose,1%,"Anaerobic, shake flask",-,48h,30°C,,,adhE2,crt (C. acetobutylicum);crt1 (Clostridioides kluyveri);mBACH (Mus musculus);paaH1 (Ralstonia eutropha)
,,,,,,,,,,,,,,,,,
P63,P2201,10.1016.j.ymben.2012.11.008,AS29,Escherichia coli,isobutanol (isobutanol),0.04mol/mol,aerobic,glucose,5%,"flask, shaken",,12h,37°C,AS6,,kivD-ilvD,
P63,P2201,10.1016.j.ymben.2012.11.008,AS29,Escherichia coli,isobutanol (isobutanol),0.07mol/mol,anaerobic,glucose,5%,"bottle, static",,6 days,37°C,AS6,,kivD-ilvD,
P63,P2201,10.1016.j.ymben.2012.11.008,AS29,Escherichia coli,isobutanol (isobutanol),0.13mol/mol,anaerobic,glucose,5%,"bottle, static",,6 days,37°C,AS6,,kivD-ilvD,
P63,P2201,10.1016.j.ymben.2012.11.008,AS108,Escherichia coli,isobutanol (isobutanol),0.18mol/mol,anaerobic,glucose,5%,"bottle, static",,6 days,37°C,AS105,adhE;tdcDE,alsS;ilvC;kivD-ilvD,alsS (B. subtilis)
P63,P2201,10.1016.j.ymben.2012.11.008,AS108,Escherichia coli,isobutanol (isobutanol),0.22mol/mol,aerobic,glucose,5%,"flask, shaken",,24h,37°C,AS105,adhE;tdcDE,alsS;ilvC;kivD-ilvD,alsS (B. subtilis)
P63,P2201,10.1016.j.ymben.2012.11.008,AS108,Escherichia coli,isobutanol (isobutanol),0.51mol/mol,aerobic,glucose,5%,"flask, shaken",,12h,37°C,AS105,adhE;tdcDE,alsS;ilvC;kivD-ilvD,alsS (B. subtilis)
P63,P2201,10.1016.j.ymben.2012.11.008,AS108,Escherichia coli,isobutanol (isobutanol),0.66mol/mol,anaerobic,glucose,5%,"bottle, static",,6 days,37°C,AS105,adhE;tdcDE,alsS;ilvC;kivD-ilvD,alsS (B. subtilis)
P63,P2201,10.1016.j.ymben.2012.11.008,AS226,Escherichia coli,isobutanol (isobutanol),0.23mol/mol,aerobic,glucose,5%,"flask, shaken",,24h,37°C,AS144,adhE;tdcDE,alsS;ilvC;kivD-ilvD;pntAB;yfjB,alsS (B. subtilis)
P63,P2201,10.1016.j.ymben.2012.11.008,AS226,Escherichia coli,isobutanol (isobutanol),0.62mol/mol,aerobic,glucose,5%,"flask, shaken",,24h,37°C,AS144,adhE;tdcDE,alsS;ilvC;kivD-ilvD;pntAB;yfjB,alsS (B. subtilis)
P63,P2201,10.1016.j.ymben.2012.11.008,AS166,Escherichia coli,isobutanol (isobutanol),0.2mol/mol,anaerobic,glucose,5%,"bottle, static",,6 days,37°C,AS142,adhE;tdcDE,alsS;ilvC;kivD-ilvD;pntAB;yfjB,alsS (B. subtilis)
P63,P2201,10.1016.j.ymben.2012.11.008,AS166,Escherichia coli,isobutanol (isobutanol),0.92mol/mol,anaerobic,glucose,5%,"bottle, static",,24h (two-stage),37°C,AS142,adhE;tdcDE,alsS;ilvC;kivD-ilvD;pntAB;yfjB,alsS (B. subtilis)
P63,P2201,10.1016.j.ymben.2012.11.008,AS77,Escherichia coli,isobutanol (isobutanol),0.34mol/mol,aerobic,glucose,5%,"flask, shaken",,12h,37°C,AS74,adhE;tdcDE,alsS;kivD-ilvD,alsS (B. subtilis)
P63,P2201,10.1016.j.ymben.2012.11.008,AS77,Escherichia coli,isobutanol (isobutanol),0.52mol/mol,anaerobic,glucose,5%,"bottle, static",,6 days,37°C,AS74,adhE;tdcDE,alsS;kivD-ilvD,alsS (B. subtilis)
P63,P2201,10.1016.j.ymben.2012.11.008,AS105,Escherichia coli,isobutanol (isobutanol),0.41mol/mol,aerobic,glucose,5%,"flask, shaken",,12h,37°C,AS77,adhE;tdcDE,alsS;ilvC;kivD-ilvD,alsS (B. subtilis)
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
P65,P2177,10.1016.j.ymben.2012.06.001,AbC,E.coli,GGL (glycoglycerolipids),6mg GGL per g dry weight (reaching 180mg/L of culture),Defined medium,Glucose,25gL-1,Fed-batch bioreactor at μmax of 0.1h-1,7.0,2h,37°C,,,,
,,,,,,,,,,,,,,,,,
P66,P1178,10.1016.j.bbrc.2009.12.013,HW2,Escherichia coli,ethanol (ethanol),2.1±0.3mg/mg protein,glycerol medium,glycerol,10g/L,sealed crimp-top vials,6.3,5h,37°C,BW25113 frdC;HW1,frdC;not mentioned,gldA;not mentioned,not mentioned (Escherichia coli)
P66,P1178,10.1016.j.bbrc.2009.12.013,HW2,Escherichia coli,hydrogen (Hydrogen),0.68±0.16mmol/L/h,glycerol medium,glycerol,10g/L,sealed crimp-top vials,6.3,5h,37°C,BW25113 frdC;HW1,frdC;not mentioned,gldA;not mentioned,not mentioned (Escherichia coli)
P66,P1178,10.1016.j.bbrc.2009.12.013,HW2,Escherichia coli,hydrogen (Hydrogen),21±3μmol/mg protein,glycerol medium,glycerol,10g/L,sealed crimp-top vials,6.3,5h,37°C,BW25113 frdC;HW1,frdC;not mentioned,gldA;not mentioned,not mentioned (Escherichia coli)
P66,P1178,10.1016.j.bbrc.2009.12.013,HW1,Escherichia coli,hydrogen (Hydrogen),0.024±0.001mmol/L/h,glycerol medium,glycerol,10g/L,sealed crimp-top vials,6.3,5h,37°C,BW25113 frdC,frdC;not mentioned,not mentioned,not mentioned (Escherichia coli)
P66,P1178,10.1016.j.bbrc.2009.12.013,HW1,Escherichia coli,hydrogen (Hydrogen),0.87±0.03μmol/mg protein,glycerol medium,glycerol,10g/L,sealed crimp-top vials,6.3,5h,37°C,BW25113 frdC,frdC;not mentioned,not mentioned,not mentioned (Escherichia coli)
P66,P1178,10.1016.j.bbrc.2009.12.013,HW1,Escherichia coli,hydrogen (Hydrogen),36.8±0.6μmol/mg protein,glycerol medium,glycerol,10g/L,sealed crimp-top vials,6.3,24h,37°C,BW25113 frdC,frdC;not mentioned,not mentioned,not mentioned (Escherichia coli)
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
P68,P3590,10.1186.1475-2859-11-153,E. coli,Escherichia coli,4-coumaric acid (4-coumaric acid),38 ± 2 mg/L,M9 minimal media,Glucose,40 g/L,Shake flask culture,7,36 hours,37°C,,,,com;sam5;tal (S. espanaensis)
P68,P3590,10.1186.1475-2859-11-153,E. coli (pAD-AG/ΔtyrR),Escherichia coli,4-coumaric acid (4-coumaric acid),805 ± 41 mg/L,M9 modified medium,Glucose,Not specified,Shake flask culture,Not specified,Not specified,Not specified,E. coli,tyrR,aroGfbr;tyrAfbr,com;sam5;tal (S. espanaensis)
P68,P3590,10.1186.1475-2859-11-153,E. coli (pAD-AG/ΔtyrR),Escherichia coli,4-coumaric acid (4-coumaric acid),974 ± 30 mg/L,M9 modified medium,Glucose,Not specified,Shake flask culture,Not specified,Not specified,Not specified,E. coli,tyrR,aroGfbr;tyrAfbr,com;sam5;tal (S. espanaensis)
P68,P3590,10.1186.1475-2859-11-153,E. coli (pAD-AG/ΔtyrR),Escherichia coli,caffeic acid (caffeic acid),150 ± 8 mg/L,M9 modified medium,Glucose,Not specified,Shake flask culture,Not specified,Not specified,Not specified,E. coli,tyrR,aroGfbr;tyrAfbr,com;sam5;tal (S. espanaensis)
P68,P3590,10.1186.1475-2859-11-153,E. coli (pAD-AG/ΔtyrR),Escherichia coli,caffeic acid (caffeic acid),40 ± 16 mg/L,M9 modified medium,Glucose,Not specified,Shake flask culture,Not specified,Not specified,Not specified,E. coli,tyrR,aroGfbr;tyrAfbr,com;sam5;tal (S. espanaensis)
,,,,,,,,,,,,,,,,,
P69,P3655,10.1186.1475-2859-9-96,HCT 10,Escherichia coli,(R)-3HB ((R)-3-hydroxybutyrate),0.96 g/L,LB supplemented with 20 g/L glucose and 20 mM sodium propionate,Glucose and Propionate,20 g/L glucose and 20 mM sodium propionate,Shake Flask,Not specified,48 h,30°C,,,PhaB;Ptb-Buk;TesB;bktB;hbd;phaB,
P69,P3655,10.1186.1475-2859-9-96,HCT 10,Escherichia coli,(R)-3HV ((R)-3-hydroxyvalerate),0.96 g/L,LB supplemented with 20 g/L glucose and 20 mM sodium propionate,Glucose and Propionate,20 g/L glucose and 20 mM sodium propionate,Shake Flask,Not specified,48 h,30°C,,,PhaB;Ptb-Buk;TesB;bktB;hbd;phaB,
P69,P3655,10.1186.1475-2859-9-96,HCT 10,Escherichia coli,(S)-3HV ((S)-3-hydroxyvalerate),0.11 g/L,LB supplemented with 20 g/L glucose and 3 g/L threonine,Glucose and Threonine,20 g/L glucose and 3 g/L threonine,Shake Flask,Not specified,48 h,30°C,,,PhaB;Ptb-Buk;TesB;bktB;hbd;phaB,
P69,P3655,10.1186.1475-2859-9-96,HCT 10,Escherichia coli,(S)-3HV ((S)-3-hydroxyvalerate),0.27 g/L,"LB supplemented with 20 g/L glucose and 3 g/L threonine, over-expressing ilvA from E. coli",Glucose and Threonine,20 g/L glucose and 3 g/L threonine,Shake Flask,Not specified,48 h,30°C,,,PhaB;Ptb-Buk;TesB;bktB;hbd;phaB,
P69,P3655,10.1186.1475-2859-9-96,HCT 10,Escherichia coli,(S)-3HV ((S)-3-hydroxyvalerate),0.38 g/L,LB supplemented with 20 g/L glucose and 20 mM sodium propionate,Glucose and Propionate,20 g/L glucose and 20 mM sodium propionate,Shake Flask,Not specified,48 h,30°C,,,PhaB;Ptb-Buk;TesB;bktB;hbd;phaB,
P69,P3655,10.1186.1475-2859-9-96,HCT 20,Escherichia coli,(R)-3HV ((R)-3-hydroxyvalerate),0.22 g/L,LB supplemented with 20 g/L glucose and 3 g/L sodium 2-ketobutyrate,Glucose and 2-Ketobutyrate,20 g/L glucose and 3 g/L sodium 2-ketobutyrate,Shake Flask,Not specified,48 h,30°C,HCT 10,ackA-pta;atoDA;poxB,PhaB;Ptb-Buk;TesB;bktB;hbd;phaB,
P69,P3655,10.1186.1475-2859-9-96,HCT 20,Escherichia coli,(R)-3HV ((R)-3-hydroxyvalerate),0.60 g/L,LB supplemented with 20 g/L glucose and 3 g/L threonine,Glucose and Threonine,20 g/L glucose and 3 g/L threonine,Shake Flask,Not specified,48 h,30°C,HCT 10,ackA-pta;atoDA;poxB,PhaB;Ptb-Buk;TesB;bktB;hbd;phaB,
P69,P3655,10.1186.1475-2859-9-96,HCT 20,Escherichia coli,(R)-3HV ((R)-3-hydroxyvalerate),0.91 g/L,"LB supplemented with 20 g/L glucose and 3 g/L threonine, over-expressing ilvA from C. glutamicum",Glucose and Threonine,20 g/L glucose and 3 g/L threonine,Shake Flask,Not specified,48 h,30°C,HCT 10,ackA-pta;atoDA;poxB,PhaB;Ptb-Buk;TesB;bktB;hbd;phaB,
P69,P3655,10.1186.1475-2859-9-96,HCT 20,Escherichia coli,(S)-3HV ((S)-3-hydroxyvalerate),0.60 g/L,LB supplemented with 20 g/L glucose and 3 g/L threonine,Glucose and Threonine,20 g/L glucose and 3 g/L threonine,Shake Flask,Not specified,48 h,30°C,HCT 10,ackA-pta;atoDA;poxB,PhaB;Ptb-Buk;TesB;bktB;hbd;phaB,
P69,P3655,10.1186.1475-2859-9-96,HCT 21,Escherichia coli,(S)-3HB ((S)-3-hydroxybutyrate),0.31 g/L,LB supplemented with 20 g/L glucose,Glucose,20 g/L glucose,Shake Flask,Not specified,48 h,30°C,HCT 20,ackA-pta;atoDA;metA;poxB;tdh,PhaB;Ptb-Buk;TesB;bktB;hbd;phaB;thrABC,
P69,P3655,10.1186.1475-2859-9-96,HCT 21,Escherichia coli,3HB (3-hydroxybutyrate),0.31 g/L,,,,,,,,HCT 20,ackA-pta;atoDA;metA;poxB;tdh,PhaB;Ptb-Buk;TesB;bktB;hbd;phaB;thrABC,
,,,,,,,,,,,,,,,,,
P70,P1296,10.1016.j.biortech.2012.02.119,ZW10,Escherichia coli,HFAs (long chain hydroxyfatty acids),117.0mg/L,M9 medium containing 20g/L of glucose,Glucose,20g/L,Shake flask,7.4,15h,30°C,ZW9,fadD,'TesA;P450BM3;TesA,
P70,P1296,10.1016.j.biortech.2012.02.119,ZW8,Escherichia coli,HFAs (long chain hydroxyfatty acids),51.8mg/L,M9 medium containing 20g/L of glucose,Glucose,20g/L,Shake flask,7.4,15h,30°C,,,BTE;P450BM3,
P70,P1296,10.1016.j.biortech.2012.02.119,ZW8,Escherichia coli,Hydroxydodecanoic acids (C12) (Hydroxydodecanoic acids (C12)),41.9mg/L,M9 medium containing 20g/L of glucose,Glucose,20g/L,Shake flask,7.4,15h,30°C,,,BTE;P450BM3,
P70,P1296,10.1016.j.biortech.2012.02.119,ZW5,Escherichia coli,HFAs (long chain hydroxyfatty acids),60.5mg/L,M9 medium containing 20g/L of glucose,Glucose,20g/L,Shake flask,7.4,15h,30°C,,,P450BM3,
P70,P1296,10.1016.j.biortech.2012.02.119,ZW9,Escherichia coli,HFAs (long chain hydroxyfatty acids),72.6mg/L,M9 medium containing 20g/L of glucose,Glucose,20g/L,Shake flask,7.4,15h,30°C,,,'TesA;P450BM3;TesA,
P70,P1296,10.1016.j.biortech.2012.02.119,ZW9,Escherichia coli,Hydroxytetradecanoic acids (C14) (Hydroxytetradecanoic acids (C14)),72.6mg/L,M9 medium containing 20g/L of glucose,Glucose,20g/L,Shake flask,7.4,15h,30°C,,,'TesA;P450BM3;TesA,
P70,P1296,10.1016.j.biortech.2012.02.119,ZW9,Escherichia coli,ω-3-hydroxytetradecanoic acid (ω-3-C14:0) (ω-3-hydroxytetradecanoic acid (ω-3-C14:0)),58.5mg/L,M9 medium containing 20g/L of glucose,Glucose,20g/L,Shake flask,7.4,15h,30°C,,,'TesA;P450BM3;TesA,
,,,,,,,,,,,,,,,,,
P71,P482,10.1007.s00253-011-3530-x,E. coli XLdh (p619C1437-pct540),Escherichia coli,P(2HB-co-3HB) (poly(2-hydroxybutyrate-co-3-hydroxybutyrate)),26.7 wt.%,MR medium supplemented with 20 g/L of glucose and different concentrations of 2HB and 3HB,"Glucose, 2HB, 3HB","20 g/L glucose, different concentrations of 2HB and 3HB",shake flask culture,7.0,48 h,30°C,,,,
P71,P482,10.1007.s00253-011-3530-x,E. coli XLdh (p619C1437-pct540),Escherichia coli,P(61 mol%2HB-co-36 mol%3HB-co-3 mol%LA) (P(61 mol%2HB-co-36 mol%3HB-co-3 mol%LA)),26.7 wt.%,MR medium supplemented with 20 g/L of glucose and 2 g/L of 2HB and 0.5 g/L of 3HB,"Glucose, 2HB, 3HB","20 g/L glucose, 2 g/L of 2HB and 0.5 g/L of 3HB",shake flask culture,7.0,48 h,30°C,,,,
P71,P482,10.1007.s00253-011-3530-x,E. coli XLdh (p619C1437-pct540),Escherichia coli,"PHAs consisting of 2HB, 3HB, and a small fraction of lactate (PHAs consisting of 2HB, 3HB, and a small fraction of lactate)",26.7 wt.%,MR medium supplemented with 20 g/L of glucose and different concentrations of 2HB and 3HB,"Glucose, 2HB, 3HB","20 g/L glucose, different concentrations of 2HB and 3HB",shake flask culture,7.0,48 h,30°C,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
P74,P2084,10.1016.j.ymben.2007.12.001,E. coli T2,Escherichia coli,L-tyrosine (L-tyrosine),$700 mg/l,MOPS-buffered minimal medium,Glucose,5 g/l,Shaken flasks,Not specified,20-24 h,37°C,E. coli T1,,aroA;aroB;aroC;aroD;aroE;aroG;aroK;aroL;ppsA;tktA;tyrA;tyrB;ydiB,
P74,P2084,10.1016.j.ymben.2007.12.001,E. coli T2,Escherichia coli,L-tyrosine (L-tyrosine),360 milligrams per gram cell dry weight,MOPS-buffered minimal medium,Glucose,5 g/l,Shaken flasks,Not specified,20-24 h,37°C,E. coli T1,,aroA;aroB;aroC;aroD;aroE;aroG;aroK;aroL;ppsA;tktA;tyrA;tyrB;ydiB,
P74,P2084,10.1016.j.ymben.2007.12.001,E. coli T1,Escherichia coli,L-tyrosine (L-tyrosine),270 milligrams per gram cell dry weight,MOPS-buffered minimal medium,Glucose,5 g/l,Shaken flasks,Not specified,20-24 h,37°C,,,aroA;aroB;aroC;aroD;aroE;aroG;aroK;aroL;tyrA;tyrB;ydiB,
,,,,,,,,,,,,,,,,,
P75,P2130,10.1016.j.ymben.2010.11.002,JUDE-1,Escherichia coli,26.10 IgG抗体 (26.10抗体),0.1-1.3mg/L,NU medium,glycerol,0.5%,shake flask,7,16h,25°C,,,HSPA5;Skp;dnaK/dnaJ;dsbA;dsbC;groEL/groES;ppiB;secB;secY/secE;tig,IgG (human)
P75,P2130,10.1016.j.ymben.2010.11.002,TM4,Escherichia coli,26.10 IgG抗体 (26.10抗体),4mg/L,NU medium,glycerol,0.5%,shake flask,7,16h,25°C,JUDE-1,,DsbA;HSPA5;Skp;dnaK/dnaJ;dsbA;dsbC;groEL/groES;ppiB;secB;secY/secE;tig,IgG (Escherichia coli)
P75,P2130,10.1016.j.ymben.2010.11.002,TM4,Escherichia coli,9c8纳米亲和力抗补体因子C1S抗体 (9c8 nanomolar affinity anti-complement factor C1S antibody),4mg/L,NU medium,glycerol,0.5%,shake flask,7,16h,25°C,JUDE-1,,DsbA;HSPA5;Skp;dnaK/dnaJ;dsbA;dsbC;groEL/groES;ppiB;secB;secY/secE;tig,IgG (Escherichia coli)
P75,P2130,10.1016.j.ymben.2010.11.002,TM4,Escherichia coli,M18.1人源化抗体 (M18.1人源化抗保护性抗原(PA)抗体),2.5mg/L,NU medium,glycerol,0.5%,shake flask,7,16h,25°C,JUDE-1,,DsbA;HSPA5;Skp;dnaK/dnaJ;dsbA;dsbC;groEL/groES;ppiB;secB;secY/secE;tig,IgG (Escherichia coli)
,,,,,,,,,,,,,,,,,
P76,P485,10.1007.s00253-011-3725-1,YW22(pTrcHis2B-TXS-GGPPS),Escherichia coli,taxadiene (taxadiene),1.53×10-4 mmol/g DCW/h,glycerol-based complex medium,glycerol,3.0 mmol/g DCW/h,shake flask,7.60,120 h,22 °C,JM109(DE3),,dxs;idi;ispD;ispF,GGPPS (not specified in the given text);TXS (not specified)
P76,P485,10.1007.s00253-011-3725-1,YW22(pTrcHis2B-TXS-GGPPS),Escherichia coli,taxadiene (taxadiene),0.52 gDCW/l,glycerol-based complex medium,glycerol,3.0 mmol/g DCW/h,shake flask,7.60,120 h,22 °C,JM109(DE3),,dxs;idi;ispD;ispF,GGPPS (not specified in the given text);TXS (not specified)
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
P78,P2100,10.1016.j.ymben.2009.01.002,BL21(DE3) pYdbK pAF,Escherichia coli,H2 (Hydrogen),Enhanced 9-fold or more,MOPS minimal,Glucose,0.5% (w/v),Closed serum bottles,7.0,17-24h,37°C,,,CpFdx;HydA;HydE;HydF;HydG,
P78,P2100,10.1016.j.ymben.2009.01.002,BL21(DE3)ΔiscR pAF pYdbK,Escherichia coli,H2 (Hydrogen),2-fold higher than WT,MOPS minimal,Glucose,0.5% (w/v),Closed serum bottles,7.0,17-24h,37°C,,iscR,CpFdx;HydA;HydE;HydF;HydG;YdbK,
P78,P2100,10.1016.j.ymben.2009.01.002,MG1655ΔiscR,Escherichia coli,H2 (Hydrogen),0.13±0.01 mol H2/mol葡萄糖,MOPS minimal,Glucose,0.5% (w/v),Closed anoxic batch cultures,6.6-6.9,25h,Not specified,,iscR,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
P84,P508,10.1007.s00253-012-4308-5,DH5αΔpykFΔpykA,E. coli,plasmid DNA (plasmid DNA),0.3 mg/g DCW,"shake flask, 250 rpm, 37 °C",glucose,20 g/L,batch,7.1,24 h,37 °C,DH5α,pykA;pykF,,
P84,P508,10.1007.s00253-012-4308-5,DH5αΔpykA,E. coli,plasmid DNA (plasmid DNA),0.9 mg/g DCW,"shake flask, 250 rpm, 37 °C",glucose,20 g/L,batch,7.1,24 h,37 °C,DH5α,pykA;pykF,,
P84,P508,10.1007.s00253-012-4308-5,JM101,E. coli,plasmid DNA (plasmid DNA),1.3 mg/g DCW,"shake flask, 250 rpm, 37 °C",glucose,20 g/L,batch,7.1,24 h,37 °C,,,,
P84,P508,10.1007.s00253-012-4308-5,JM101,E. coli,plasmid DNA (plasmid DNA),2.6 mg/g DCW,"shake flask, 250 rpm, 37 °C",glucose,20 g/L,batch,7.1,24 h,37 °C,,,,
P84,P508,10.1007.s00253-012-4308-5,JM101,E. coli,plasmid DNA (plasmid DNA),8.4 mg/g DCW,"shake flask, 250 rpm, 37 °C",glycerol,20 g/L,batch,7.1,24 h,37 °C,,,,
P84,P508,10.1007.s00253-012-4308-5,DH5α,E. coli,plasmid DNA (plasmid DNA),1.8 mg/g DCW,"shake flask, 250 rpm, 37 °C",glucose,20 g/L,batch,7.1,24 h,37 °C,,pykA;pykF,,
P84,P508,10.1007.s00253-012-4308-5,GALG11,E. coli,plasmid DNA (plasmid DNA),10.3 mg/g DCW,"shake flask, 250 rpm, 37 °C",glucose,5 + 10 g/L,batch,7.1,24 h,37 °C,MG1655,endA;pgi;pykA;pykF;recA,,
P84,P508,10.1007.s00253-012-4308-5,GALG11,E. coli,plasmid DNA (plasmid DNA),13.1 mg/g DCW,"shake flask, 250 rpm, 37 °C",glucose,5 + 10 g/L,batch,7.1,24 h,37 °C,MG1655,endA;pgi;pykA;pykF;recA,,
P84,P508,10.1007.s00253-012-4308-5,GALG10,E. coli,plasmid DNA (plasmid DNA),10.5 mg/g DCW,"shake flask, 250 rpm, 37 °C",glucose,5 + 10 g/L,batch,7.1,24 h,37 °C,MG1655,endA;pgi;pykA;pykF;recA,,
P84,P508,10.1007.s00253-012-4308-5,GALG10,E. coli,plasmid DNA (plasmid DNA),8.6 mg/g DCW,"shake flask, 250 rpm, 37 °C",glucose,5 + 10 g/L,batch,7.1,24 h,37 °C,MG1655,endA;pgi;pykA;pykF;recA,,
