doi,product,product titer,medium,carbon source,ph,temperature,oxygen level,vessel and feed mode,gene
10.1016.j.ymben.2008.03.001,"['geranylgeraniol', 'geranylgeraniol (geranylgeraniol)', 'geranylgeranyl diphosphate', 'geranylgeranyl diphosphate (geranylgeranyl diphosphate)', 'taxa-4(5),11(12)-diene', 'taxa-4(5),11(12)-diene (taxa-4(5),11(12)-diene)', 'taxadiene', 'taxadiene (taxadiene)']","['20471 mg/l', '27.473.4 mg/l', '30673 mg/l', '30671 mg/l', '27.67 mg/l', '228715 mg/l', '8.770.85 mg/l', '253.734 mg/l', '32073 mg/l', '12273 mg/l', '33.175.6 mg/l', '283.732 mg/l']",['SC minimal medium'],['glucose'],[''],['28°C'],['aerobic'],['Erlenmeyer flask'],"['HMG-CoA reductase', 'S. acidocaldarius geranylgeranyl diphosphate synthase', 'T. chinensis geranylgeranyl diphosphate synthase', 'T. chinensis taxadiene synthase', 'UPC2', 'UPC2-1 transcription factor', 'UPC2.1', 'geranylgeranyl diphosphate synthase', 'tHMG-CoA reductase', 'tHMG1', 'tHMGR1', 'taxadiene synthase', 'upc2-1']"
10.1038.nbt.2509,"['2-methyl-1-butanol', '2-methyl-1-butanol (2-methyl-1-butanol)', 'isobutanol', 'isobutanol (isobutanol)', 'isopentanol', 'isopentanol (isopentanol)']","['0.157 g/l', '113 mg/l', '0.244 g/l', '0.491 g/l', '11 mg/l', '0.635 g/l', '16 mg/l', '19 mg/l', '0.136 g/l', '8 mg/l', '0.067 g/l', '130 mg/l', '0.486 g/l', '28 mg/l', '65 mg/l', '57 mg/l', '0.279 g/l', '0.384 g/l', '0.028 g/l', '0.151 g/l']","['complete medium', 'minimal', 'minimal medium']",['glucose'],[''],"['30 °C', '30°C']","['semiaerobic', 'shaking at 350 r.p.m.']","['conical tube', 'sterile 50-ml conical tubes, semi-aerobic']","['ADH', 'ADH7', 'ADHs', 'ARO10', 'Ec-fucO', 'EcFucO', 'EcfucO', 'ILV', 'ILV2', 'ILV3', 'ILV5', 'KID1', 'Ll-adhARE1', 'Ll-kivd', 'LlAdhARE1', 'LlKivd', 'LladhARE1', 'Llkivd', 'Sc-adh7', 'Sc-aro10', 'Sc-kid1', 'α-KDC', 'α-KDCs']"
10.1016.j.femsyr.2004.01.003,"['acetate', 'lactate', 'lactate (lactate)', 'succinate', 'succinate (succinate)']","['1 mM', '2.5 mM']",['synthetic medium'],['xylose'],['5.0'],['30 °C'],['severely oxygen-limited'],['anaerobic sequencing batch'],['XylA']
10.1016.j.femsyr.2004.09.010,"['xylitol', 'xylitol (xylitol)']",['< 0.3% of the consumed xylose'],['synthetic medium'],['xylose'],['5.0'],['30 °C'],['anaerobic'],"['fermenters, anaerobic batch cultivation']","['ACT1', 'GRE3', 'PDA1', 'RKI1', 'RPE1', 'RPI1', 'TAL1', 'TKL1', 'TPI1', 'XKS1', 'XylA', 'pentose-phosphate-pathway enzymes', 'ribulose 5-phosphate epimerase (R5PE)', 'ribulose 5-phosphate isomerase (R5PI)', 'transaldolase (TAL)', 'transketolase (TKT)', 'xylose isomerase', 'xylose isomerase (XI)', 'xylulokinase', 'xylulokinase (XKS)']"
10.1016.S1567-1356(03)00157-0,"['piceid', 'piceid (piceid)']",['291 ng/200 ml'],['SCDL'],['p-coumaric acid'],['-'],['30°C'],['-'],"['Flask, batch']","['4CL216', 'CAL1', 'CL216', 'VST1', 'vst1']"
10.1016.j.biortech.2014.12.020,"['ethanol', 'ethanol (ethanol)', 'xylitol', 'xylitol (xylitol)']","['0.32 g/g', '0.33 g/g', '15.74 g/L', '0.45 g/g', '11.61 g/L', 'Xylitol production for all strains were below five grams per liter, MEC1133 producing levels below detection limits', '0.28 g/g', 'The high production of xylitol obtained by MEC1121 strain compared to the MEC1122', '25.5 g/L', '0.34 g/g', 'This indicates that the PE-2 strain background has an intrinsic ability to efficiently ferment xylose. Glucose was consumed within 30–40h for both strains. The MEC1121 strain produced almost twice the amount of ethanol compared to the MEC1134 strain (Fig. 3b)', 'The deletion of GRE3 resulted in faster xylose consumption (comparing strains MEC1121 and MEC1133 in Fig. 3a). Ethanol production was also improved and xylitol yield were lowered to undetectable levels', '0.47 g/g']","['SSF substrate', 'mineral medium (MM)', 'unspecified']","['', 'glucose, xylose']","['', '5']","['', '30°C']","['', 'anaerobic']","['', 'SSCF', 'batch fermentation']","['CYC8', 'GRE3', 'PHD', 'ScTAL1', 'ScXKS1', 'SsXYL1', 'SsXYL2', 'URA3', 'XKS1', 'XYL1', 'XYL2', 'ZWF1', 'hphMX4']"
10.1016.j.ymben.2011.05.001,"['amorphadiene', 'amorphadiene (amorphadiene)', 'valencene', 'valencene (valencene)']","['20 mg/l', '150 μg/l', '40 μg/l', '370 μg/l', '1.5 mg/l', '38 μg/l']",['YPD'],['glucose'],[''],[''],[''],['batch'],"['ADS', 'AaADS', 'AtFDPS', 'BTS1', 'COX4', 'CUP1', 'CYC1', 'CsTPS', 'CsTPS1', 'DPP1', 'FDPS', 'HMG1', 'HsFDPS', 'LPP1', 'bts1', 'dpp1', 'lpp1', 'mtADS', 'mtCsTPS1', 'mtFDPS', 'tHMG']"
10.1016.j.ymben.2012.07.011,"['ethanol', 'ethanol (ethanol)', 'glycerol', 'glycerol (glycerol)', 'xylitol', 'xylitol (xylitol)']","['0.438 g/g xylose', '0.005 g/g', '0.203±0.006 g/L', '0.42 g/g xylose', '0.04 g/g xylose']","['2×YNBX', 'YNBX']",['xylose'],"['', '5.0']",['30°C'],['anaerobic'],"['batch', 'chemostat']","['ADH1', 'ADH2', 'ALD3', 'FBP1', 'ICL1', 'P. stipitis XYL3', 'PCK1', 'PGK1', 'Piromyces XYLA', 'PsTAL1', 'PsXYL3', 'RKI1', 'RPE1', 'TAL1', 'TKL1', 'URA3', 'XKS1', 'XYL3', 'XYLA', 'arg4', 'leu2']"
10.1016.j.ymben.2013.01.003,"['fatty acids', 'fatty acids (fatty acids)']",['120–150 μg/10^8 cells'],['YNBD-URA medium'],['Glucose'],[''],['30°C'],[''],['Shake flask'],"['acl', 'idh1', 'idh1,2', 'idh2']"
10.1016.j.ymben.2013.10.004,"['dammarenediol-II', 'dammarenediol-II (dammarenediol-II)', 'ergosterol', 'ergosterol (ergosterol)', 'lanosterol', 'lanosterol (lanosterol)', 'protopanaxadiol', 'protopanaxadiol (protopanaxadiol)', 'squalene', 'squalene (squalene)']","['10.94 mg/g DCW', '10.32 - 13.11 mg/g DCW', '2256 mg/L', '776 mg/L', '232 mg/L', '8.40 mg/g DCW', '0.42 mg/g DCW', '0.02 mg/g DCW', '34 mg/L', '10.97 mg/g DCW', '8.20 mg/g DCW', '5.09 mg/g DCW', '4.96 mg/g DCW', '263 mg/L', '812 mg/L', '0.01% wt/wt', '16.68 mg/g DCW', '13.11 mg/g DCW', '0.27 mg/g DCW', '4.21 mg/g DCW', '180 mg/L', '16 mg/L', '1189 mg/L', '0.50 mg/g DCW', '0.51 mg/g DCW', '0.80 mg/g DCW', '0.05 mg/g DCW', '9.98 mg/g DCW', '0.50 - 4.49 mg/g DCW', '4.49 mg/g DCW', '1.05 mg/g DCW', '8.48 mg/g DCW', '221 mg/L', '13.78 mg/g DCW', '304 mg/L']","['', 'Fermenter', 'YPD']","['', 'Glucose', 'glucose']","['', '5.5']","['', '30°C']","['', '5L/min', '5L/minL', 'Controlled']","['', '7.5L fermenter', 'Fed-batch', 'Flask', 'Flask (batch)', 'Flask fermentation', 'Two-phase extractive', 'Two-phase extractive fermentation']","['AtCPR1', 'ERG1', 'ERG11', 'ERG20', 'ERG9', 'GGPP synthase', 'PPDS', 'PgDDS', 'PgPPDS', 'SynPgPPDS', 'URA3', 'tHMG1']"
10.1016.j.ymben.2014.01.002,"['1-butanol', '1-butanol (1-butanol)', 'butyl aldehyde']","['0.44 g/g (0.2% KV)', '42.9 ± 21.4% improvement in adh1Δ strain titer on day two (relative titer)', '56.9 ± 7.3% more than the adh1Δ strain titer (relative titer)', '0.36 g/g', '0.08 g/g 2-KV', '0.64 g/g (theoretical yield)', '106.8 ± 17.9% higher than the adh1Δ strain titer on day two (relative titer)', '52.1 ± 8.5% more than adh1Δ strain titer on day two (relative titer)', '51.2 ± 20.8% higher than adh1Δ strain titer on day two (relative titer)', '32.8 ± 14.5% improvement in adh1Δ strain titer (relative titer)', '73.1 ± 9.2% improvement in adh1Δ strain titer on day two (relative titer)', '0.64 g/g', '0.36 g/g (0.1% KV)', '0.44 g/g', '242.8 ± 21.0 mg/L on day two']","['citric acid/phosphate buffer', 'filtered YPAD media']",['glucose'],['5'],['30°C'],['micro-aerobic'],['micro-aerobic'],"['ADH1', 'ADH2', 'ADH3', 'ADH4', 'ADH5', 'ADH6', 'Aro10p', 'Aro10pI355Y', 'BDHB', 'CHA1', 'ILV1', 'ILV2', 'ILV3', 'ILV6', 'Ilv1p/Cha1p', 'KivD', 'LEU1', 'LEU2', 'LEU4', 'Leu1p', 'Leu2p', 'Leu4p/Leu9p', 'Pdc1p', 'Pdc5p', 'Pdc6p', 'Thi3p', 'adh1', 'cha1', 'hom2', 'hom3', 'hom6', 'ilv1', 'leu1', 'leu4', 'leu9', 'thr1', 'thr4']"
10.1016.j.ymben.2014.01.005,"['3-HP', '3-HP (3-Hydroxypropionic acid)']","['463 mg/l', '92.6 mg/l', '210 mg/l', '122 mg/l', '271 mg/l', '249 mg/l']",['defined minimal'],['glucose'],[''],['30°C'],['aerobic'],['shake flask cultivation with samples'],"['3-hydroxyisobutyrate dehydrogenase', '3-hydroxypropionate dehydrogenase', 'ACC1', 'ADH2', 'ALD6', 'CIT2', 'GAPDH', 'GAPN', 'HIBADH', 'HPDH', 'HXT7', 'HpdH', 'MCRCa', 'MCRSt', 'MLS1', 'McrCa', 'NADP-GAPDH', 'acsSE', 'acsSEL641P', 'gapDH', 'gapN', 'hpdH', 'mcrCa', 'mcrSt', 'mmsB']"
10.1016.j.ymben.2014.05.001,"['ethanol', 'ethanol (ethanol)', 'xylitol', 'xylitol (xylitol)']","['30.4 g/L', '28.1 g/L', '0.48 g/g total sugar', '45.2 g/L', '0.04 g/g xylose', '0.51 g/g total sugar', '0.46 g/g total sugar', '1.9 g/L', '2.83 g/L', '3.2 g/L', '5.6 g/L', '0.47 g/g total sugar', '4.1 g/L', '0.43 g/g total sugar', '1.8 g/L', '38.3 g/L', '25.4 g/L', '1.6 g/L']","['SD', 'SD medium']","['Glucose & xylose', 'glucose+xylose']",[''],['30°C'],"['Low aeration', 'No aeration']","['', 'Bioreactor', 'Flask']","['ACT1', 'ADH1', 'HSP104', 'HSP26', 'HSP70', 'HXT7', 'KGD1', 'PGK1', 'RKI1', 'RPE1', 'TAL1', 'XDH', 'XKS1', 'XR', 'XYL1', 'XYL14m', 'XYL1K270R', 'XYL2']"
10.1016.j.ymben.2014.07.008,"['triacetic acid lactone', 'triacetic acid lactone (triacetic acid lactone)']","['1.3 g/L', '580 mg/L', '2.2 g/L', '58 mg/L', '260 mg/L', '1.0 g/L', '12% (g/g glucose)', '0.81 g/L', '0.91 g/L', '0.13 g/g glucose', 'less than 1% (g/g)', '0.12 g/g glucose']","['YPD', 'selective SDC(A)']",['glucose'],"['', '6.0']",['30°C'],"['', '20% DO']","['batch', 'fed-batch']","['2-PS', '2-pyrone synthase', '6-MSAS', 'ADH1', 'CHS', 'FAS1/FAS2', 'FBP1', 'GPD1', 'GSY1/2', 'HIS3', 'LEU2-d8', 'MET15', 'MLS1', 'NTE1', 'PCK1', 'PEP4', 'PGM1', 'PGM1/2', 'PGM2', 'PRB1', 'PYC1', 'PYC1/2', 'PYC2', 'TAL', 'TRP1', 'URA3', 'YIA6', 'ZWF1', 'chs2', 'g2ps1', 'npgA', 'nte1', 'prb1', 'pyc2', 'yia6']"
10.1016.j.ymben.2014.10.003,"['3HP', '3HP (3-Hydroxypropionic acid)']","['2.14 g/L', '8.51 g/L', '9.2 g/L', '0.83 g/L', '3.66 g/L', '1.75 g/L', '12.2 g/L', '14%C-molC-mol', '1.27 g/L', '13.7 g/L']","['', 'feed-in-time', 'mineral']","['glucose', 'β-alanine']","['', '3.5', '5']","['', '30°C']",[''],"['', '96-deep well plate', 'fed-batch (glucose-limited)']","['AAT2', 'ALT1', 'BAPAT', 'BcBAPAT', 'BcHIBADH', 'BsAAM', 'CaHIBADH', 'EcYDFG', 'GABT', 'GAD1', 'HIBADH', 'HPDH', 'MsHPDH', 'PAND', 'PYC1', 'PYC2', 'PaHIBADH', 'PpHIBADH', 'RUTE', 'StHPDH', 'TcPAND', 'UGA1', 'YDFG', 'YHXA', 'aptA', 'gabT', 'yhxA']"
10.1016.j.ymben.2014.10.008,"['abietadiene', 'abietadiene (abietadiene)', 'cis-abienol', 'cis-abienol (cis-abienol)', 'farnesol (FOH)', 'farnesol (FOH) (farnesol)', 'geranylgeraniol (GGOH)', 'geranylgeraniol (GGOH) (geranylgeraniol)', 'geranyllinalool (GLOH)', 'geranyllinalool (GLOH) (geranyllinalool)', 'nerolidol (NOH)', 'nerolidol (NOH) (nerolidol)', 'sclareol', 'sclareol (sclareol)', 'β-carotene', 'β-carotene (β-carotene)']","['1 mg/L', '6.8 mg/L', '42.7 mg/L', '2.1 mg/L', '1 mg/l', '0.2 mg/L', '15.4 mg/L', '14.2 mg/L', '28 mg/L', '403 mg/L', '506 μg/g', '68.3 mg/L', '166 μg/g', '0.45 mg/L', '12.8 mg/L', '143 mg/L', '15 mg/L', '24.6 mg/L', '261 μg/g DCW', '239 mg/L', '0.04 mg/L', '113 mg/L', '98.5 mg/L', '~15 mg/L in total with NOH but specific FOH amount not determined']","['', 'Selective liquid', 'YEplac195-crtYB/crtI/crtE', 'glucose CM-histidine', 'selective growth', 'unbuffered medium']","['', 'Unknown', 'glucose']","['', '4.0-4.5', '7', 'Acidic (pH 4-4.5)', 'Neutral', 'Neutral pH (7)', 'Unknown']","['', '30°C']","['', 'Unknown']","['', 'Erlenmeyer flask']","['ACS', 'ACS2', 'Bts1p', 'CD-HMG2', 'COD7', 'CcCLS', 'CcGGPPS', 'ERG20', 'ERG20(F96C)', 'ERG9', 'Erg20p', 'Erg20p(F96C)', 'HMG2', 'Hmg2p', 'NtABS', 'PaLAS', 'SsLPPS1', 'SsSCLS', 'crtE', 'crtI', 'crtYB']"
10.1016.j.ymben.2014.12.001,"['(Z)-biformene', '(Z)-biformene ((Z)-biformene)', '18-hydroxy-miltiradiene', '18-hydroxy-miltiradiene (18-hydroxy-miltiradiene)', '19-hydroxy-manool', '19-hydroxy-miltiradiene', '19-hydroxy-miltiradiene (19-hydroxy-miltiradiene)', '3β-hydroxy-manool', '3β-hydroxy-manool (3β-hydroxy-manool)', '3β-hydroxy-manoyl oxide', '3β-hydroxy-manoyl oxide (3β-hydroxy-manoyl oxide)', 'cis-abienol', 'cis-abienol (cis-abienol)', 'manool', 'manool (manool)', 'manoyl oxide', 'manoyl oxide (manoyl oxide)', 'miltiradiene', 'miltiradiene (miltiradiene)', 'sclareol', 'sclareol (sclareol)']","['~4 mg/L', '36 mg/L', '19 mg/L', '87 mg/L', '26 mg/L', '~70 mg/L', '3.9 mg/L', '70 mg/L', '10 mg/L', '3.5-fold improvement', '5 mg/L', '13.8 mg/L', '4.8 mg/L', '96 mg/L']","['Gal/Raff-SD', 'SD']","['2% galactose and 1% raffinose', 'Galactose', 'Glucose']",[''],['30°C'],"['', 'Shaking at 150 rpm']",['Shake flask'],"['BTS1', 'CPR2', 'CYP720B1', 'CcCLS', 'CcGGPPS', 'ERG20-CcGGPPS', 'ERG9', 'HMG2', 'NtABS', 'PaLAS', 'PtAO', 'SSM4', 'ScGS', 'SfCDS', 'SpMilS', 'SpMilS1', 'SsSCLS', 'UBC7']"
10.1016.j.ymben.2015.03.003,"['DM', 'DM (dammarenediol-II)', 'PPD', 'PPD (protopanaxadiol)', 'Rg3', 'Rg3 (ginsenoside Rg3)', 'Rh2', 'Rh2 (Ginsenoside Rh2)']","['2.60 μmol/g DCW', '8.29 μmol/g DCW', '2.49 μmol/g DCW', '3.49 μmol/g DCW', '1.45 μmol/g DCW']",['YPD'],[''],[''],['30°C'],['250 rpm'],['50 mL flasks'],"['ATR1', 'ATR2.1', 'CYP716A47', 'ERG20', 'ERG9', 'PgDDS', 'PgSQE1', 'SrUGT74G1', 'UGTPg1', 'UGTPg29', 'UGTPg45', 'tHMG1']"
10.1016.j.ymben.2015.08.007,"['p-coumaric acid', 'resveratrol', 'resveratrol (resveratrol)']","['4.69 mg/L', '531.41 mg/L', '11.66 mg/L', '235.57 mg/L', '13.71 mg/L', '4.85 mg/L', '415.65 mg/L', '6.39 mg/L', '7.04 mg/L', '4.48 mg/L', '2.73 mg/L', '3.57 mg/L']",['minimal medium'],"['ethanol', 'glucose']","['', '5.0']",['30°C'],[''],"['96-deep well plate, batch', 'bioreactor, batch', 'bioreactor, fed-batch, 40 g/L ethanol', 'bioreactor, fed-batch, 40 g/L glucose']","['ALG9', 'At4CL1', 'At4CL2', 'FjTAL', 'HaTAL', 'ScACC1S659A', 'ScACC1S659A,S1157A', 'ScALD6', 'ScARO4K229L', 'ScARO7G141S', 'ScAcc1pS659A', 'ScAcc1pS659A, S1157A', 'ScAld6', 'ScAro4pK229L', 'ScAro7pG141S', 'SeACSL641P', 'VvVST1']"
10.1007.s00253-014-5895-0,"['itaconic acid', 'itaconic acid (itaconic acid)']","['90 mg/L', '59 mg/L', '126 mg/L', '122 mg/L', '168 mg/L']",['YSC-URA'],['Glucose'],[''],['30 °C'],[''],"['Flask, batch feed', 'Flask, high cell density']","['ACO1', 'ADE3', 'ADI1', 'Ade3p', 'Adi1', 'BNA2', 'BNA3', 'BNA5', 'Bna2p', 'Bna3', 'CAD', 'CIT-50', 'CIT1', 'CIT2', 'FUM1', 'IDP1', 'MDE1', 'MET22', 'MEU1', 'MRI1', 'Mde1', 'Meu1', 'Mri1', 'PXA1', 'PYC1', 'PYC2', 'SCS7', 'SHM1', 'SPE2', 'SPE3', 'SUR1', 'Spe2', 'TES1', 'TPO5', 'Tes1', 'UTR4', 'Utr4', 'YDC1', 'YNK1', 'ade3', 'adi1', 'bna2', 'bna3', 'fat1', 'mde1', 'meu1', 'mri1', 'shm2', 'spe2', 'tes1', 'utr4', 'ynk1']"
